,acc,roc,eq_loss,eod,spd
0,0.55,0.7445333333333334,-0.19928633898433834,0.07023411371237459,0.08506944444444442
1,0.7,0.7865219357756671,0.011185555974923433,0.11240310077519389,0.1996527777777778
2,0.79,0.8442460317460319,0.23688616698514642,-0.16666666666666663,-0.21691176470588236
3,0.67,0.790798611111111,0.11783194550604636,0.09420289855072472,0.19775596072931267
4,0.76,0.7643849206349207,0.012651210965742177,-0.0018181818181817189,-0.06593406593406592
5,0.73,0.8417047184170472,-0.009640142964057352,-0.04141414141414146,-0.12938596491228072
6,0.71,0.7901402080506558,0.024945353951205562,-0.1496598639455783,-0.25525946704067315
7,0.71,0.7853881278538813,-0.20014023667752567,0.19883040935672514,0.15053763440860213
8,0.67,0.6915978630403109,0.049711230722798594,-0.04761904761904767,-0.09557109557109567
9,0.76,0.8048128342245989,-0.04998216861711735,-0.22115384615384615,0.007352941176470562
