,acc,bal_acc,roc,eq_loss,eod,spd,tpr_min,tpr_max,tpr_mean,pr_min,pr_max,pr_mean,bal_acc_min,bal_acc_max,bal_acc_mean
0,0.7606960081883316,0.5,0.7524599424862408,-0.2132460815521956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
1,0.8065506653019447,0.831218042156499,0.9095778917330648,0.1852822280274392,0.09850249948041445,0.3282885657544852,0.7956989247311828,0.8942014242115972,0.84495017447139,0.1527777777777778,0.48106634353226296,0.3169220606550204,0.79416714868906,0.864230005999354,0.829198577344207
2,0.8196150696150696,0.8339068743825294,0.9216689076853886,-0.1789226997249056,-0.07510203234957036,-0.3017150173272193,0.7989949748743719,0.8740970072239422,0.8365459910491571,0.15458358298382266,0.45629860031104197,0.30544109164743233,0.7990253513412676,0.8658240180494308,0.8324246846953491
3,0.7874692874692875,0.8254037520090833,0.9179432332600971,-0.1977330184636578,-0.1129668374095183,-0.35886262566205773,0.8012048192771084,0.9141716566866267,0.8576882379818676,0.16253101736972705,0.5213936430317848,0.34196233020075595,0.7830770177706261,0.8559966005099235,0.8195368091402748
4,0.7608517608517609,0.5,0.7682080083164986,-0.22777804005969177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
5,0.8351760851760852,0.792871822208304,0.8952997293242777,-0.1960063099702637,-0.07549272233442439,-0.2133889369974137,0.6473988439306358,0.7228915662650602,0.685145205097848,0.12125079770261646,0.33463973470003017,0.22794526620132333,0.7774302725767352,0.7957223774889908,0.786576325032863
6,0.821048321048321,0.8386929275461765,0.9245586120587128,-0.18786873897920073,-0.1533531934317529,-0.33773795184669453,0.7409638554216867,0.8943170488534397,0.8176404521375632,0.13067828251400124,0.46841623436069574,0.2995472584373485,0.8068770820344595,0.840294557828817,0.8235858199316383
7,0.800982800982801,0.8378144691198262,0.9267630476405389,-0.18709683010288486,-0.04608967316671253,-0.32221997595349583,0.8693181818181818,0.9154078549848943,0.8923630184015381,0.1816535908267954,0.5038735667802913,0.34276357880354336,0.797229442264157,0.8846928518814069,0.840961147072782
8,0.8474610974610974,0.8370017511602443,0.9257928288779103,-0.19620965616557318,-0.09943807426532014,-0.2881435331984257,0.7307692307692307,0.8302073050345509,0.7804882679018907,0.1134020618556701,0.4015455950540958,0.257473828454883,0.8120433464866723,0.8409371940852182,0.8264902702859452
9,0.8112203112203112,0.8325257579438317,0.9194094410678738,0.16505254231659583,0.16010960423063803,0.3282881017860921,0.7395833333333334,0.8996929375639714,0.8196381354486524,0.14839901477832512,0.4766871165644172,0.31254306567137113,0.8020146685191736,0.8352246275605215,0.8186196480398475
