number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators
0,0 days 00:00:06.092696,0.20680902508333626,6,235.1681338577185,302
1,0 days 00:00:06.118369,0.015171717849735478,9,49.501595537331944,159
2,0 days 00:00:02.505539,0.019462732953485325,8,1.6859780231705837,48
3,0 days 00:00:04.297151,0.3148890530378395,9,130.49073550362394,124
4,0 days 00:00:05.348065,0.00985990817477986,7,22.36581053919755,161
5,0 days 00:00:07.474080,0.43778567971542487,7,1296.0656597279733,329
6,0 days 00:00:01.627370,0.06796346121798982,2,1598.243724741148,106
7,0 days 00:00:01.815327,0.35451373935753394,9,362.814040402438,31
8,0 days 00:00:04.456054,0.003183504041014977,9,2.652347535167727,91
9,0 days 00:00:02.738101,0.0011238623122384508,4,66.77306766018313,124
10,0 days 00:00:01.616836,0.011043892409741502,7,3.9691678846742384,40
11,0 days 00:00:01.941260,0.015119454912646654,6,533.6803302756714,63
12,0 days 00:00:04.258519,0.05791690760610935,3,2.4952921562839636,453
13,0 days 00:00:01.110942,0.007101198581712154,5,6.942729492430146,30
14,0 days 00:00:01.152249,0.05150941967220359,7,19.961304333831478,22
15,0 days 00:00:01.297982,0.002725019097099822,8,2.559642090152666,39
16,0 days 00:00:02.091264,0.019107079904972707,6,212.52073916553178,75
17,0 days 00:00:00.719459,0.059076379940300475,4,4.323926814280046,28
18,0 days 00:00:03.682237,0.061396008983393695,3,1298.3205406736183,425
19,0 days 00:00:10.210522,0.001817049340449586,8,2.4457108102318847,296
20,0 days 00:00:01.588292,0.0014137489230493761,7,3256.67098887225,103
21,0 days 00:00:01.145974,0.005798124133134793,7,905.8458887563652,22
22,0 days 00:00:01.691908,0.07222305842897238,4,27.401721995763687,94
23,0 days 00:00:01.208632,0.07395396765790996,8,45.399594940596735,24
24,0 days 00:00:01.766214,0.2979941615081237,5,2886.7571171726086,102
25,0 days 00:00:06.537680,0.007241158387044701,4,201.27321428268343,398
26,0 days 00:00:02.281068,0.18658464379723444,5,2340.821612968866,160
27,0 days 00:00:04.738208,0.0011331037165421558,8,5.404623534323801,132
28,0 days 00:00:00.774760,0.03446537367581924,2,30.146185764300448,32
29,0 days 00:00:10.503669,0.004692208186011663,8,872.5214019150637,442
30,0 days 00:00:06.382274,0.05301866888274411,5,38.405471537614055,357
31,0 days 00:00:01.142987,0.192500392081706,5,6471.3672401752465,84
32,0 days 00:00:06.048787,0.012926775374675289,7,2.916135087579397,236
33,0 days 00:00:01.918944,0.2397603110744119,5,3345.1283690722075,129
34,0 days 00:00:01.586779,0.027485755914054867,3,225.8709301293714,167
35,0 days 00:00:01.823687,0.04331487802537245,5,376.66979605776135,78
36,0 days 00:00:02.151092,0.005987962643567764,3,75.95017117828823,200
37,0 days 00:00:01.077926,0.002320814534793413,2,296.52527407725654,79
38,0 days 00:00:01.628589,0.03085570908929587,5,2.341507525070274,62
39,0 days 00:00:04.583038,0.014601094660592806,8,410.018336610322,163
