model,thresh,mse,max_mse,duration
36,0.5,0.02570839778534702,0.02957430844209612,0 days 00:00:02.151092
37,0.5,0.023657102060747896,0.026294467664285014,0 days 00:00:01.077926
38,0.5,0.030635333284308626,0.03774047683187937,0 days 00:00:01.628589
39,0.5,0.023893966012111946,0.026470353932738437,0 days 00:00:04.583038
40,0.5,0.029864412670952654,0.03636889684846,0 days 00:00:00.813249
41,0.5,0.021089069958824494,0.023691629470639824,0 days 00:00:04.268270
42,0.5,0.022727148863677906,0.025367544559363804,0 days 00:00:01.010302
43,0.5,0.022791911244829443,0.02548174841024987,0 days 00:00:00.979773
44,0.5,0.02729769172460935,0.03221613131704672,0 days 00:00:08.131850
45,0.5,0.025277151234512685,0.028789975403381927,0 days 00:00:00.959684
46,0.5,0.02403815722150336,0.026809208545705787,0 days 00:00:01.158242
47,0.5,0.023404675755457894,0.026032302035443478,0 days 00:00:00.533322
48,0.5,0.02908131041467481,0.0352870683601488,0 days 00:00:01.536741
49,0.5,0.03070714360984982,0.03776028886627435,0 days 00:00:01.040053
50,0.5,0.03205454281937339,0.03991176220519445,0 days 00:00:06.322923
51,0.5,0.024961827305796942,0.028125993689597874,0 days 00:00:01.338891
52,0.5,0.025109002304535444,0.028300442271757032,0 days 00:00:03.099278
53,0.5,0.022470299584877416,0.025208594884533544,0 days 00:00:02.867835
54,0.5,0.024802366821398636,0.027940693839658675,0 days 00:00:01.082793
55,0.5,0.021769116725076438,0.024378938141772614,0 days 00:00:02.110109
56,0.5,0.021531898643127153,0.02406245375466772,0 days 00:00:00.957416
57,0.5,0.024036221301546656,0.026765903715966814,0 days 00:00:02.312147
58,0.5,0.02630001587640911,0.03046345231135442,0 days 00:00:02.892673
59,0.5,0.024449647139649144,0.027197989599121366,0 days 00:00:01.754363
60,0.5,0.02241611468492321,0.025093691777052434,0 days 00:00:01.201724
61,0.5,0.025103845436066845,0.028450682765465272,0 days 00:00:07.331344
62,0.5,0.025149682073666694,0.027871341021297173,0 days 00:00:00.822223
63,0.5,0.02308518479820092,0.02577630644541281,0 days 00:00:00.826720
64,0.5,0.031342962797840976,0.038782447083207265,0 days 00:00:01.353797
65,0.5,0.027908313310817216,0.03344167902530475,0 days 00:00:02.433937
66,0.5,0.02345466426824919,0.026182307672045445,0 days 00:00:01.369760
67,0.5,0.024820386673541965,0.028156853619558175,0 days 00:00:02.192575
68,0.5,0.02374280366155293,0.02640644247783517,0 days 00:00:06.887639
69,0.5,0.02763570604163032,0.03275916949586112,0 days 00:00:01.326591
70,0.5,0.02031886725146226,0.022770215089646405,0 days 00:00:07.496666
71,0.5,0.022786132737113857,0.02549105385859963,0 days 00:00:01.880374
72,0.5,0.024204967367479506,0.02686004974112819,0 days 00:00:00.687625
73,0.5,0.024075522268601404,0.026712487060590952,0 days 00:00:01.419633
74,0.5,0.02093196858523979,0.02338414049769709,0 days 00:00:03.191766
75,0.5,0.026673529581797348,0.031117764299002978,0 days 00:00:01.983247
76,0.5,0.031202711869608272,0.03851354835478263,0 days 00:00:00.717450
77,0.5,0.02971720937691244,0.036135008308252815,0 days 00:00:02.720664
78,0.5,0.022542159248438658,0.02514729746200687,0 days 00:00:07.352796
79,0.5,0.02396929752945876,0.026664580661966333,0 days 00:00:02.597630
80,0.5,0.031954238854298905,0.03976240975705923,0 days 00:00:00.900066
81,0.5,0.027369359422500246,0.032290167947890386,0 days 00:00:01.137665
82,0.5,0.018652104674130428,0.020684045634431273,0 days 00:00:01.140204
83,0.5,0.02789678447040803,0.03313873376280491,0 days 00:00:07.952285
84,0.5,0.023911451957809447,0.026597219811079393,0 days 00:00:12.147551
85,0.5,0.025393135425303918,0.028922309086964876,0 days 00:00:03.025116
86,0.5,0.024726978913505546,0.027264535347242377,0 days 00:00:02.420828
87,0.5,0.03135624966033397,0.03875626074826561,0 days 00:00:01.407005
88,0.5,0.02590068798533709,0.02976068934469491,0 days 00:00:01.447218
89,0.5,0.03217734678233126,0.04012915816981394,0 days 00:00:01.034963
90,0.5,0.030589271202525834,0.03772493493612205,0 days 00:00:02.981768
91,0.5,0.026302337615761093,0.03051355879268139,0 days 00:00:01.080215
92,0.5,0.021038025464945015,0.02356751111513053,0 days 00:00:01.337807
93,0.5,0.021970486914842338,0.02460815273326782,0 days 00:00:02.237491
94,0.5,0.026774835064437254,0.031294402699214185,0 days 00:00:02.013127
95,0.5,0.022625773406392696,0.025318045351118368,0 days 00:00:04.651621
96,0.5,0.03135971954180368,0.03879577352685419,0 days 00:00:01.091815
97,0.5,0.024198384627943548,0.02709240161970845,0 days 00:00:01.922216
98,0.5,0.025793585808925934,0.030008369110346236,0 days 00:00:03.025299
99,0.5,0.02396864020993386,0.026739037716835643,0 days 00:00:01.366699
100,0.5,0.025809520445673213,0.029645724792790196,0 days 00:00:02.852379
101,0.5,0.023095023128701635,0.025857270681906873,0 days 00:00:05.564118
102,0.5,0.021923673336943755,0.024520292801845714,0 days 00:00:01.352687
103,0.5,0.03221863314110091,0.040300649391255314,0 days 00:00:01.756849
104,0.5,0.024032123395539753,0.026685802698368424,0 days 00:00:07.003489
105,0.5,0.022200013412312668,0.024872426484180067,0 days 00:00:02.378136
106,0.5,0.02877612048786172,0.034620282968257816,0 days 00:00:00.981217
107,0.5,0.024499650924705598,0.027004468378119633,0 days 00:00:02.050350
108,0.5,0.03183543749029459,0.039589298689939934,0 days 00:00:12.762364
109,0.5,0.02409490188277777,0.026753097243223195,0 days 00:00:01.721578
110,0.5,0.023603183811455295,0.026310223684912728,0 days 00:00:00.604352
111,0.5,0.025429914239708064,0.029071832942094592,0 days 00:00:01.291014
112,0.5,0.0310784105165146,0.038348159227971565,0 days 00:00:03.367169
113,0.5,0.030469109292043835,0.03739547212662586,0 days 00:00:01.074957
114,0.5,0.024394065613549377,0.02742085165635996,0 days 00:00:01.373558
115,0.5,0.025149001805819176,0.028501972910861234,0 days 00:00:03.836156
116,0.5,0.022226087491569513,0.024874950984956564,0 days 00:00:00.836178
117,0.5,0.022399640920473498,0.02510077514076378,0 days 00:00:01.684811
118,0.5,0.015472345623094534,0.01707183315285602,0 days 00:00:03.918874
119,0.5,0.02500724894587051,0.027860948487876,0 days 00:00:01.628369
120,0.5,0.02577653356062356,0.029750988957266338,0 days 00:00:01.148978
121,0.5,0.023204371016258735,0.02587610681881829,0 days 00:00:01.296194
122,0.5,0.020357177894047063,0.02276661903710458,0 days 00:00:09.418324
123,0.5,0.023157697050013665,0.025890318553056277,0 days 00:00:01.735273
124,0.5,0.02888272520767526,0.035018339093787154,0 days 00:00:01.590149
125,0.5,0.026897497907943595,0.03148946561937328,0 days 00:00:02.626572
126,0.5,0.021208731863085934,0.023674798074631086,0 days 00:00:01.370759
127,0.5,0.022058465822993995,0.024671553074501886,0 days 00:00:02.274613
128,0.5,0.02020564501682295,0.022720214611109325,0 days 00:00:07.205007
129,0.5,0.021672585577476543,0.024314230010229122,0 days 00:00:01.318750
130,0.5,0.023800654294582595,0.026432384745060638,0 days 00:00:02.188656
131,0.5,0.022254607965806545,0.02494615219731731,0 days 00:00:01.052314
132,0.5,0.030941701055982394,0.03812870632934186,0 days 00:00:02.388205
133,0.5,0.0311703287826841,0.03847588451292643,0 days 00:00:01.834838
134,0.5,0.02666300866028917,0.031082646102210634,0 days 00:00:03.953478
135,0.5,0.030804728104654337,0.03789582672154603,0 days 00:00:04.817051
136,0.5,0.028429180210089246,0.0339887143243193,0 days 00:00:01.066953
137,0.5,0.022302020445277043,0.025012723694989428,0 days 00:00:02.622591
138,0.5,0.023429946825244477,0.02609925817768289,0 days 00:00:01.136783
139,0.5,0.02440343364416334,0.027285261025552586,0 days 00:00:05.906104
140,0.5,0.026917236987102307,0.0315067966430846,0 days 00:00:00.954793
141,0.5,0.021063555219097425,0.02362894294654051,0 days 00:00:01.277634
142,0.5,0.030513261495052395,0.0374207057837326,0 days 00:00:11.307995
143,0.5,0.031207759466837046,0.03853595815240256,0 days 00:00:02.011867
144,0.5,0.02907175242361489,0.035073728695316816,0 days 00:00:16.801341
145,0.5,0.028155934683770714,0.03362617723710902,0 days 00:00:02.822395
146,0.5,0.03026584257879322,0.037044599669876305,0 days 00:00:01.497936
147,0.5,0.023936931424828552,0.02661581423272569,0 days 00:00:01.708500
148,0.5,0.02654727181345297,0.03091212138271433,0 days 00:00:00.953493
149,0.5,0.029334936184418597,0.03553614706944355,0 days 00:00:10.277167
150,0.5,0.028997372090447004,0.03499213811844031,0 days 00:00:05.122514
151,0.5,0.024969728829518926,0.028343893307067245,0 days 00:00:01.219220
152,0.5,0.021931302045735637,0.02458571230403006,0 days 00:00:11.265117
153,0.5,0.022997337101800457,0.02571852446293106,0 days 00:00:05.882426
154,0.5,0.01814908750169778,0.020349208051416483,0 days 00:00:01.684535
155,0.5,0.0235489963029516,0.026102335656244875,0 days 00:00:04.446197
156,0.5,0.018619065298558165,0.020823501612779096,0 days 00:00:06.609173
157,0.5,0.03169159349071042,0.03931790393477135,0 days 00:00:00.709112
158,0.5,0.02136894233004893,0.023949813409369233,0 days 00:00:05.121834
159,0.5,0.023362934262877753,0.026056624976257353,0 days 00:00:05.611537
160,0.5,0.028252612280023185,0.03378281156277744,0 days 00:00:02.618782
161,0.5,0.032084463194754866,0.03998447719082078,0 days 00:00:03.372298
162,0.5,0.027286842379069167,0.03222445361655639,0 days 00:00:01.781551
163,0.5,0.029950891245244398,0.03654163571963012,0 days 00:00:02.169919
164,0.5,0.03098166424709553,0.038564711632433774,0 days 00:00:05.070929
165,0.5,0.02743713608793183,0.032393036199490986,0 days 00:00:06.314392
166,0.5,0.030226588627581027,0.03694525109023615,0 days 00:00:05.264702
167,0.5,0.01964587227908416,0.02206147186634685,0 days 00:00:01.621131
168,0.5,0.026177592037180914,0.030543798513958786,0 days 00:00:02.144458
169,0.5,0.022853008538912645,0.025603926226570078,0 days 00:00:01.897118
170,0.5,0.02514106676230001,0.028667690619087097,0 days 00:00:06.089473
171,0.5,0.024574955285231362,0.027565604817367997,0 days 00:00:00.853686
172,0.5,0.03148170659001081,0.03910632397508974,0 days 00:00:18.074104
173,0.5,0.02483552557707651,0.028002203347930583,0 days 00:00:02.790761
174,0.5,0.026506436125150797,0.030865512824669296,0 days 00:00:02.347448
175,0.5,0.03048364520279137,0.037413784097950875,0 days 00:00:00.887282
176,0.5,0.02172063106922528,0.02425322572045046,0 days 00:00:01.792902
177,0.5,0.021639691258199673,0.0242498646032625,0 days 00:00:10.257021
178,0.5,0.027919334480513872,0.033323522647999156,0 days 00:00:02.136927
179,0.5,0.030704553109270356,0.03772392798747505,0 days 00:00:03.454202
180,0.5,0.021212135853157656,0.0238528705947494,0 days 00:00:01.791931
181,0.5,0.028034966695737833,0.03338440812439256,0 days 00:00:14.863833
182,0.5,0.02281888048416637,0.025518134344975383,0 days 00:00:09.813452
183,0.5,0.030409205161062148,0.03727405806138917,0 days 00:00:05.841756
184,0.5,0.024741632028930094,0.0275837406028998,0 days 00:00:11.863206
185,0.5,0.03029065285022152,0.0370106542551042,0 days 00:00:00.949877
186,0.5,0.02204658028020432,0.02467790868192887,0 days 00:00:01.549618
187,0.5,0.025290878942122518,0.02886831398600932,0 days 00:00:02.796737
188,0.5,0.021018094176777358,0.023503869919123562,0 days 00:00:10.651383
189,0.5,0.025638011246625396,0.02935854949240344,0 days 00:00:01.177498
190,0.5,0.02343749299975899,0.02615999315151633,0 days 00:00:01.107150
191,0.5,0.02807882917147185,0.03353283196190712,0 days 00:00:03.854835
192,0.5,0.02266871208539489,0.025386900280391457,0 days 00:00:03.390245
193,0.5,0.018836520415730716,0.021034901811687347,0 days 00:00:02.214046
194,0.5,0.025437999552683405,0.029060964292681103,0 days 00:00:02.288472
195,0.5,0.02901613237670809,0.0349868330464325,0 days 00:00:01.296045
196,0.5,0.030701076210736644,0.037727672062005946,0 days 00:00:01.628750
197,0.5,0.020675914325948303,0.02321938920561362,0 days 00:00:01.174532
198,0.5,0.02448673680968096,0.027075042552680957,0 days 00:00:03.777330
199,0.5,0.024783644407977062,0.027824816982061056,0 days 00:00:03.664186
200,0.5,0.026225246994755293,0.030422057494267917,0 days 00:00:01.238214
201,0.5,0.026532350333850183,0.030867991842222345,0 days 00:00:01.704444
202,0.5,0.026485079366482832,0.030837285011330585,0 days 00:00:01.225759
203,0.5,0.023605901695843527,0.026340852021582192,0 days 00:00:08.424612
204,0.5,0.022704084627916246,0.02545423210422159,0 days 00:00:02.211237
205,0.5,0.02635357986393264,0.030673795702395555,0 days 00:00:08.263651
206,0.5,0.022929672867327555,0.025554204404482073,0 days 00:00:04.394637
207,0.5,0.02313991430823759,0.02586266724228154,0 days 00:00:04.451169
208,0.5,0.031043229207858288,0.03830011145979663,0 days 00:00:02.994255
209,0.5,0.022998093024298158,0.025780935226067968,0 days 00:00:01.469372
210,0.5,0.02323834500780798,0.025835021980919897,0 days 00:00:01.560042
211,0.5,0.029213809682663197,0.03529852028416384,0 days 00:00:00.817372
212,0.5,0.02151907327321623,0.024096530772255906,0 days 00:00:02.790785
213,0.5,0.025831532009319803,0.02990453787720501,0 days 00:00:04.648090
214,0.5,0.02798802481172198,0.03360374291051667,0 days 00:00:06.447163
215,0.5,0.0229195140221646,0.02565231434514754,0 days 00:00:02.971896
216,0.5,0.02327416039203709,0.02586937921511257,0 days 00:00:01.456028
217,0.5,0.020321732341310874,0.02281175049022079,0 days 00:00:02.780802
218,0.5,0.022705942484896133,0.025431112756931374,0 days 00:00:07.535970
219,0.5,0.025835137726854886,0.02963467816331001,0 days 00:00:25.302759
220,0.5,0.025671986074829373,0.029401825778752916,0 days 00:00:02.822996
221,0.5,0.030144252313014264,0.03714559797769782,0 days 00:00:01.325459
222,0.5,0.02391566997530429,0.02661352744126966,0 days 00:00:02.425505
223,0.5,0.03223334746526994,0.04022305130790527,0 days 00:00:04.268254
224,0.5,0.02843905560489959,0.03455792916765883,0 days 00:00:04.150379
225,0.5,0.022659782813315404,0.02535772566146112,0 days 00:00:01.989688
226,0.5,0.0233550661205135,0.02606464437883717,0 days 00:00:14.927191
227,0.5,0.021842993592459444,0.02450004178193113,0 days 00:00:01.949973
228,0.5,0.020258956561612848,0.022579140657497394,0 days 00:00:01.878824
229,0.5,0.03166085602984796,0.03930518190689711,0 days 00:00:02.663217
230,0.5,0.0315628529534571,0.039141128045146974,0 days 00:00:02.473215
231,0.5,0.023653792219541468,0.026357921930905328,0 days 00:00:03.910464
232,0.5,0.03211990070086883,0.04003676587372087,0 days 00:00:02.756979
233,0.5,0.020796550510339424,0.023260124185779156,0 days 00:00:05.136792
234,0.5,0.023440315593914775,0.02610151127046985,0 days 00:00:00.972109
235,0.5,0.022317348845570375,0.025010448564178646,0 days 00:00:02.812671
236,0.5,0.021498608535239716,0.024012453490128084,0 days 00:00:09.296177
237,0.5,0.024745350350421465,0.027896841888966312,0 days 00:00:02.281983
238,0.5,0.03133483362086888,0.038982167554828494,0 days 00:00:02.112314
239,0.5,0.02504193805720365,0.028350822880348573,0 days 00:00:03.237996
240,0.5,0.020714156274536995,0.023197336522085808,0 days 00:00:14.104788
241,0.5,0.029609082439982698,0.036067428700487375,0 days 00:00:19.237489
242,0.5,0.02760838393421822,0.032646662997130226,0 days 00:00:03.880978
243,0.5,0.024641596040580936,0.0275646637324189,0 days 00:00:01.505892
244,0.5,0.02822853044356829,0.03373058618013056,0 days 00:00:09.344624
245,0.5,0.018384123613485386,0.020568397122137462,0 days 00:00:02.641709
246,0.5,0.01951392631471775,0.021845563491712017,0 days 00:00:12.131623
247,0.5,0.030289089936452775,0.03709880681281182,0 days 00:00:01.335453
248,0.5,0.020807216570786206,0.023317875540851782,0 days 00:00:16.296254
249,0.5,0.02873892424592332,0.03452561183843551,0 days 00:00:04.331398
250,0.5,0.023050558757646146,0.025761815405979268,0 days 00:00:02.178793
251,0.5,0.026617788356944682,0.03131520201718946,0 days 00:00:13.270821
252,0.5,0.0300964411430595,0.03689294937252632,0 days 00:00:01.199090
253,0.5,0.0316364198530192,0.039249210941136634,0 days 00:00:11.619001
254,0.5,0.015940494753245726,0.017864813211018193,0 days 00:00:03.581317
255,0.5,0.02506990465735923,0.027518907915478574,0 days 00:00:12.573554
256,0.5,0.019321044483995093,0.02158857813814008,0 days 00:00:05.833542
257,0.5,0.023582061958709714,0.026185459672854808,0 days 00:00:04.287322
258,0.5,0.025157580714948332,0.028571958927735796,0 days 00:00:02.294547
259,0.5,0.02616949211007574,0.030409007792443956,0 days 00:00:02.847266
260,0.5,0.023583289826307315,0.026362775954049737,0 days 00:00:09.231047
261,0.5,0.02798948694924609,0.03345277305169465,0 days 00:00:04.306694
262,0.5,0.02273736408234662,0.02535074810770369,0 days 00:00:02.185960
263,0.5,0.0310086462805129,0.03836510687189009,0 days 00:00:07.781316
264,0.5,0.02316081695862687,0.02576516170517778,0 days 00:00:09.196897
265,0.5,0.022359633232522314,0.02504068769867698,0 days 00:00:01.388448
266,0.5,0.030502300673202743,0.037386792740820046,0 days 00:00:22.738218
267,0.5,0.01989730546856894,0.022225863240539826,0 days 00:00:03.422654
268,0.5,0.022874654530209784,0.025516350551280483,0 days 00:00:04.270615
269,0.5,0.026152496705643763,0.030210729185437008,0 days 00:00:08.278736
270,0.5,0.03083943793005265,0.037973073928556714,0 days 00:00:08.554837
271,0.5,0.02278683317379853,0.02556344761583989,0 days 00:00:02.987991
272,0.5,0.02453170867828626,0.027500857523814575,0 days 00:00:07.119405
273,0.5,0.021982163301121842,0.02463329413034162,0 days 00:00:05.293894
274,0.5,0.02504828086170902,0.028509175525489098,0 days 00:00:02.579255
275,0.5,0.026035449526963114,0.030150404466776574,0 days 00:00:06.299372
276,0.5,0.02408826582466135,0.026828548682252294,0 days 00:00:02.724936
277,0.5,0.02827661576345691,0.033801342559860774,0 days 00:00:03.439621
278,0.5,0.024154419526225008,0.02675499614183669,0 days 00:00:43.351791
279,0.5,0.023046914627073367,0.025674571143730576,0 days 00:00:04.008672
280,0.5,0.03206366191587929,0.03993974227878305,0 days 00:00:03.824281
281,0.5,0.025441178001751705,0.029153209253766067,0 days 00:00:02.888508
282,0.5,0.023160129219968198,0.025901516149381434,0 days 00:00:10.260456
283,0.5,0.03129623679080694,0.038810085431255324,0 days 00:00:06.675850
284,0.5,0.02504806494725514,0.028352758733164417,0 days 00:00:03.637986
285,0.5,0.02538093074460546,0.02903395614243745,0 days 00:00:06.480328
286,0.5,0.023291807196956008,0.02600402866459112,0 days 00:01:05.864218
287,0.5,0.022467213569276626,0.02504707428466345,0 days 00:00:04.889352
288,0.5,0.024204741001478024,0.026989034180638354,0 days 00:00:05.337920
289,0.5,0.021422504024938234,0.023950683086390027,0 days 00:00:13.481626
290,0.5,0.024068239156356922,0.026747489299850682,0 days 00:01:02.616083
291,0.5,0.031201535308847974,0.03855322360259044,0 days 00:00:07.027086
292,0.5,0.023642294950698643,0.026257601113200833,0 days 00:00:03.914060
293,0.5,0.03154828005691516,0.03912035441165998,0 days 00:00:03.515142
294,0.5,0.026995453108174302,0.03168098250531292,0 days 00:00:09.879043
295,0.5,0.023507447646116834,0.026306329969498974,0 days 00:00:07.607031
296,0.5,0.030103359667184783,0.03678281263024197,0 days 00:00:04.441691
297,0.5,0.03226873268194457,0.04027991890974183,0 days 00:00:05.718103
298,0.5,0.02357644463160382,0.026361926614907216,0 days 00:00:08.589179
299,0.5,0.03042831419247114,0.037306003255500576,0 days 00:00:05.599248
300,0.5,0.03216552612487417,0.040134424088254544,0 days 00:00:49.907635
301,0.5,0.021488241590486526,0.024087342466199698,0 days 00:00:03.259879
302,0.5,0.021874537511971024,0.024501011148469542,0 days 00:00:13.865173
303,0.5,0.023783821933013934,0.02646502036046709,0 days 00:00:03.733193
304,0.5,0.027967235659880213,0.03319476277725171,0 days 00:00:03.938410
305,0.5,0.03045584229134605,0.0373259167701247,0 days 00:00:03.003070
306,0.5,0.030148705371562914,0.03682821931849768,0 days 00:00:05.938270
307,0.5,0.02369308926493426,0.026388704032366022,0 days 00:00:04.652902
308,0.5,0.02671044659894875,0.03117935449432623,0 days 00:00:08.195903
309,0.5,0.03078894603140577,0.037908844717592226,0 days 00:00:44.143288
310,0.5,0.022155341177177813,0.02478551119741698,0 days 00:00:06.156943
311,0.5,0.030142882745121724,0.036851819879912005,0 days 00:00:12.879234
312,0.5,0.026347230500263635,0.030646112615316797,0 days 00:00:05.420981
313,0.5,0.029240862376284385,0.0359590844970745,0 days 00:01:02.459134
314,0.5,0.0215237148206433,0.024045934516439396,0 days 00:00:02.999794
315,0.5,0.022844878763026683,0.02554419195964466,0 days 00:00:29.215706
316,0.5,0.03050242612718086,0.03739446819740412,0 days 00:00:05.732272
317,0.5,0.022174360373782624,0.024827744758114473,0 days 00:00:14.016056
318,0.5,0.016084987441699467,0.01801040420528614,0 days 00:00:07.445504
319,0.5,0.015136575033542042,0.016655864436182582,0 days 00:00:48.847919
320,0.5,0.02085913946819197,0.02332776596241547,0 days 00:00:06.792409
321,0.5,0.02086842801983238,0.023368836786070747,0 days 00:00:22.166392
322,0.5,0.027053294547684428,0.03192153714431154,0 days 00:00:10.408980
323,0.5,0.021838966996126162,0.02448335925228397,0 days 00:01:31.372558
324,0.5,0.024967460540412278,0.02839001632173072,0 days 00:00:04.393425
325,0.5,0.03158422999178923,0.039167002798764054,0 days 00:00:53.684342
326,0.5,0.02457799045262992,0.027552666936036762,0 days 00:00:08.857442
327,0.5,0.02233605329901112,0.025021773043661745,0 days 00:00:11.579698
328,0.5,0.03036801902542882,0.03720882360894422,0 days 00:00:11.845877
329,0.5,0.015606578743109832,0.01731332156747009,0 days 00:00:06.584335
330,0.5,0.019559585806895798,0.021855602134125632,0 days 00:01:52.116368
331,0.5,0.02729671118738757,0.03214981089123068,0 days 00:00:30.192715
332,0.5,0.02279430119198978,0.025494412185370362,0 days 00:00:07.301079
333,0.5,0.02155853748579619,0.02414845317612058,0 days 00:00:07.340637
334,0.5,0.027606729384447987,0.03267545977043602,0 days 00:00:04.850064
335,0.5,0.02267788084194246,0.025388799362023255,0 days 00:03:26.883411
336,0.5,0.030252659353704272,0.03709916589254688,0 days 00:00:31.640088
337,0.5,0.032160799717254475,0.04015872079869575,0 days 00:01:21.813080
338,0.5,0.022576673310882606,0.02527798900465917,0 days 00:00:18.810492
339,0.5,0.03147624433146616,0.03899204913908071,0 days 00:00:26.129571
340,0.5,0.02263886817048113,0.02527237401685871,0 days 00:00:59.724625
341,0.5,0.025621389740858806,0.028463356965714108,0 days 00:00:34.393586
342,0.5,0.02407507435231315,0.02668289847257845,0 days 00:00:15.998243
343,0.5,0.02167394994120942,0.02428716575600214,0 days 00:00:38.562707
344,0.5,0.02173354457117796,0.024289696457036516,0 days 00:00:45.697407
345,0.5,0.03157280188547341,0.03916355551392369,0 days 00:00:50.772506
346,0.5,0.022120124721054103,0.024753020278697923,0 days 00:00:08.984410
347,0.5,0.023469624045486213,0.026153770374726038,0 days 00:00:12.523191
348,0.5,0.029080738647789615,0.03508702809352626,0 days 00:02:46.335393
349,0.5,0.03141302016740119,0.03918465639304606,0 days 00:00:06.727520
350,0.5,0.0305474966507301,0.03751499268257624,0 days 00:00:33.439666
351,0.5,0.02386463114747451,0.026592172314783776,0 days 00:00:15.663979
352,0.5,0.03099365615204762,0.03819453112399926,0 days 00:00:14.405064
353,0.5,0.02066159660822899,0.023036536896716586,0 days 00:00:23.599612
354,0.5,0.025537344780162455,0.029249075057239806,0 days 00:00:31.508499
355,0.5,0.022546655273618436,0.02523592165727378,0 days 00:01:50.898619
356,0.5,0.020511045508807852,0.022937908414902355,0 days 00:00:04.825534
357,0.5,0.029112028622503103,0.03513482435191863,0 days 00:00:22.313369
358,0.5,0.02178265714969872,0.024298385654337135,0 days 00:00:08.661835
359,0.5,0.02335556870935835,0.026044385886932746,0 days 00:00:49.896994
360,0.5,0.031103388843924096,0.03874159429717484,0 days 00:00:45.144195
361,0.5,0.024383413570454985,0.02691109371404796,0 days 00:00:54.227006
362,0.5,0.03174400023130778,0.039439372806045585,0 days 00:00:23.085701
363,0.5,0.0244047607662184,0.02752560105444987,0 days 00:01:49.447157
364,0.5,0.023060345317806586,0.025789638283911037,0 days 00:00:27.116261
365,0.5,0.025221627782632122,0.028758637586539182,0 days 00:00:42.162967
366,0.5,0.02102897249506201,0.02352632499510117,0 days 00:02:44.315644
367,0.5,0.02474535836085876,0.02784395629160697,0 days 00:00:08.079954
368,0.5,0.019677811537244676,0.022039618135778174,0 days 00:00:47.226185
369,0.5,0.02599181401877863,0.0299293132802053,0 days 00:00:13.503681
370,0.5,0.021985148358650203,0.02461781334143144,0 days 00:02:53.491631
371,0.5,0.023286490239280044,0.02597982786220972,0 days 00:00:50.307973
372,0.5,0.03220519208181444,0.040177254637152805,0 days 00:00:54.746056
373,0.5,0.021002903818110732,0.02346450236005612,0 days 00:00:08.509275
374,0.5,0.028349379885669896,0.03394001709105685,0 days 00:00:59.339602
375,0.5,0.021690426881959206,0.02425445106965275,0 days 00:01:22.771997
376,0.5,0.03185936664393255,0.03967041138626765,0 days 00:01:43.515516
