,acc,roc,eq_loss,eod,spd
0,0.25,0.6466666666666666,0.16070813838471387,0.0,0.0
1,0.59,0.5341474445952057,,0.6521739130434783,0.6857142857142857
2,0.69,0.7847222222222222,0.4528862062088528,0.75,0.8333333333333334
3,0.64,0.707248263888889,0.09498384387186065,0.4017857142857143,0.2142857142857143
4,0.75,0.7584325396825397,0.19498201380290836,0.1875,0.10000000000000009
5,0.27,0.5,0.42067626983222195,0.0,0.0
6,0.65,0.7444595205789236,0.08298244605237626,0.25,0.20935960591133013
7,0.69,0.7625570776255708,0.23493334664779764,0.5209452201933406,0.7419354838709677
8,0.56,0.6784847013113161,0.12394482118614913,0.8333333333333334,0.7
9,0.71,0.785650623885918,0.17096842193165307,0.2666666666666667,0.04629629629629628
