model,thresh,mse,max_mse,ratio_g=0,ratio_g=1,ratio_g=2,ratio_g=3,ratio_g=4,ratio_g=5,ratio_g=6,ratio_g=7,mse_g=0,mse_g=1,mse_g=2,mse_g=3,mse_g=4,mse_g=5,mse_g=6,mse_g=7,duration
10,0.5,0.024279579218387515,0.027059978969422752,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027059978969422752,0.021837277148489157,0.024190662254481327,0.020731628052922987,0.02209992013349078,0.026740778026681403,0.0262062465147042,0.02438646684580322,0 days 00:00:01.695012
11,0.5,0.030939215511127858,0.03723590990561163,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.031147967068517888,0.026970745649146154,0.03331572082753624,0.02939089251700354,0.027844283060498524,0.029313021595809098,0.03723590990561163,0.030497322204399303,0 days 00:00:00.467033
12,0.5,0.03220622885720512,0.03930086048247669,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03176866405068534,0.027934292898563355,0.03529758059014463,0.030927624585203005,0.0289025115030676,0.029797205425657024,0.03930086048247669,0.03149810306578188,0 days 00:00:01.851604
13,0.5,0.025845397120752324,0.02897197185896839,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02808761351121098,0.023003715320041345,0.026072442418085342,0.023425471208399218,0.023521373743578766,0.02711861511276147,0.02897197185896839,0.025853983277771362,0 days 00:00:02.287551
14,0.5,0.027628324860897762,0.03198721096355249,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.028808274769938275,0.02447952601546886,0.0288936160337242,0.025716570539666556,0.02496562976124486,0.027938402703702736,0.03198721096355249,0.027242146863979688,0 days 00:00:00.738103
15,0.5,0.030126886836915112,0.035936806206702095,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.030677774164148863,0.026268171810475027,0.03225853487073709,0.02839789432397226,0.027084569205641406,0.028979827646065843,0.035936806206702095,0.029827630145657594,0 days 00:00:02.940048
16,0.5,0.024448835115464463,0.027183487951952873,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027183487951952873,0.021860855990384658,0.024395611593442522,0.02090547274280986,0.022215377315465534,0.02689007549268459,0.02656273285006609,0.025076670628708966,0 days 00:00:01.189682
17,0.5,0.01740658293512153,0.01946148265129604,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.01946148265129604,0.015861164425175354,0.016932445707524158,0.014726237017690305,0.016615662427845575,0.018497858682392506,0.01782029783457585,0.017606791736716736,0 days 00:00:03.362321
18,0.5,0.023834735472424186,0.026672438276173712,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.026672438276173712,0.021159723014145194,0.023633261517097357,0.0204121469480599,0.021604914437333294,0.026486686151113218,0.0259920496075983,0.0240524538228678,0 days 00:00:01.921024
19,0.5,0.03048112278183435,0.0365962433380405,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03076398717953788,0.02658862669641898,0.032785486957815385,0.02887064174186987,0.027419816802283337,0.02903546270225735,0.0365962433380405,0.02998729900231637,0 days 00:00:00.398996
20,0.5,0.03154389988690824,0.03818177863227419,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.031501529423967445,0.027443474588391602,0.03419926732463476,0.030097143287896568,0.02836496147078964,0.0295690029865047,0.03818177863227419,0.031026275230428394,0 days 00:00:01.265487
21,0.5,0.023063509387166774,0.025796403067274702,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025796403067274702,0.020831130151844585,0.02270772645574071,0.020049658818196453,0.021081704896896408,0.02548163526127024,0.024802651052441716,0.023627223304147033,0 days 00:00:07.192821
22,0.5,0.023009791035103894,0.02581543237420264,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025749057053072868,0.020677910519438732,0.022643237439880774,0.019761100732967458,0.02100825797717142,0.02581543237420264,0.024740658353637996,0.02336466200722079,0 days 00:00:05.553377
23,0.5,0.03153095004448359,0.03823230620705733,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03130070074994689,0.02745159098025985,0.0343146678772738,0.03016860447070577,0.028372230200885147,0.02943972956284862,0.03823230620705733,0.03085949753152801,0 days 00:00:03.759527
24,0.5,0.021367216053603814,0.02394065320563701,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02394065320563701,0.019246745361305575,0.02087826180899417,0.018163767139097294,0.01976699797534931,0.023606692860956097,0.02276218490834149,0.021582224754055683,0 days 00:00:02.141646
25,0.5,0.031104014819014432,0.03738082902497654,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.031128743556609766,0.027110205227415734,0.03369426305176164,0.029884422194609725,0.027999222739956326,0.029366648309594845,0.03738082902497654,0.030609619026460696,0 days 00:00:01.095693
26,0.5,0.023219703069508647,0.026140464906862566,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025880375653985394,0.02073340875257141,0.022942758363239245,0.02016811227455794,0.021152573294163892,0.026140464906862566,0.025046484162381335,0.024110148256250706,0 days 00:00:00.980403
27,0.5,0.018620637196438257,0.020791395443883042,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.020791395443883042,0.017487961138655986,0.017773956109922877,0.014909993843632957,0.01783207788700242,0.020128240195361292,0.01912513608171552,0.018932481697080075,0 days 00:00:01.441479
28,0.5,0.022130929237842996,0.02477926569397761,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02477926569397761,0.01998454332914938,0.021596426283106325,0.019336511018419485,0.02045502373553611,0.024603572788117638,0.023476076671165604,0.022786581856405645,0 days 00:00:01.462300
29,0.5,0.03136325104695091,0.037980864055344545,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03117582849053812,0.027324500198261683,0.03408744966775266,0.02998069621124695,0.0282304164366005,0.029351928776281393,0.037980864055344545,0.030685781462912273,0 days 00:00:01.025292
30,0.5,0.022625492460467488,0.025337070636951946,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025337070636951946,0.020229165572602056,0.022261973352655864,0.019436756216989926,0.020771557051118234,0.025091171986486152,0.024246421867640592,0.02303973953172998,0 days 00:00:00.430967
31,0.5,0.02245677653857227,0.025138528299801628,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025138528299801628,0.020231918025060004,0.021990284323238667,0.019174422977174782,0.020625847939917383,0.02508673388938736,0.02401933923978275,0.02340137651773319,0 days 00:00:00.619483
32,0.5,0.024395725269538617,0.027175297407688058,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027175297407688058,0.02165057363351855,0.024275396504007705,0.021432307981643518,0.022108353686424106,0.02689491192362991,0.02664268298161609,0.025143530690485735,0 days 00:00:02.629736
33,0.5,0.021303724893585434,0.023873410578187076,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.023873410578187076,0.01916004995271427,0.020857690776288965,0.01826669423228446,0.01969515160742993,0.023422401900548333,0.0226516390443742,0.022199169516429685,0 days 00:00:00.655262
34,0.5,0.02362534218251183,0.0264716826946045,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.0264716826946045,0.02120471319695272,0.02327434722848744,0.020477913898433946,0.021543256485343693,0.026303303174504678,0.025468468121032473,0.023787468870669033,0 days 00:00:01.630733
35,0.5,0.02278903034571991,0.025511795737944615,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025511795737944615,0.020506950080505265,0.022357913610035023,0.019633931471974352,0.020868073578515365,0.025405036652327507,0.0244984927393412,0.023202181787559964,0 days 00:00:00.549020
36,0.5,0.022227202041072765,0.024944496827188477,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.024944496827188477,0.019897031371661898,0.021871241224040775,0.0190145519677844,0.020400478443624435,0.024764766972599127,0.02369050190064775,0.022789613135713163,0 days 00:00:03.348027
37,0.5,0.023859202534615397,0.02661870042393828,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02661870042393828,0.021406161256201005,0.02358030859317869,0.020865462934162447,0.021740804652761386,0.026091601647523357,0.0259795437676229,0.024117135583793272,0 days 00:00:01.041228
38,0.5,0.031794593146108927,0.03863823592991979,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03160749284214536,0.02761172292972815,0.03462308837634607,0.03038987901955173,0.028549912420124605,0.029657740032131542,0.03863823592991979,0.03122300546592194,0 days 00:00:08.749883
39,0.5,0.03144431258814861,0.037970126120846236,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03145422791070728,0.02733454513415228,0.034110601068036754,0.03000534816332704,0.02826632192455162,0.029525008988681472,0.037970126120846236,0.030948438144378962,0 days 00:00:01.956207
40,0.5,0.030234915781059482,0.03627904512038756,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.03034384540247,0.026469754390642825,0.03254749386557377,0.028723397261362013,0.02727568245985416,0.02879553886889015,0.03627904512038756,0.029519581635448235,0 days 00:00:02.066752
41,0.5,0.023157554653686793,0.02601905523464453,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02601905523464453,0.02075574617883426,0.022771188487388218,0.01998967296323566,0.021162635217583044,0.025758967450577566,0.02486099020338407,0.02342116565981433,0 days 00:00:00.667718
42,0.5,0.028286950150579866,0.03318935717168849,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.029102387572813845,0.024706761934656655,0.030196826932628602,0.02648012877172267,0.025376565762559422,0.028154198600543304,0.03318935717168849,0.02771906194875258,0 days 00:00:03.838883
43,0.5,0.022503221694294934,0.02524104066238747,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02524104066238747,0.020352150719276912,0.022052231158997977,0.01939399393026448,0.020657757760761692,0.025035047579850242,0.02400024643540401,0.02300868884193861,0 days 00:00:01.276077
44,0.5,0.022409413097386085,0.025121568986074396,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025121568986074396,0.020300620152856653,0.02196779684415089,0.01933590949271507,0.020585948352145004,0.02486835475231466,0.023879675931511413,0.02293352297258477,0 days 00:00:00.789490
45,0.5,0.02522593580277884,0.028072692516465634,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027635040153936984,0.022468488349373424,0.02531693836819073,0.022593582999120416,0.022928188531965665,0.02685908311788824,0.028072692516465634,0.025436894166276924,0 days 00:00:02.689257
46,0.5,0.024950826353946944,0.027789924114024856,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02747817231176642,0.02197822506059575,0.02513573329533796,0.022003472899009797,0.02248480985719371,0.027075133037709725,0.027789924114024856,0.025608663971491682,0 days 00:00:00.928424
47,0.5,0.029413735519958052,0.03483983909716481,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.030233296421718944,0.025605177159003473,0.0313346030404282,0.027585064600708094,0.02640983064224322,0.02875004959937793,0.03483983909716481,0.029292472484767063,0 days 00:00:01.908396
48,0.5,0.023995964015231557,0.02690882375104645,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02690882375104645,0.021471561569993452,0.023675534038402248,0.02079977778011038,0.021844879791461744,0.02658654963789437,0.02597104311571923,0.02400497923712148,0 days 00:00:00.334841
49,0.5,0.028233807302324762,0.03292230963189849,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.029543013317358285,0.02473915095935784,0.02958319321221946,0.02614025114245718,0.025454622020296594,0.028173221968647525,0.03292230963189849,0.028122169044856433,0 days 00:00:07.850755
50,0.5,0.015423068389865426,0.01751531504725476,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.01751531504725476,0.014331467668614149,0.014483161115167913,0.011718698416782662,0.015126937973302671,0.01625259054684837,0.015454875163657452,0.014705256661614331,0 days 00:00:01.100163
51,0.5,0.023890665664652873,0.026774083709118806,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.026774083709118806,0.021417048765634304,0.02354489173899129,0.020765962018320226,0.021770921686721286,0.02648666932463621,0.025825406899281842,0.023994880257832776,0 days 00:00:01.654876
52,0.5,0.029564493761812274,0.03524261455777293,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02986124977834683,0.02597308696914711,0.03161546288072078,0.02798771091131212,0.026712270666127823,0.028506498392895114,0.03524261455777293,0.028815508771766963,0 days 00:00:03.722514
53,0.5,0.02386326974687162,0.026656532728963983,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.026656532728963983,0.021360686194109687,0.023595705880347005,0.020644978594241113,0.02172287445911805,0.0266457962974396,0.025804165607361287,0.023938159158013034,0 days 00:00:01.962963
54,0.5,0.02598052050914203,0.029137653497467896,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.028171433901185598,0.023182640888048556,0.026240945341107123,0.023453052577280177,0.023648060430858642,0.02725389799062965,0.029137653497467896,0.025958810812660833,0 days 00:00:05.845797
55,0.5,0.025563415664544897,0.028021235955327246,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027885132487627137,0.022892794852636192,0.026175317401618173,0.02295342712672072,0.023053455209910433,0.02757367020917277,0.028021235955327246,0.025424325865672292,0 days 00:00:00.665148
56,0.5,0.0210306927308931,0.023548981819429715,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.023548981819429715,0.019229458353946117,0.020375809278304763,0.017741406920176356,0.01951569409310915,0.023245863524745856,0.022340247776166975,0.021923368301940565,0 days 00:00:02.560696
57,0.5,0.01655228199603195,0.018730855102018062,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.018730855102018062,0.015078789233307539,0.015727315071062228,0.013915077222251673,0.015955837083747103,0.01743907463988076,0.016947806651343607,0.01654678644156319,0 days 00:00:02.170914
58,0.5,0.03144720921565915,0.03810674206661519,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.031238298131496568,0.027388170368872984,0.034201235930093124,0.030074757602454063,0.02830144791632019,0.029395763416935526,0.03810674206661519,0.030772560716632674,0 days 00:00:04.999100
59,0.5,0.021733218832079314,0.02435609250032456,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02435609250032456,0.019700742668963857,0.021222500713402277,0.018735989659852837,0.020068639880385722,0.024145745143436776,0.02305195167144151,0.022210783095788018,0 days 00:00:00.562433
60,0.5,0.02765437802023492,0.03194759234820173,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.029210985417129624,0.024374404310596065,0.028633084896929544,0.02550114740480099,0.025025527537293077,0.027922396614924863,0.03194759234820173,0.02766808085844679,0 days 00:00:05.784479
61,0.5,0.01736198102633297,0.01954698064656731,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.01954698064656731,0.015786641211423227,0.01665599899546108,0.014748368149052251,0.016605273086226426,0.0185005602131553,0.017825498814600077,0.017944315471876887,0 days 00:00:00.766458
62,0.5,0.032135280337711694,0.03920498388768043,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.031708638576551366,0.027874238117644667,0.03521392090178696,0.030851195232566086,0.028835838541967928,0.029758250545198803,0.03920498388768043,0.03141990971901452,0 days 00:00:00.377380
63,0.5,0.024215542081069293,0.026891726655550896,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.026891726655550896,0.021551200002024273,0.02422078207278057,0.02087346581997857,0.021924174339803256,0.02675920915894872,0.026424182373719962,0.024821240108633385,0 days 00:00:06.232304
64,0.5,0.02154153168998296,0.02414185702190676,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02414185702190676,0.01955949905698464,0.0210332816765719,0.018338428756926293,0.01990624838196192,0.023888330800041265,0.022857773323451326,0.02193764416917827,0 days 00:00:04.504060
65,0.5,0.021737226067087594,0.024353393748327276,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.024353393748327276,0.019610995169590487,0.021281900441920947,0.018636628869062134,0.020042499635634394,0.023890960293885214,0.023207394127680893,0.022581731855496636,0 days 00:00:00.596098
66,0.5,0.02489849249634506,0.02746009911865745,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.0274104528642669,0.02228216715369611,0.024843373189892,0.022233225244800436,0.022706699807547793,0.026676797583837505,0.02746009911865745,0.02489169000854707,0 days 00:00:08.957424
67,0.5,0.022547903396727853,0.025239526474948433,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025239526474948433,0.02039039390958492,0.022150714255589597,0.019426597228755744,0.020685317850311132,0.025006149098292674,0.024103498202047328,0.0230614716846501,0 days 00:00:01.182896
68,0.5,0.01757294449724689,0.019773877022700823,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.019773877022700823,0.016024159668761785,0.016790837938292832,0.014260587400861582,0.016843709438824087,0.018953863275739204,0.01806843839251329,0.01786196451264489,0 days 00:00:01.069126
69,0.5,0.026520312873667268,0.03008002334436369,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.028490565899631868,0.023471752497236435,0.02709497791757001,0.02411230347670579,0.024064797958980266,0.027413599205616566,0.03008002334436369,0.026599048790520705,0 days 00:00:03.946615
70,0.5,0.013476359213240786,0.01538834026835457,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.01538834026835457,0.012312338245580918,0.012632585747337636,0.010645884165625917,0.013346271678025412,0.014059360610245156,0.013207900028779295,0.013786571128440478,0 days 00:00:00.588371
71,0.5,0.029457136172150063,0.03481418636673446,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.030333302602350367,0.025795996540875596,0.031175452635020397,0.02759787551104346,0.026569235249380912,0.028697261275595964,0.03481418636673446,0.029271510626132088,0 days 00:00:00.734723
72,0.5,0.029980057371255402,0.03588719222524428,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.030158949152294126,0.026279728669589556,0.0321952728654462,0.028444653221056604,0.02706082667167017,0.028682626140092215,0.03588719222524428,0.02925423632143668,0 days 00:00:03.340799
73,0.5,0.0204160017719053,0.02291145071305708,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02291145071305708,0.01839876300111557,0.019857667603530017,0.017378507746071237,0.018957852965475076,0.022430899192362064,0.021678145977559248,0.021276057815731185,0 days 00:00:05.303719
74,0.5,0.024887942562429943,0.027537462282350975,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027372563983790756,0.022232477653353237,0.02486655925830148,0.022186072949961874,0.02265186457620982,0.026702220814240337,0.027537462282350975,0.0250129120660163,0 days 00:00:04.065968
75,0.5,0.028415568009981896,0.03350239229301248,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.029106868910382867,0.024779222275137618,0.030478908987684218,0.026554228645330358,0.025432256582729428,0.028201226466884676,0.03350239229301248,0.027795329512965244,0 days 00:00:04.388900
76,0.5,0.02293005465424056,0.02569062998081781,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02569062998081781,0.020375199573766132,0.02265601952911775,0.019335956593337224,0.020912743971822842,0.025642459330220444,0.024721855539617643,0.02376691414064407,0 days 00:00:04.339068
77,0.5,0.02274549610055442,0.02545858207168828,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02545858207168828,0.020277930572475792,0.022426026049465777,0.019444755747377335,0.020795606497229998,0.02541827868236904,0.024439549683702034,0.023666324312058774,0 days 00:00:02.634579
78,0.5,0.030470795019978656,0.03645027685566659,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.030911493136304452,0.02655108303529022,0.032709094661713456,0.02877746190347966,0.02740642936317996,0.029122750819986328,0.03645027685566659,0.03007745598229905,0 days 00:00:01.015344
