number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators
0,0 days 00:00:07.279736,0.044881942295273654,9,97.8711442578071,278
1,0 days 00:00:00.744531,0.0055740226855394,3,1317.9630432958695,48
2,0 days 00:00:00.656531,0.002058033847462503,5,1822.433693818727,33
3,0 days 00:00:01.142461,0.08386126184313343,2,100.9207576091959,180
4,0 days 00:00:00.957949,0.01565788905728257,8,2.471768209031234,23
5,0 days 00:00:04.570207,0.009656423972972348,7,1233.9753561666816,342
6,0 days 00:00:03.285502,0.0020747997452016794,2,3604.993838770572,479
7,0 days 00:00:01.471699,0.13451137040410974,6,403.1926187760737,71
8,0 days 00:00:02.105424,0.034435453936156636,8,73.00378404486749,81
9,0 days 00:00:00.697230,0.07957547437556395,6,1616.5553094466654,31
10,0 days 00:00:01.695012,0.15692429117069065,7,32.05449325859397,57
11,0 days 00:00:00.467033,0.003143296228157865,6,4337.743182470488,24
12,0 days 00:00:01.851604,0.4288546256136464,2,5226.17257006497,384
13,0 days 00:00:02.287551,0.007758276367630639,5,1.4903773809829985,121
14,0 days 00:00:00.738103,0.07971579871079584,7,250.56664120055248,25
15,0 days 00:00:02.940048,0.2895958345023709,8,1.0642808503928907,145
16,0 days 00:00:01.189682,0.0020891714262348164,4,1.8721424755772682,68
17,0 days 00:00:03.362321,0.019514652123788997,9,13.835786127307852,149
18,0 days 00:00:01.921024,0.04693677393984165,9,4227.890567805862,251
19,0 days 00:00:00.398996,0.00209993311673711,4,8472.644142432442,29
20,0 days 00:00:01.265487,0.003627966489293088,6,483.84453620736883,57
21,0 days 00:00:07.192821,0.01332923723768907,7,8.257988273685458,362
22,0 days 00:00:05.553377,0.07306870571515603,5,575.5258573783456,485
23,0 days 00:00:03.759527,0.04884774309128168,4,280.92862158076656,384
24,0 days 00:00:02.141646,0.08681094667958061,2,4.3174862479451726,409
25,0 days 00:00:01.095693,0.0025810079504070774,3,342.69129746685263,81
26,0 days 00:00:00.980403,0.0011670399195754155,4,3.3676588460461745,75
27,0 days 00:00:01.441479,0.16255555174154912,6,102.38545238343995,112
28,0 days 00:00:01.462300,0.42044012777188877,7,5.131308965085558,79
29,0 days 00:00:01.025292,0.40435594153362076,3,1539.815669890144,120
30,0 days 00:00:00.430967,0.004850189400671539,2,1128.8756397446439,23
31,0 days 00:00:00.619483,0.003330972421512772,3,6356.812479949504,57
32,0 days 00:00:02.629736,0.04523277626722501,3,29.36200939488329,408
33,0 days 00:00:00.655262,0.27159420093768627,5,24.66239058305154,35
34,0 days 00:00:01.630733,0.01712065464468041,3,2068.8440857906808,218
35,0 days 00:00:00.549020,0.002562189678989808,2,249.24079188315292,51
36,0 days 00:00:03.348027,0.0350033907292297,7,8.64661806376166,126
37,0 days 00:00:01.041228,0.20167247094421606,3,19.623625886044213,133
38,0 days 00:00:08.749883,0.1219726372772911,9,81.41163339817318,460
39,0 days 00:00:01.956207,0.034182313653143136,9,5.223859381652112,55
40,0 days 00:00:02.066752,0.03367777030305817,4,52.22112716636051,166
41,0 days 00:00:00.667718,0.0924713393174727,3,2.18320930457612,58
42,0 days 00:00:03.838883,0.39106425759431473,5,6.124659000573544,308
43,0 days 00:00:01.276077,0.0019603312986857697,7,468.97276741382814,45
44,0 days 00:00:00.789490,0.0010926559462357478,3,5.335581108255142,67
45,0 days 00:00:02.689257,0.0035037455738001957,6,431.01375270697554,124
46,0 days 00:00:00.928424,0.012283877649092665,6,9744.702303633057,105
47,0 days 00:00:01.908396,0.016516619302184423,7,1882.8427083810363,115
48,0 days 00:00:00.334841,0.013961117151314283,2,46.93761701272253,20
49,0 days 00:00:07.850755,0.003819353601921074,6,19.605538338223752,330
50,0 days 00:00:01.100163,0.026932904779694327,9,45.01926244966636,40
51,0 days 00:00:01.654876,0.02149981151412913,4,638.8832718224057,148
52,0 days 00:00:03.722514,0.31261418104348637,8,42.95320719152609,192
53,0 days 00:00:01.962963,0.01921055517018375,3,28.376513909527382,210
54,0 days 00:00:05.845797,0.02670910401772499,6,7.205702811543375,368
55,0 days 00:00:00.665148,0.009946583311528317,7,887.8630343133673,30
56,0 days 00:00:02.560696,0.11192958450113427,7,2.1327006641650996,110
57,0 days 00:00:02.170914,0.04944184608519509,8,8244.328339989313,341
58,0 days 00:00:04.999100,0.03545921554752393,8,61.88816135007606,248
59,0 days 00:00:00.562433,0.008019440538990235,2,57.26998912826442,49
60,0 days 00:00:05.784479,0.1367158874580612,6,2.80903815317073,327
61,0 days 00:00:00.766458,0.016059731098722305,4,332.0915077370275,66
62,0 days 00:00:00.377380,0.2841024301631713,2,5.703989158660056,27
63,0 days 00:00:06.232304,0.2274814141294532,9,1.1210575991447795,388
64,0 days 00:00:04.504060,0.022359312334521073,8,7.921913116422591,188
65,0 days 00:00:00.596098,0.0015731947908193282,2,7.821263047689843,77
66,0 days 00:00:08.957424,0.21154014566920468,9,14.109706368460229,489
67,0 days 00:00:01.182896,0.17137037300557534,5,15.40668253736456,66
68,0 days 00:00:01.069126,0.01453537711941312,9,1.346114237270782,34
69,0 days 00:00:03.946615,0.0019379106772907985,7,3.6910466373087623,137
70,0 days 00:00:00.588371,0.0017807935805823037,8,8249.003301243687,40
71,0 days 00:00:00.734723,0.11166929059162113,8,2631.593133411866,53
72,0 days 00:00:03.340799,0.19600811872318588,5,122.37434614014082,282
73,0 days 00:00:05.303719,0.04495327362408028,8,5.408357577399383,260
74,0 days 00:00:04.065968,0.08236717748536267,8,1842.5399335617851,379
75,0 days 00:00:04.388900,0.09210847997080769,6,1418.1140241743694,315
76,0 days 00:00:04.339068,0.016503339739338974,4,3.6685789717621713,319
77,0 days 00:00:02.634579,0.011621244750045969,8,21.552803484658224,106
78,0 days 00:00:01.015344,0.02085186978724225,8,153.74941113534697,34
79,0 days 00:00:00.372278,0.012787571263151764,2,539.4052740116402,25
80,0 days 00:00:05.074928,0.03999069954119014,9,148.81885946033495,247
81,0 days 00:00:02.332577,0.22133824553299222,9,184.68937506709878,104
82,0 days 00:00:01.084923,0.007379182607324256,9,8982.160073188956,159
83,0 days 00:00:05.819583,0.4518102496611873,8,629.2352608222919,364
84,0 days 00:00:11.369072,0.002639629376714195,8,131.75378067377486,377
85,0 days 00:00:00.888098,0.005909833769097601,6,324.98271444999995,29
86,0 days 00:00:07.293978,0.009216029622836632,6,25.81664235111321,292
87,0 days 00:00:01.057719,0.02249874111128528,5,6.1746478980271835,34
88,0 days 00:00:02.038625,0.0041062462161896695,3,6.36950235012164,234
89,0 days 00:00:00.444326,0.00272923060312207,3,1.9177178691971126,33
90,0 days 00:00:00.527840,0.02448541448073717,2,1074.2212336194505,62
91,0 days 00:00:05.449237,0.04110206215662977,7,354.45882037223765,311
92,0 days 00:00:01.243335,0.018791318162712446,3,20.161495302850014,139
93,0 days 00:00:00.497241,0.001440208238942154,3,1357.4842616151082,31
94,0 days 00:00:01.999313,0.01858466712011798,9,267.282566254769,71
95,0 days 00:00:00.298459,0.007648925172039657,6,9967.77841685286,28
96,0 days 00:00:01.057235,0.05244208265138727,6,44.15008124912506,57
97,0 days 00:00:02.542734,0.1268435640966312,9,6500.751405902037,345
98,0 days 00:00:03.269944,0.08402169059353388,9,6474.15990306013,497
99,0 days 00:00:00.470495,0.002367213141580852,3,3165.127628838836,41
100,0 days 00:00:05.928464,0.2118278198682107,5,50.31354537109134,477
101,0 days 00:00:02.248626,0.4017509185996701,5,1.2258708330685446,140
102,0 days 00:00:05.384944,0.017216192533284023,9,6.763151901326006,226
103,0 days 00:00:00.727321,0.0012554234621468315,3,44.85911269351402,64
104,0 days 00:00:00.532959,0.00660848682898315,4,28.80561860849653,22
105,0 days 00:00:00.687800,0.1616606669846914,4,1348.5225187557485,55
106,0 days 00:00:02.893033,0.014297054491727638,4,2.3850182863586626,273
107,0 days 00:00:04.622389,0.10235196220002492,9,9.021525014002915,289
108,0 days 00:00:00.674170,0.30360763472125896,3,1.3011668454246952,66
109,0 days 00:00:06.504719,0.005374013027398873,8,263.05369453878006,226
110,0 days 00:00:02.286234,0.002269522705339018,9,9034.96823161378,390
111,0 days 00:00:02.999063,0.0030367796363514007,2,185.44609168396718,491
112,0 days 00:00:02.411001,0.07529302165624288,7,2853.4372330619312,230
113,0 days 00:00:08.098859,0.0040733820633515345,7,78.22030486343776,365
114,0 days 00:00:00.538486,0.12061343899204606,3,1150.194319461809,54
115,0 days 00:00:01.093050,0.325210980243706,3,13.90760711234473,129
116,0 days 00:00:02.659263,0.4066141817538344,3,5881.0100260631425,425
117,0 days 00:00:01.968367,0.2784495049335953,2,15.651743003213012,320
118,0 days 00:00:00.722733,0.367367025678151,5,2330.482116983429,52
119,0 days 00:00:03.787338,0.00436779627239803,3,955.384494167777,375
120,0 days 00:00:01.270705,0.09431034493374761,3,55.34788056682215,134
121,0 days 00:00:01.767116,0.0013058756989093804,5,4399.45632747127,185
122,0 days 00:00:00.630275,0.14741556150946947,4,4014.3497306057743,51
123,0 days 00:00:07.998138,0.0011116093910361884,5,3.171950699939071,445
124,0 days 00:00:00.484876,0.006327706936676891,7,4777.448391595815,36
125,0 days 00:00:01.174596,0.11390549649052002,6,8445.334673358906,187
126,0 days 00:00:02.477741,0.014917230614923794,9,57.82949471821375,94
127,0 days 00:00:02.150100,0.003073812557541329,5,1.65357339682593,96
128,0 days 00:00:01.246002,0.00345483558927482,9,52.314732887699535,51
129,0 days 00:00:00.426767,0.08393529851580986,8,5700.9760329917435,37
130,0 days 00:00:00.347046,0.17058199936537471,2,1673.910527585068,38
131,0 days 00:00:01.844050,0.008202652716049919,9,170.55233814367247,56
132,0 days 00:00:04.041897,0.18581463635418202,9,238.41938744513897,178
133,0 days 00:00:00.605665,0.029181240917391594,5,199.1301714950308,23
134,0 days 00:00:02.455670,0.009005767169506095,2,969.8300800003958,445
135,0 days 00:00:00.583900,0.012803476294593334,7,7490.2806222933805,57
136,0 days 00:00:01.093063,0.003304617466372284,3,222.91043980383088,111
