number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:19.496790,0.010005618401300315,0.05542252381050616,0.014096675490461206,0.2632143406091136,148,26,42.47755522393146
1,0 days 00:00:30.843095,0.11638469550263845,0.018613263319053386,0.015527893872900727,0.050229661956157905,275,56,0.1402502421449271
2,0 days 00:00:15.678388,0.019073355823602492,0.08983705087172453,18.889138975062732,0.005536787191261102,65,50,0.452872441760431
3,0 days 00:00:19.641113,0.10039828419550725,0.3241667932274728,0.030086152983884378,0.36749396231161674,215,18,0.1632841523365706
4,0 days 00:00:30.532586,0.43399827567798976,0.03453783161753511,0.24166595134399665,0.06885370548879677,253,9,0.40925454915409565
5,0 days 00:00:15.991362,0.03830465147446034,0.061080667366833076,0.00175120461308165,0.3537571786375924,116,63,0.020547199328558897
6,0 days 00:00:10.051572,0.44624509210512464,0.02056355644513753,285.6904702042452,0.34292812706129217,24,58,377.81188820017525
7,0 days 00:00:12.231878,0.08191386476089385,0.053803962231443375,0.2409970924242366,0.008370639519280012,46,36,1.041839930732005
8,0 days 00:00:07.953865,0.029133415927599462,0.11194764004079628,2.48695460640831,0.006841312877615799,20,49,0.6968832224633212
9,0 days 00:00:29.558712,0.029080703495794065,0.1988553453312059,0.005144283107516334,0.012311766256776373,358,52,0.7388610521229341
