number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:03.477326,0.0973638209959684,0.029902409995919213,0.0038847202794578847,0.02137818213282271,41,3,104.15259852187931
1,0 days 00:00:36.637213,0.008269570810614843,0.03278593172723826,3.2056373688754705,0.03238650711746744,53,41,0.3891325879923462
2,0 days 00:00:17.335353,0.16321631688137014,0.45419908252879376,6.904024360631401,0.1977932968087132,220,53,343.2216505020051
3,0 days 00:00:21.631740,0.046933339551509023,0.03620802068948663,4.208640679387456,0.19422856273395378,108,59,0.06882263193555095
4,0 days 00:00:09.169549,0.03174833800647312,0.10788297348873493,39.80967379010129,0.030212347593374843,62,28,0.007491848903809216
5,0 days 00:00:24.893414,0.006185881372624715,0.025000474255840024,0.0031397698600480048,0.019774215099988945,55,27,0.017961885357232713
6,0 days 00:00:22.332888,0.01453016173892557,0.11216429495257164,1.461142148447839,0.40704758083078807,247,48,10.008873410708865
7,0 days 00:01:16.143201,0.06818901644675261,0.010118935461307293,0.3993784086497387,0.01434589889243884,298,8,0.11714662562439643
8,0 days 00:00:32.909505,0.3283399003596616,0.41454551846281795,0.05001007228002439,0.028528924610605265,40,54,0.003064016747328804
9,0 days 00:00:03.371144,0.02128584373190378,0.38116504802685247,266.07340093999767,0.008588673403470875,26,12,0.007130616182700124
10,0 days 00:00:20.284222,0.034921498606618556,0.1486636628177355,0.027655197579635707,0.38149662251465827,202,49,541.4447304396981
11,0 days 00:00:28.118968,0.03331679431401439,0.12391992713146233,0.060262748516438105,0.36481923138292816,204,44,0.029650177427859272
12,0 days 00:00:44.112525,0.21376005428941822,0.012084696131485715,10.355377461919606,0.24771121667304655,41,54,0.019431571500746286
13,0 days 00:00:16.698707,0.016503937326731197,0.2376109987385065,18.83462226390517,0.032283888340378375,74,39,0.2650386151283958
14,0 days 00:00:46.230999,0.007561525247377059,0.030446347410907,0.0399220583399008,0.037551377533134464,179,36,0.08656034314630386
15,0 days 00:01:36.614798,0.01770496601960243,0.013309600253823092,1.3256656302521803,0.0072512992588612225,335,48,70.32361970957906
16,0 days 00:00:14.543251,0.1450556997145616,0.032357510536141686,0.003134582605237044,0.4513055707519069,30,44,10.732951244675476
17,0 days 00:00:34.317173,0.0513810284710881,0.015082993924212243,21.58188156564155,0.12420064575760933,248,44,336.8747735043061
18,0 days 00:00:12.036470,0.059623060313021045,0.0176281335182875,9.243989795833082,0.17239699195508906,67,11,23.91602950381826
19,0 days 00:00:31.551097,0.02783002183220014,0.13886316177634825,0.03977605083157605,0.0173477990044265,171,45,10.804295520985846
20,0 days 00:02:42.528043,0.4747681974154233,0.05692068716504521,30.083768707376638,0.07447473645877141,176,51,8.03886357488849
21,0 days 00:00:05.698838,0.006331196685133519,0.011467263345797434,889.8279411864953,0.2036249679485555,51,17,0.0010216725776106903
22,0 days 00:00:17.954756,0.29391543507183815,0.12755932616133933,2.2532404675981272,0.07350338225313027,31,33,32.94926181054505
23,0 days 00:00:32.129049,0.07756958218871145,0.0519925536945437,430.2193822672947,0.1159790869446966,396,58,4.295133775482595
24,0 days 00:00:12.688656,0.18414302235622934,0.07409938121530321,81.80731701737578,0.007010650415885299,38,11,0.0013261083240500785
25,0 days 00:00:31.393969,0.031371652247677455,0.0798451682883336,299.4557576172517,0.03447602608585508,360,32,3.1495247569409033
26,0 days 00:00:45.546425,0.16968996948176626,0.0815151443373055,1.4768299761739447,0.12345979460544271,469,3,242.44797308504081
27,0 days 00:00:54.671648,0.011237049222742185,0.03410272844896081,0.00225413070060397,0.09382116016500197,171,43,1.0087800823914979
28,0 days 00:00:13.762154,0.14496491130373307,0.020726471118006292,709.7175885225355,0.006939269449167392,51,51,268.97536194552544
29,0 days 00:00:19.844219,0.3004865321460047,0.1507729051204464,0.01036200285476496,0.024209835065287497,80,7,0.06387384917142282
30,0 days 00:01:43.446179,0.04624863135547651,0.04285676948284681,0.08917897961403569,0.03211120966354643,231,60,6.079583074950151
31,0 days 00:00:10.722125,0.009115615075038391,0.20240589094063632,0.0157917436489427,0.044317196942440656,23,28,0.34317066626863285
32,0 days 00:04:38.270722,0.005193594749551492,0.012748465113421302,0.017194068090756923,0.019917144054525257,478,29,0.004431994252624968
33,0 days 00:00:37.490201,0.008555639157546561,0.4613314745458166,149.59329219246402,0.05391913639524875,364,59,0.3321907824712611
34,0 days 00:00:16.348233,0.01725515130895369,0.08420258046383922,110.40721156337663,0.20075826086172954,107,29,0.16884747753235863
35,0 days 00:00:15.756162,0.4568630203075141,0.04727992635477883,7.340805933747855,0.01621254809582905,23,16,0.23716350111228168
36,0 days 00:00:22.557108,0.03502297113878194,0.10234459832597011,0.036229369030044936,0.22841006903763064,173,26,9.803299247649306
37,0 days 00:00:13.513794,0.027677410662236984,0.23727705232373192,401.1180948140526,0.21954805951026948,83,21,0.008802144736707054
38,0 days 00:00:28.028815,0.011983838468726969,0.04335970922027053,0.2605517329102654,0.36640489831911105,273,4,2.8553457621729255
39,0 days 00:00:08.759584,0.30269854124959367,0.09146347850437879,0.01109958480644624,0.035985482545856484,20,10,0.00827551836559442
40,0 days 00:00:17.149677,0.4530870366965669,0.2958453845633174,12.489067533668415,0.01973685105118667,26,20,43.9123985311384
41,0 days 00:00:12.922556,0.47663435770587875,0.47276402657249333,32.68645600889236,0.19245276297576136,83,19,0.0262673235964239
42,0 days 00:00:36.926761,0.05184042188326492,0.17812423009650682,0.9585562064068877,0.009295644977432986,319,18,0.01376579469734762
43,0 days 00:00:24.969681,0.10438752281666293,0.2861707065631956,0.7833716637251465,0.033785537728885706,197,24,0.062247576957830224
44,0 days 00:00:10.086150,0.013191129088716827,0.1445027253676569,29.534052707143804,0.22370784681579878,74,30,370.88306213138975
45,0 days 00:00:41.106057,0.01901366340259718,0.02524530552510051,107.41511082969593,0.15449459207792948,374,30,0.029204896081895818
46,0 days 00:00:30.512166,0.018447560064243803,0.2874483320831119,0.09846993334631779,0.0268249285580914,225,37,69.80293775416371
47,0 days 00:01:04.229392,0.006403856286234427,0.058930812620896625,0.05399772885165338,0.007293843366110056,388,5,952.9193006402456
48,0 days 00:00:59.710062,0.17963352335881372,0.2086817986083872,0.20725050407021045,0.031536667430330956,414,23,0.0014937371380641944
49,0 days 00:03:15.685115,0.43895730928117616,0.33543086035369424,0.0015067467799415885,0.04202551776808991,249,47,1.6427194708991737
50,0 days 00:05:44.992601,0.43428902826123195,0.05635486816075776,63.49304283847524,0.09042925466123494,485,36,0.08447888425157085
