number,duration,params_C,params_a,params_b,params_gamma,params_max_iter,params_n_estimators
0,0 days 00:06:07.420770,5.007682696705291,0.7610441628276067,0.921325186509285,0.7167528923480181,10,15
1,0 days 00:16:18.748947,0.0003815913708109826,0.6981554356267661,0.7641537279124299,0.4000092113786753,10,41
2,0 days 00:16:36.918020,0.1194302829728585,0.46031539677775757,0.16710148757193832,0.9011816499384754,10,43
3,0 days 00:12:16.169594,0.0016221281470965017,0.8944303298252135,0.2733374234573974,0.21113501441977223,10,32
4,0 days 00:09:14.612015,3.030842874397175,0.8360720794712899,0.7237745324532022,0.21804451730903374,10,24
5,0 days 00:04:44.753046,0.0001239176199380812,0.8775201318066659,0.020609980901069226,0.14099485943981904,10,11
6,0 days 00:04:31.121722,0.00039981491121873677,0.5503832001765228,0.943705687861607,0.7696439620551858,10,11
7,0 days 00:13:29.988825,0.031511207075255586,0.7359207477139061,0.851626948854053,0.4473529352281358,10,35
8,0 days 00:04:17.948367,0.004901610537298217,0.3230109499915642,0.6863367504248519,0.5334699789235905,10,10
9,0 days 00:17:15.767356,683.3268391893502,0.3262737959385787,0.5311294114802794,0.1620807517691124,10,45
10,0 days 00:17:02.495583,2677.0646093157275,0.3492041996466485,0.8603997873038007,0.47439353150474484,10,44
11,0 days 00:07:13.350843,2661.636415532271,0.144713263761529,0.07517832612501368,0.3633753718805727,10,18
12,0 days 00:07:14.837810,0.004142269846087205,0.59288741386092,0.3652624780916293,0.8498991145028495,10,18
13,0 days 00:18:27.486314,34.39871062810514,0.14144705286445236,0.6508641279264962,0.5727974709262847,10,47
14,0 days 00:07:00.323025,0.00012392644678873202,0.57687844160437,0.7942827880078522,0.5251926811752794,10,17
15,0 days 00:10:22.518423,0.5582062180873557,0.2331604023929775,0.177876425325308,0.7265151451107906,10,26
16,0 days 00:10:12.646674,0.10760039690591655,0.49396399084403264,0.03461583865791554,0.02836189365252273,10,26
17,0 days 00:04:08.983821,1939.7180841055417,0.9768641729652665,0.5137824265760654,0.8363045071563446,10,10
18,0 days 00:08:16.607870,423.99294972238135,0.7465617536448902,0.8927370563508744,0.48457169247951637,10,21
19,0 days 00:09:43.445303,0.00010245411451975622,0.9227616445189931,0.9786663525287372,0.9814231229096911,10,24
20,0 days 00:13:12.842015,0.0935103634371634,0.36552396657443964,0.9406872435839869,0.656241000173903,10,34
21,0 days 00:07:41.231478,3389.056983547073,0.17005223596659125,0.8701154809432438,0.8049516418816628,10,19
22,0 days 00:07:38.326427,3.278294980039461,0.39322814875483203,0.27774169191627784,0.5820201968203075,10,19
23,0 days 00:08:39.385503,0.42550662666575423,0.5476348154908968,0.16738322805210099,0.7595699429761932,10,22
24,0 days 00:07:45.354800,163.47047662504602,0.3134893031471947,0.7452681557952275,0.4604341797110709,10,20
25,0 days 00:06:05.451357,0.08153839145772027,0.31595316033530296,0.46938007335155674,0.6668016864426448,10,15
26,0 days 00:10:18.239279,21.27822161957079,0.5797616969082133,0.6361716696249721,0.013279015206193456,10,26
27,0 days 00:15:54.198449,0.00014447897176180142,0.792417362392218,0.10332621526393941,0.1030539800056014,10,41
28,0 days 00:07:36.927589,109.54884994384737,0.563876278202017,0.7279742033971967,0.8152903052539943,10,19
29,0 days 00:05:50.492769,4.03106490788091,0.48668924352985865,0.45585780736938253,0.8713903805200514,10,14
30,0 days 00:07:55.525969,16.404768530257783,0.9742127075703267,0.37535943100953495,0.18779568611500397,10,20
31,0 days 00:05:35.399962,0.0002770868991945442,0.20774864050139685,0.03720600961732654,0.3976812845000872,10,14
32,0 days 00:05:04.926261,11.456420969265885,0.7198577923702036,0.015060788474227656,0.003484759556110828,10,12
33,0 days 00:10:06.785782,0.000283037987013815,0.920842292296833,0.4945851328012077,0.763543954340503,10,25
34,0 days 00:10:48.325664,18.300707221571905,0.8237635241952636,0.7804070565263421,0.2492016851899187,10,28
35,0 days 00:09:59.784705,0.0004618942836733461,0.4901386337360586,0.1890370636279675,0.8347275200755669,10,25
36,0 days 00:06:32.236655,40.47946109887371,0.8048796317726006,0.7870683977378756,0.167298507746657,10,16
37,0 days 00:05:18.254480,1.5118058528070306,0.4896672063901766,0.08781669249238863,0.2384490671538657,10,13
38,0 days 00:18:43.740310,2.3525536455138343,0.41382729046102185,0.4639629845503243,0.03866712250565951,10,49
39,0 days 00:11:17.043057,0.5002134841353241,0.33102877556034527,0.6646227900456861,0.9740725149870312,10,29
40,0 days 00:04:33.422135,0.05551201500381292,0.7633943095365732,0.11468359169167898,0.8557669495048951,10,11
41,0 days 00:04:59.977698,0.13657719984950534,0.3205243577118212,0.8357316611003296,0.03730351868776338,10,12
42,0 days 00:11:28.389757,0.0001938187623365017,0.11881656111083137,0.29644471479078477,0.44470265311883117,10,29
43,0 days 00:09:15.229335,0.08902064796914134,0.9123024732040986,0.7655789361849769,0.3164958757868803,10,24
44,0 days 00:07:44.941158,6650.628261914818,0.18826063912903196,0.30407972755023244,0.7497974331373735,10,19
