,acc,bal_acc,roc,eq_loss,eod,spd,min_tpr,max_tpr,mean_tpr
0,0.72,0.7238095238095238,0.8195238095238094,-0.09104095007926705,0.011098779134295134,0.01904761904761909,0.7058823529411765,0.7169811320754716,0.7114317425083241
1,0.6,0.6476190476190476,0.746904761904762,-0.04495489811698972,-0.030000000000000027,0.04963235294117646,0.52,0.55,0.535
2,0.72,0.6857142857142857,0.7128571428571429,0.02042342748000514,0.040000000000000036,-0.06825619448340348,0.76,0.8,0.78
3,0.63,0.6499999999999999,0.7366666666666667,-0.46687591886434754,-0.2202797202797202,-0.2707979626485569,0.46153846153846156,0.6818181818181818,0.5716783216783217
4,0.75,0.7452380952380953,0.8214285714285715,0.0711575562562925,0.02777777777777779,-0.07458143074581425,0.75,0.7777777777777778,0.7638888888888888
5,0.64,0.6952380952380952,0.7457142857142858,-0.23396758191239753,0.21590909090909088,0.22651222651222652,0.4090909090909091,0.625,0.5170454545454546
6,0.7,0.6523809523809524,0.7223809523809523,-0.44038318682127087,0.25,0.17255717255717262,0.7,0.95,0.825
7,0.7,0.6904761904761905,0.7776190476190475,-0.06284373582769315,0.28846153846153844,0.2638254693049214,0.5,0.7884615384615384,0.6442307692307692
8,0.74,0.680952380952381,0.7980952380952381,-0.06438513777164345,-0.030000000000000027,-0.03179055633473582,0.82,0.85,0.835
9,0.73,0.7023809523809523,0.8014285714285715,0.08506963297610903,-0.24,-0.19401589527816743,0.6,0.84,0.72
