number,duration,params_C,params_Kmin,params_alpha,params_n_iterations
0,0 days 00:00:13.124471,0.935160841148738,26,0.43530326160000954,60
1,0 days 00:01:07.523248,95.43664599657247,46,0.8055096918331273,435
2,0 days 00:00:02.316678,0.0014566886532110042,30,0.25816016737451086,31
3,0 days 00:00:12.073885,206.07779411946476,39,0.8772990014788492,60
4,0 days 00:01:03.216156,412.27574717143705,12,0.4149305342226278,375
5,0 days 00:00:10.410145,11.82994240571391,41,0.5570752863380716,46
6,0 days 00:01:03.308075,13.053569022874271,32,0.6625684025310038,392
7,0 days 00:00:07.996739,0.976477094022911,16,0.3798949036983018,30
8,0 days 00:00:18.629778,48.114163559902856,11,0.7232229880004324,107
9,0 days 00:00:11.162588,0.0009828462356075178,15,0.13202830294627327,148
10,0 days 00:00:13.508603,0.0009343802449558363,47,0.23172874220512424,181
11,0 days 00:00:17.721624,0.09578622797737654,21,0.30088005513616034,95
12,0 days 00:00:07.314838,0.021366440049828166,35,0.14772470219845282,41
13,0 days 00:00:55.822237,2.3461523036063983,15,0.7025113341607667,344
14,0 days 00:00:13.406399,0.11294463800592201,34,0.4303263169187185,69
15,0 days 00:00:04.163935,0.004048937796546724,36,0.7046961117005963,30
16,0 days 00:00:01.498754,0.0016016574100678432,39,0.40441869280344456,12
17,0 days 00:00:48.101663,2.702102307544633,43,0.6972529001486918,305
18,0 days 00:00:09.246337,0.0003811572746748896,49,0.3561888311485836,140
19,0 days 00:00:05.112648,2264.3963251965915,40,0.5384621216414697,21
20,0 days 00:00:30.805561,1.9697867595880973,39,0.7547084769744313,182
21,0 days 00:00:01.847479,0.0012164906022433175,22,0.16520337481513991,21
22,0 days 00:00:09.797842,141.7278372429182,49,0.21166714565386358,33
23,0 days 00:00:19.536991,2555.250067116368,24,0.7533956354823377,117
24,0 days 00:00:02.583705,0.0016595485196241443,12,0.4881702172829506,27
25,0 days 00:00:41.163378,2045.452352783058,11,0.16876339418637346,220
26,0 days 00:00:10.674849,2705.534711054965,36,0.42253250747071947,49
27,0 days 00:00:02.369529,0.00026997701038099567,49,0.7299078205006166,30
28,0 days 00:00:21.279919,0.27764383845428675,27,0.7844438045163072,128
29,0 days 00:00:01.480914,0.0005590130042204625,26,0.39016625302863983,17
30,0 days 00:00:12.732566,37.93024361338147,21,0.6030350057406363,72
31,0 days 00:00:09.859739,0.0017364960587755534,17,0.237789613262549,116
32,0 days 00:00:22.606937,0.013707980653502807,49,0.5823105964541292,134
33,0 days 00:00:08.217836,11.969400926247754,18,0.8361820105021284,47
34,0 days 00:00:57.074784,2226.9827818370404,43,0.5507502221213308,363
35,0 days 00:00:35.243322,0.0021303979583680325,39,0.39661051741798736,413
36,0 days 00:00:29.562293,0.20053506327273574,15,0.1310316817271282,153
37,0 days 00:00:02.768156,0.007219115448214735,32,0.595650293221392,13
38,0 days 00:00:06.701235,0.24632372931034027,35,0.36187720745270435,26
39,0 days 00:00:59.683520,13.329426720089268,13,0.25331268203922286,332
40,0 days 00:00:40.763836,1.9152271008930375,27,0.35377188599621845,236
41,0 days 00:00:51.234259,59.731182128646665,31,0.5833425027973489,321
42,0 days 00:00:05.601411,23.009784172288793,10,0.6268292298101261,25
43,0 days 00:00:08.227298,0.017099480472095658,17,0.2973532079762331,47
44,0 days 00:00:03.475401,0.09121348228715923,24,0.6804318280574775,13
45,0 days 00:00:24.278049,0.5700494214340954,10,0.6974676094925386,141
46,0 days 00:00:22.228021,386.9475556800419,35,0.24096765776125909,106
47,0 days 00:00:17.406998,8.07780391518781,29,0.10482143592820839,50
48,0 days 00:00:17.868627,0.06564320680564496,19,0.7964727868447341,100
49,0 days 00:00:21.392571,0.00028597942695887066,42,0.32135168013053117,311
50,0 days 00:00:07.641512,0.16767756678596038,27,0.20913669001661433,28
51,0 days 00:00:14.758595,0.9045059148756125,31,0.10983111360269887,43
52,0 days 00:00:27.671429,0.10657829041869624,21,0.28803481763734934,154
53,0 days 00:00:08.433928,2.79129218902986,34,0.7284574974141206,41
54,0 days 00:00:07.107355,126.05088682170538,41,0.8752343432888383,33
55,0 days 00:00:04.602029,9285.497277690967,47,0.5084336586184303,15
56,0 days 00:00:05.964312,255.96167254942026,25,0.6014344218619099,26
57,0 days 00:00:17.138580,6599.682549024488,20,0.5554895249266034,103
58,0 days 00:00:03.070683,0.0019392067430253495,39,0.598576635456875,28
59,0 days 00:00:01.279732,0.0005496298305728915,20,0.3128244993259307,13
60,0 days 00:00:25.633854,4356.753773807421,11,0.4400524856970103,138
61,0 days 00:00:25.218272,5899.054368809509,22,0.8856845861634952,163
62,0 days 00:00:07.166279,717.709182054813,46,0.10925886509657917,21
63,0 days 00:00:08.930860,0.02266094177460376,49,0.6455705930328477,51
64,0 days 00:00:46.016797,3.010361647405949,16,0.7758031103444774,278
65,0 days 00:00:59.293946,2.4257760754218523,34,0.37323528497317293,322
66,0 days 00:00:14.312840,5646.750826161003,20,0.5931792978440432,83
67,0 days 00:01:06.158662,2.803591515974393,39,0.6258706508977006,412
68,0 days 00:00:17.083430,2342.8389835937282,32,0.3700556157997402,85
69,0 days 00:00:14.880753,2269.3632052932226,29,0.10290894710649515,42
70,0 days 00:00:04.378841,0.0015950811753953746,28,0.7217566913058538,53
71,0 days 00:00:11.652371,1.3493826025763576,15,0.7331122985949966,67
72,0 days 00:00:03.739377,0.4696709984869096,30,0.5088871653240725,10
73,0 days 00:00:07.330777,5.48436112263524,25,0.7443373573544578,37
74,0 days 00:00:44.590056,3149.7984414435805,37,0.839617711317368,279
75,0 days 00:00:18.945485,6346.540086574364,14,0.5759242325073108,104
76,0 days 00:00:24.790750,0.28452088677706827,37,0.882928098730332,148
77,0 days 00:00:04.894067,0.23491670627236255,39,0.30036363920561665,16
78,0 days 00:00:06.842053,94.49953123847841,11,0.3267528252953629,22
79,0 days 00:00:26.971287,0.0032489787256483756,38,0.44907689732274136,248
80,0 days 00:00:16.322464,2.0594468264435655,24,0.7471031317171064,86
81,0 days 00:00:06.598196,49.58368698818872,41,0.2779404192923888,17
82,0 days 00:00:01.659437,0.00016567906517812156,34,0.7981380594378952,23
83,0 days 00:00:04.490205,0.0010478208856788398,28,0.3197780155924573,54
84,0 days 00:00:30.918367,409.48367486033743,13,0.26730578154109497,164
85,0 days 00:00:10.073673,0.0004389280583728038,18,0.26797695487743556,141
86,0 days 00:00:08.993725,1.2248110842333002,24,0.7038417528648478,42
87,0 days 00:00:52.652578,0.25448478708213634,10,0.7090590150066455,315
88,0 days 00:00:05.021855,0.0003066072957869314,25,0.20518525723174738,67
89,0 days 00:00:33.920606,7350.465132962579,12,0.2896366950788356,183
90,0 days 00:00:10.289340,32.12208703234189,44,0.8343757538088158,55
91,0 days 00:01:18.231295,25.96140867457103,46,0.4092498274538032,462
92,0 days 00:00:17.360038,396.7868123520152,11,0.8359740339175908,103
93,0 days 00:00:26.959644,214.01544762761054,41,0.6414067371301472,168
94,0 days 00:00:15.072413,78.3784751372658,22,0.494706067110501,78
95,0 days 00:00:01.047469,0.0001265339472135082,11,0.26784767627090533,12
96,0 days 00:00:01.837248,0.0002061103515301248,48,0.7081313870376611,27
97,0 days 00:00:02.951953,0.00510425457397678,45,0.7559838695895811,16
98,0 days 00:00:03.095978,0.0033679518327531196,45,0.3536347353638527,27
99,0 days 00:00:14.447382,0.0006974378609825928,30,0.25984062713739553,203
100,0 days 00:01:17.242771,6465.996988836098,16,0.3005486939782183,449
101,0 days 00:00:04.442337,26.483210412174028,18,0.6723725765540104,14
102,0 days 00:00:12.164675,2.765098197119399,12,0.6265356801381173,69
103,0 days 00:00:04.103621,1516.0125679686396,29,0.48489363618325665,10
104,0 days 00:00:19.920435,0.01789070609796649,29,0.6961967637720521,120
105,0 days 00:00:06.345734,0.018591640496564168,47,0.2831147418069726,32
106,0 days 00:00:05.079394,12.095014714425853,35,0.10891557977399123,15
107,0 days 00:00:04.642602,120.39659630175632,40,0.2840904662339606,15
108,0 days 00:00:37.670939,7.997560183562135,48,0.758642355047823,224
109,0 days 00:00:08.573581,0.006357126643232673,19,0.5884189330767213,53
110,0 days 00:00:06.615586,1434.8731118576363,45,0.38849006933186125,27
111,0 days 00:00:03.789549,3090.0345171837916,19,0.21739244712957495,10
112,0 days 00:00:09.332592,454.7759297025164,24,0.2548192768391937,34
113,0 days 00:00:58.536695,0.026396993871470893,28,0.7515670104536364,350
114,0 days 00:00:22.402013,80.90831521317331,26,0.13737787635828103,94
115,0 days 00:00:40.760970,0.003302352593268325,44,0.14649370771092515,357
116,0 days 00:00:26.524023,0.00036897976064041526,17,0.5875240872805544,407
117,0 days 00:00:42.976071,0.060545884673432776,33,0.3235247487433861,242
118,0 days 00:00:04.575252,67.59168869951843,32,0.6096050004492196,15
119,0 days 00:00:43.201309,0.04337388300614187,27,0.6963408864166956,266
120,0 days 00:00:06.136176,0.032558655872605126,11,0.2275490925962692,30
121,0 days 00:00:06.523336,0.06251692326218232,35,0.3849837456454238,33
