number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:01.703544,0.05123090434910557,2,308
1,0 days 00:00:04.052619,0.11161872520674153,6,256
2,0 days 00:00:04.425809,0.22350195128499772,4,540
3,0 days 00:00:04.639663,0.02107763690851919,5,294
4,0 days 00:00:08.132708,0.08839769940059201,5,691
5,0 days 00:00:02.000043,0.1750043848397773,2,351
6,0 days 00:00:03.745054,0.015403824415809921,5,204
7,0 days 00:00:04.454182,0.17808051634184915,2,955
8,0 days 00:00:06.213178,0.04796038105106651,6,384
9,0 days 00:00:01.966252,0.052116629939381424,3,259
10,0 days 00:00:02.408298,0.010986211667678691,3,335
11,0 days 00:00:01.665372,0.03183439600998932,2,336
12,0 days 00:00:05.841020,0.028687119346146518,3,793
13,0 days 00:00:10.202091,0.0853647479342619,5,858
14,0 days 00:00:01.634597,0.012212370960718059,2,293
15,0 days 00:00:02.821125,0.01114499125887511,4,265
16,0 days 00:00:01.689427,0.06560680184875003,2,313
17,0 days 00:00:02.234006,0.022236711295065263,2,367
18,0 days 00:00:03.990741,0.02173800736687695,4,330
19,0 days 00:00:01.501240,0.08235851685010509,2,261
20,0 days 00:00:03.813459,0.03518513018267144,4,438
21,0 days 00:00:02.585262,0.48105186391121907,4,311
22,0 days 00:00:01.275883,0.04565684734778116,2,212
23,0 days 00:00:04.019482,0.10902716776229919,2,922
24,0 days 00:00:03.392183,0.29735804405838845,6,212
25,0 days 00:00:03.702297,0.10245432673759622,6,250
26,0 days 00:00:03.512355,0.014445871676828311,6,203
27,0 days 00:00:09.895377,0.17940262157120584,6,697
28,0 days 00:00:02.135229,0.08220956633770227,3,324
29,0 days 00:00:06.086432,0.34575251312606675,6,375
30,0 days 00:00:04.257233,0.010682798660841252,6,218
31,0 days 00:00:03.581963,0.015342466591530459,3,546
32,0 days 00:00:12.858108,0.01995678286812531,6,940
33,0 days 00:00:02.094529,0.027364463926569473,3,324
34,0 days 00:00:05.560136,0.2532489524166685,3,896
35,0 days 00:00:01.359792,0.024652724504330228,2,266
36,0 days 00:00:07.328351,0.018881945572778846,5,516
37,0 days 00:00:11.230418,0.03503702058437946,6,616
38,0 days 00:00:03.950061,0.017924160162346506,4,385
39,0 days 00:00:03.251261,0.03293822887114482,2,686
40,0 days 00:00:05.900956,0.06164900747507825,6,370
41,0 days 00:00:02.574057,0.033916324019817756,2,573
42,0 days 00:00:03.177995,0.05937930269857535,5,267
43,0 days 00:00:01.335234,0.05084099199344665,2,333
44,0 days 00:00:02.608146,0.09592724673964255,2,534
45,0 days 00:00:01.743935,0.031441276590032034,3,226
46,0 days 00:00:02.042583,0.37018848272855076,2,353
47,0 days 00:00:06.072915,0.06961925354100731,4,733
48,0 days 00:00:06.645810,0.011238567176133293,6,385
49,0 days 00:00:05.774277,0.0377092149082793,4,681
50,0 days 00:00:01.615458,0.016505044828090336,3,214
51,0 days 00:00:03.195272,0.14985499279690795,4,382
52,0 days 00:00:01.880552,0.0806692725912545,3,257
53,0 days 00:00:02.535857,0.14292508251004274,2,517
54,0 days 00:00:04.837097,0.044485144912258585,6,289
55,0 days 00:00:02.470188,0.387372740185369,2,546
56,0 days 00:00:04.310211,0.1036984122901041,2,955
57,0 days 00:00:03.856067,0.14267129110500398,5,362
58,0 days 00:00:09.430601,0.3207365247890251,5,712
59,0 days 00:00:04.660460,0.013669757031227955,3,563
60,0 days 00:00:02.897846,0.22247592144582898,5,236
61,0 days 00:00:01.094613,0.23259387975143708,2,227
62,0 days 00:00:01.701941,0.21684395473253207,3,254
63,0 days 00:00:08.945486,0.24910125436245947,5,739
64,0 days 00:00:01.686583,0.49187636773861515,3,265
65,0 days 00:00:02.816019,0.32264570492784517,3,393
66,0 days 00:00:09.167769,0.014385917486860472,5,677
67,0 days 00:00:05.278825,0.21039313362952153,6,388
68,0 days 00:00:02.295970,0.317824383172111,3,330
