number,duration,params_learning_rate,params_max_depth,params_n_estimators
69,0 days 00:00:04.316186,0.03294805759729105,5,301
70,0 days 00:00:05.336424,0.014002287694524445,3,729
71,0 days 00:00:09.974190,0.039203024564317825,5,792
72,0 days 00:00:02.115023,0.05621514850933818,3,301
73,0 days 00:00:03.117732,0.022881011101001204,3,452
74,0 days 00:00:05.081822,0.1111677077760162,3,778
75,0 days 00:00:07.513737,0.03086917448579076,5,584
76,0 days 00:00:06.174990,0.020532073594337515,4,691
77,0 days 00:00:11.971611,0.014108275911223218,5,940
78,0 days 00:00:07.524093,0.011769393452068982,3,980
79,0 days 00:00:02.169535,0.17834339099415142,4,273
80,0 days 00:00:05.079154,0.13395819194918412,3,905
81,0 days 00:00:03.900215,0.1525048864446531,5,346
82,0 days 00:00:03.262990,0.1679225880189385,5,259
83,0 days 00:00:04.843356,0.07319824410637017,3,781
84,0 days 00:00:01.353163,0.06956975204751242,2,285
85,0 days 00:00:01.865587,0.02247832422647284,3,252
86,0 days 00:00:07.475239,0.2459066623151859,6,543
87,0 days 00:00:02.061589,0.31071765196495676,3,278
88,0 days 00:00:04.728988,0.04109963234536263,5,405
89,0 days 00:00:07.067644,0.010078177737632027,4,777
90,0 days 00:00:07.356923,0.014514303422700516,5,471
91,0 days 00:00:04.067388,0.11625282944453673,5,351
92,0 days 00:00:04.432431,0.01061386074802768,6,259
93,0 days 00:00:06.736836,0.03395268049017006,6,626
94,0 days 00:00:01.534251,0.18025236173632683,2,317
95,0 days 00:00:03.955959,0.02325462653736596,6,209
96,0 days 00:00:03.203053,0.1533380628044672,5,236
97,0 days 00:00:03.681024,0.3453406140237548,4,601
98,0 days 00:00:03.573091,0.043825616626217534,6,312
99,0 days 00:00:02.258801,0.04247627572283966,2,508
