number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:01.760530,0.05123090434910557,2,308
1,0 days 00:00:04.238221,0.11161872520674153,6,256
2,0 days 00:00:04.858202,0.22350195128499772,4,540
3,0 days 00:00:04.220387,0.02107763690851919,5,294
4,0 days 00:00:08.265022,0.08839769940059201,5,691
5,0 days 00:00:01.950655,0.1750043848397773,2,351
6,0 days 00:00:03.435168,0.015403824415809921,5,204
7,0 days 00:00:04.399864,0.17808051634184915,2,955
8,0 days 00:00:06.346515,0.04796038105106651,6,384
9,0 days 00:00:01.778303,0.052116629939381424,3,259
10,0 days 00:00:02.473811,0.010986211667678691,3,335
11,0 days 00:00:02.002142,0.03183439600998932,2,336
12,0 days 00:00:05.024030,0.028687119346146518,3,793
13,0 days 00:00:10.281663,0.0853647479342619,5,858
14,0 days 00:00:01.419284,0.012212370960718059,2,293
15,0 days 00:00:02.626235,0.01114499125887511,4,265
16,0 days 00:00:01.750787,0.06560680184875003,2,313
17,0 days 00:00:01.712970,0.022236711295065263,2,367
18,0 days 00:00:03.605426,0.02173800736687695,4,330
19,0 days 00:00:01.353767,0.08235851685010509,2,261
20,0 days 00:00:03.842057,0.03518513018267144,4,438
21,0 days 00:00:02.786495,0.48105186391121907,4,311
22,0 days 00:00:01.393462,0.04565684734778116,2,212
23,0 days 00:00:04.247843,0.10902716776229919,2,922
24,0 days 00:00:03.190468,0.29735804405838845,6,212
25,0 days 00:00:03.474324,0.10245432673759622,6,250
26,0 days 00:00:03.213042,0.014445871676828311,6,203
27,0 days 00:00:10.626370,0.17940262157120584,6,697
28,0 days 00:00:02.236434,0.08220956633770227,3,324
29,0 days 00:00:05.827402,0.34575251312606675,6,375
30,0 days 00:00:04.049325,0.010682798660841252,6,218
31,0 days 00:00:03.536179,0.015342466591530459,3,546
32,0 days 00:00:13.286512,0.01995678286812531,6,940
33,0 days 00:00:02.207920,0.027364463926569473,3,324
34,0 days 00:00:05.204170,0.2532489524166685,3,896
35,0 days 00:00:01.521006,0.024652724504330228,2,266
36,0 days 00:00:06.934887,0.018881945572778846,5,516
37,0 days 00:00:09.267047,0.03503702058437946,6,616
38,0 days 00:00:04.361981,0.017924160162346506,4,385
39,0 days 00:00:03.812995,0.03293822887114482,2,686
40,0 days 00:00:05.262183,0.06164900747507825,6,370
41,0 days 00:00:02.534341,0.033916324019817756,2,573
42,0 days 00:00:03.078197,0.05937930269857535,5,267
43,0 days 00:00:01.683376,0.05084099199344665,2,333
44,0 days 00:00:02.653698,0.09592724673964255,2,534
45,0 days 00:00:01.678750,0.031441276590032034,3,226
46,0 days 00:00:01.955036,0.37018848272855076,2,353
47,0 days 00:00:06.653633,0.06961925354100731,4,733
48,0 days 00:00:07.085424,0.011238567176133293,6,385
49,0 days 00:00:05.997492,0.0377092149082793,4,681
50,0 days 00:00:01.370309,0.016505044828090336,3,214
51,0 days 00:00:03.729986,0.14985499279690795,4,382
52,0 days 00:00:01.859712,0.0806692725912545,3,257
53,0 days 00:00:02.632739,0.14292508251004274,2,517
54,0 days 00:00:06.464536,0.044485144912258585,6,289
55,0 days 00:00:02.721389,0.387372740185369,2,546
56,0 days 00:00:04.611913,0.1036984122901041,2,955
57,0 days 00:00:04.401393,0.14267129110500398,5,362
58,0 days 00:00:07.943035,0.3207365247890251,5,712
59,0 days 00:00:04.127503,0.013669757031227955,3,563
60,0 days 00:00:03.377790,0.22247592144582898,5,236
61,0 days 00:00:01.178898,0.23259387975143708,2,227
62,0 days 00:00:01.662317,0.21684395473253207,3,254
63,0 days 00:00:08.744350,0.24910125436245947,5,739
64,0 days 00:00:01.796759,0.49187636773861515,3,265
65,0 days 00:00:02.932717,0.32264570492784517,3,393
66,0 days 00:00:09.994387,0.014385917486860472,5,677
67,0 days 00:00:05.948218,0.21039313362952153,6,388
68,0 days 00:00:02.425696,0.317824383172111,3,330
69,0 days 00:00:04.483517,0.03294805759729105,5,301
70,0 days 00:00:04.618600,0.014002287694524445,3,729
71,0 days 00:00:09.389845,0.039203024564317825,5,792
72,0 days 00:00:02.155253,0.05621514850933818,3,301
73,0 days 00:00:02.974799,0.022881011101001204,3,452
74,0 days 00:00:04.552035,0.1111677077760162,3,778
