number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:01.657080,0.05123090434910557,2,308
1,0 days 00:00:04.538491,0.11161872520674153,6,256
2,0 days 00:00:04.834735,0.22350195128499772,4,540
3,0 days 00:00:05.058959,0.02107763690851919,5,294
4,0 days 00:00:08.641474,0.08839769940059201,5,691
5,0 days 00:00:01.773611,0.1750043848397773,2,351
6,0 days 00:00:03.358765,0.015403824415809921,5,204
7,0 days 00:00:03.889535,0.17808051634184915,2,955
8,0 days 00:00:07.202383,0.04796038105106651,6,384
9,0 days 00:00:02.041579,0.052116629939381424,3,259
10,0 days 00:00:02.088354,0.010986211667678691,3,335
11,0 days 00:00:01.780512,0.03183439600998932,2,336
12,0 days 00:00:05.291874,0.028687119346146518,3,793
13,0 days 00:00:10.654824,0.0853647479342619,5,858
14,0 days 00:00:01.621533,0.012212370960718059,2,293
15,0 days 00:00:03.067781,0.01114499125887511,4,265
16,0 days 00:00:01.685402,0.06560680184875003,2,313
17,0 days 00:00:01.887052,0.022236711295065263,2,367
18,0 days 00:00:03.969751,0.02173800736687695,4,330
19,0 days 00:00:01.288662,0.08235851685010509,2,261
20,0 days 00:00:05.705356,0.03518513018267144,4,438
21,0 days 00:00:03.615296,0.48105186391121907,4,311
22,0 days 00:00:01.183719,0.04565684734778116,2,212
23,0 days 00:00:03.926265,0.10902716776229919,2,922
24,0 days 00:00:04.231311,0.29735804405838845,6,212
25,0 days 00:00:04.388740,0.10245432673759622,6,250
26,0 days 00:00:04.724496,0.014445871676828311,6,203
27,0 days 00:00:10.675895,0.17940262157120584,6,697
28,0 days 00:00:02.027531,0.08220956633770227,3,324
29,0 days 00:00:05.952200,0.34575251312606675,6,375
30,0 days 00:00:03.698215,0.010682798660841252,6,218
31,0 days 00:00:03.730500,0.015342466591530459,3,546
32,0 days 00:00:14.930869,0.01995678286812531,6,940
33,0 days 00:00:02.502024,0.027364463926569473,3,324
34,0 days 00:00:05.042376,0.2532489524166685,3,896
35,0 days 00:00:01.289173,0.024652724504330228,2,266
36,0 days 00:00:06.672651,0.018881945572778846,5,516
37,0 days 00:00:09.398321,0.03503702058437946,6,616
38,0 days 00:00:04.376547,0.017924160162346506,4,385
39,0 days 00:00:03.339395,0.03293822887114482,2,686
40,0 days 00:00:06.507816,0.06164900747507825,6,370
41,0 days 00:00:02.626928,0.033916324019817756,2,573
42,0 days 00:00:02.653954,0.05937930269857535,5,267
43,0 days 00:00:01.702980,0.05084099199344665,2,333
44,0 days 00:00:02.594656,0.09592724673964255,2,534
