number,duration,params_learning_rate,params_max_depth,params_n_estimators
40,0 days 00:00:06.394634,0.06164900747507825,6,370
41,0 days 00:00:02.393359,0.033916324019817756,2,573
42,0 days 00:00:03.480961,0.05937930269857535,5,267
43,0 days 00:00:01.671979,0.05084099199344665,2,333
44,0 days 00:00:02.483039,0.09592724673964255,2,534
45,0 days 00:00:01.830833,0.031441276590032034,3,226
46,0 days 00:00:01.999193,0.37018848272855076,2,353
47,0 days 00:00:05.265628,0.06961925354100731,4,733
48,0 days 00:00:06.523038,0.011238567176133293,6,385
49,0 days 00:00:05.665884,0.0377092149082793,4,681
50,0 days 00:00:01.190940,0.016505044828090336,3,214
51,0 days 00:00:03.286431,0.14985499279690795,4,382
52,0 days 00:00:02.005077,0.0806692725912545,3,257
53,0 days 00:00:02.336104,0.14292508251004274,2,517
54,0 days 00:00:05.336736,0.044485144912258585,6,289
55,0 days 00:00:02.367491,0.387372740185369,2,546
56,0 days 00:00:04.082157,0.1036984122901041,2,955
57,0 days 00:00:04.429106,0.14267129110500398,5,362
58,0 days 00:00:07.773658,0.3207365247890251,5,712
59,0 days 00:00:03.878019,0.013669757031227955,3,563
60,0 days 00:00:02.848314,0.22247592144582898,5,236
61,0 days 00:00:01.216804,0.23259387975143708,2,227
62,0 days 00:00:01.625502,0.21684395473253207,3,254
63,0 days 00:00:09.626343,0.24910125436245947,5,739
64,0 days 00:00:01.984955,0.49187636773861515,3,265
65,0 days 00:00:01.953620,0.32264570492784517,3,393
66,0 days 00:00:09.188423,0.014385917486860472,5,677
67,0 days 00:00:05.498661,0.21039313362952153,6,388
68,0 days 00:00:02.160252,0.317824383172111,3,330
69,0 days 00:00:04.299863,0.03294805759729105,5,301
70,0 days 00:00:04.411050,0.014002287694524445,3,729
71,0 days 00:00:08.362429,0.039203024564317825,5,792
72,0 days 00:00:01.853597,0.05621514850933818,3,301
73,0 days 00:00:02.781341,0.022881011101001204,3,452
74,0 days 00:00:04.389372,0.1111677077760162,3,778
75,0 days 00:00:07.183224,0.03086917448579076,5,584
76,0 days 00:00:07.154711,0.020532073594337515,4,691
77,0 days 00:00:12.471301,0.014108275911223218,5,940
78,0 days 00:00:06.194591,0.011769393452068982,3,980
79,0 days 00:00:02.430575,0.17834339099415142,4,273
80,0 days 00:00:06.593188,0.13395819194918412,3,905
81,0 days 00:00:04.003948,0.1525048864446531,5,346
82,0 days 00:00:03.296199,0.1679225880189385,5,259
83,0 days 00:00:05.248552,0.07319824410637017,3,781
84,0 days 00:00:01.432607,0.06956975204751242,2,285
85,0 days 00:00:01.321817,0.02247832422647284,3,252
86,0 days 00:00:08.380352,0.2459066623151859,6,543
87,0 days 00:00:02.085010,0.31071765196495676,3,278
88,0 days 00:00:06.087039,0.04109963234536263,5,405
89,0 days 00:00:08.005924,0.010078177737632027,4,777
90,0 days 00:00:07.432154,0.014514303422700516,5,471
91,0 days 00:00:05.388654,0.11625282944453673,5,351
92,0 days 00:00:06.235826,0.01061386074802768,6,259
93,0 days 00:00:07.903243,0.03395268049017006,6,626
94,0 days 00:00:01.650212,0.18025236173632683,2,317
95,0 days 00:00:03.918013,0.02325462653736596,6,209
96,0 days 00:00:02.489514,0.1533380628044672,5,236
97,0 days 00:00:03.399038,0.3453406140237548,4,601
98,0 days 00:00:03.257575,0.043825616626217534,6,312
99,0 days 00:00:02.123069,0.04247627572283966,2,508
