number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:01.936311,0.05123090434910557,2,308
1,0 days 00:00:03.726292,0.11161872520674153,6,256
2,0 days 00:00:04.639215,0.22350195128499772,4,540
3,0 days 00:00:04.546408,0.02107763690851919,5,294
4,0 days 00:00:08.412366,0.08839769940059201,5,691
5,0 days 00:00:01.966670,0.1750043848397773,2,351
6,0 days 00:00:02.930863,0.015403824415809921,5,204
7,0 days 00:00:04.594522,0.17808051634184915,2,955
8,0 days 00:00:05.811581,0.04796038105106651,6,384
9,0 days 00:00:01.508520,0.052116629939381424,3,259
10,0 days 00:00:02.396562,0.010986211667678691,3,335
11,0 days 00:00:01.663990,0.03183439600998932,2,336
12,0 days 00:00:05.089241,0.028687119346146518,3,793
13,0 days 00:00:09.524314,0.0853647479342619,5,858
14,0 days 00:00:01.311709,0.012212370960718059,2,293
15,0 days 00:00:03.044646,0.01114499125887511,4,265
16,0 days 00:00:01.871044,0.06560680184875003,2,313
17,0 days 00:00:01.699377,0.022236711295065263,2,367
18,0 days 00:00:03.960131,0.02173800736687695,4,330
19,0 days 00:00:01.677727,0.08235851685010509,2,261
20,0 days 00:00:04.690004,0.03518513018267144,4,438
21,0 days 00:00:02.883434,0.48105186391121907,4,311
22,0 days 00:00:01.107084,0.04565684734778116,2,212
23,0 days 00:00:03.723516,0.10902716776229919,2,922
24,0 days 00:00:03.585322,0.29735804405838845,6,212
25,0 days 00:00:04.516999,0.10245432673759622,6,250
26,0 days 00:00:03.281864,0.014445871676828311,6,203
27,0 days 00:00:10.002136,0.17940262157120584,6,697
28,0 days 00:00:02.219273,0.08220956633770227,3,324
29,0 days 00:00:05.133215,0.34575251312606675,6,375
30,0 days 00:00:04.165371,0.010682798660841252,6,218
31,0 days 00:00:02.816234,0.015342466591530459,3,546
32,0 days 00:00:13.372887,0.01995678286812531,6,940
33,0 days 00:00:01.897290,0.027364463926569473,3,324
34,0 days 00:00:05.310800,0.2532489524166685,3,896
35,0 days 00:00:01.527725,0.024652724504330228,2,266
36,0 days 00:00:06.930499,0.018881945572778846,5,516
37,0 days 00:00:08.818970,0.03503702058437946,6,616
38,0 days 00:00:03.950247,0.017924160162346506,4,385
39,0 days 00:00:03.145567,0.03293822887114482,2,686
