,pr_0,tpr_0,bal_acc_0,roc_0,pr_1,tpr_1,bal_acc_1,roc_1,tpr,bal_acc,roc
0,0.5666666666666667,0.7647058823529411,0.7285067873303167,0.8235294117647058,0.6142857142857143,0.7547169811320755,0.7891231964483907,0.8879023307436182,0.7571428571428571,0.7619047619047619,0.8647619047619047
1,0.71875,0.8,0.6083333333333334,0.7125,0.8235294117647058,0.9,0.6444444444444445,0.7255555555555557,0.8714285714285714,0.6357142857142857,0.7247619047619048
2,0.4782608695652174,0.56,0.648421052631579,0.6594736842105263,0.5483870967741935,0.7,0.7136363636363636,0.7568181818181818,0.6,0.6666666666666666,0.6871428571428572
3,0.6129032258064516,0.7045454545454546,0.6578282828282829,0.7297979797979799,0.34210526315789475,0.4230769230769231,0.6282051282051282,0.7724358974358975,0.6,0.6499999999999999,0.7452380952380953
4,0.5753424657534246,0.7307692307692307,0.7701465201465201,0.826007326007326,0.4444444444444444,0.6111111111111112,0.75,0.8271604938271606,0.7,0.7666666666666666,0.8252380952380952
5,0.0,0.0,0.5,0.6833333333333333,0.0,0.0,0.5,0.7597222222222222,0.0,0.5,0.7188095238095238
6,0.5135135135135135,0.6,0.6333333333333333,0.6925,0.6153846153846154,0.7,0.6833333333333333,0.7916666666666667,0.6285714285714286,0.6476190476190475,0.7219047619047619
7,0.4074074074074074,0.4444444444444444,0.5555555555555556,0.7098765432098766,0.5205479452054794,0.6346153846153846,0.6982600732600732,0.7312271062271062,0.5857142857142857,0.6595238095238095,0.719047619047619
8,0.4838709677419355,0.55,0.5931818181818183,0.6022727272727273,0.463768115942029,0.54,0.638421052631579,0.7105263157894736,0.5428571428571428,0.6214285714285714,0.6757142857142857
9,0.6376811594202898,0.78,0.7584210526315789,0.783157894736842,0.6451612903225806,0.8,0.7181818181818183,0.8045454545454545,0.7857142857142857,0.7428571428571429,0.7930952380952381
