acc,bal_acc,roc,eq_loss,eod,spd,tpr_min,tpr_max,tpr_mean,pr_min,pr_max,pr_mean,bal_acc_min,bal_acc_max,bal_acc_mean
0.72,0.7142857142857142,0.8166666666666667,-0.3096864625256073,0.18534961154273033,0.19047619047619047,0.5882352941176471,0.7735849056603774,0.6809100998890123,0.4666666666666667,0.6571428571428571,0.5619047619047619,0.6402714932126696,0.739733629300777,0.6900025612567233
0.62,0.6428571428571428,0.7119047619047619,-0.12480789979554141,0.12,0.13786764705882348,0.5,0.62,0.56,0.40625,0.5441176470588235,0.47518382352941174,0.625,0.6433333333333333,0.6341666666666667
0.62,0.6714285714285715,0.6923809523809524,0.04516395292213593,0.010000000000000009,-0.02992052360916314,0.54,0.55,0.545,0.41935483870967744,0.4492753623188406,0.43431510051425903,0.6647368421052632,0.6840909090909091,0.6744138755980862
0.63,0.6404761904761904,0.728095238095238,-0.019657112908389673,-0.24300699300699302,-0.2606112054329372,0.46153846153846156,0.7045454545454546,0.5830419580419581,0.3684210526315789,0.6290322580645161,0.4987266553480475,0.6300505050505051,0.6474358974358975,0.6387432012432013
0.74,0.7,0.7919047619047619,0.1818874611921797,-0.02991452991452992,-0.06900050735667174,0.7777777777777778,0.8076923076923077,0.7927350427350428,0.6296296296296297,0.6986301369863014,0.6641298833079655,0.6895604395604396,0.7222222222222222,0.7058913308913308
0.61,0.6547619047619048,0.7495238095238095,-0.40095698048743467,0.12878787878787884,0.15658515658515654,0.45454545454545453,0.5833333333333334,0.5189393939393939,0.35135135135135137,0.5079365079365079,0.4296439296439296,0.6272727272727273,0.6583333333333333,0.6428030303030303
0.7,0.6904761904761905,0.7547619047619047,-0.16709312745703692,0.12,0.12474012474012475,0.68,0.8,0.74,0.5675675675675675,0.6923076923076923,0.6299376299376299,0.6733333333333333,0.7333333333333334,0.7033333333333334
0.62,0.6904761904761905,0.7233333333333334,-0.027264584958904714,0.16880341880341881,0.14205986808726534,0.3888888888888889,0.5576923076923077,0.4732905982905983,0.2962962962962963,0.4383561643835616,0.36732623033992895,0.6388888888888888,0.7074175824175823,0.6731532356532356
0.7,0.6428571428571428,0.7433333333333333,-0.06169748436131661,-0.020000000000000018,-0.014025245441795287,0.78,0.8,0.79,0.6956521739130435,0.7096774193548387,0.7026647966339411,0.6272727272727273,0.6531578947368422,0.6402153110047848
0.47,0.5452380952380952,0.5352380952380953,0.05490230188647072,0.06,-0.010752688172043001,0.34,0.4,0.37,0.3225806451612903,0.3333333333333333,0.3279569892473118,0.5121052631578947,0.6090909090909091,0.560598086124402
