number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:04.060088,0.14738453081815353,0.054685692066074286,6,30.385119075844766,0.08891767581761072,542
1,0 days 00:00:05.048847,0.10968975505493093,0.21202634898126269,3,0.022387007349396026,0.14187463238548656,840
2,0 days 00:00:04.494770,0.029134421606980425,0.21048004834695774,6,0.2802115607012069,0.447277836933092,701
3,0 days 00:00:03.431987,0.05311917161437633,0.020563376012205703,4,16.73453415754266,0.08809427802566026,416
4,0 days 00:00:02.218106,0.007494553570733394,0.04353536332554767,3,0.0013981990063758223,0.0073991498104513855,240
5,0 days 00:00:03.017875,0.022434537406040792,0.06361771219762251,4,0.002744816977658017,0.057923034998434215,404
6,0 days 00:00:05.367464,0.04171810055992247,0.48934905822694136,2,0.002807466808977583,0.028051739891310584,922
7,0 days 00:00:03.004519,0.47591015186512053,0.033082781943427786,2,13.434297668463524,0.024560863286869454,430
8,0 days 00:00:04.794856,0.11065710115504931,0.14759948563792918,5,0.04729036897293868,0.09205214207531222,734
9,0 days 00:00:06.556776,0.07010788204365943,0.013055134248113751,5,10.28228721496001,0.007639120741497592,433
10,0 days 00:00:03.547455,0.00644169502177117,0.02266952127632864,4,0.23778896315144052,0.022016482243443308,381
11,0 days 00:00:03.988525,0.01425313572632623,0.023688995895085736,5,0.08972541271647752,0.015778056220969425,232
12,0 days 00:00:04.304719,0.12363209696515805,0.017604991009802902,3,0.0023669718074803324,0.010884415432783005,582
13,0 days 00:00:03.933722,0.12189557720476515,0.018942114228116258,6,0.007911172888927037,0.03459072211541321,219
14,0 days 00:00:04.727692,0.1415739885611717,0.01098773087103382,4,0.02089015643793249,0.38386330185264406,638
15,0 days 00:00:01.498129,0.11170325264932104,0.24375109614190787,3,0.09309818555863289,0.011827810705199298,206
16,0 days 00:00:02.480973,0.10195439985114935,0.2080160977155812,6,21.571726596854056,0.005873226424630772,216
17,0 days 00:00:05.721385,0.023395993373992542,0.04692512821262628,2,14.098622052787857,0.3215378524107878,910
18,0 days 00:00:03.683760,0.017550835134715496,0.4541415261429416,4,61.231184740032745,0.3897718606298617,431
19,0 days 00:00:06.277713,0.012417095379720666,0.09433092395595015,2,17.745496044483442,0.01937638294137839,858
20,0 days 00:00:04.907087,0.03725543550408999,0.01947493278258777,3,2.2781306451226744,0.05898559837976268,659
21,0 days 00:00:03.577137,0.31539519902162466,0.08110388222375865,5,0.581850734373869,0.012565758075771625,311
22,0 days 00:00:01.940159,0.4092919331321022,0.11759268650891842,3,1.1263490920241637,0.017500509106826715,243
23,0 days 00:00:01.364037,0.2241031857600346,0.10931600857979465,2,0.0022277934989223735,0.11252395426593008,204
24,0 days 00:00:01.696819,0.23436286221080704,0.1899324445094609,3,35.91224374220986,0.04118201334719842,213
25,0 days 00:00:06.253216,0.07644557838716139,0.11911223125601154,6,66.94450594506566,0.00778280277043404,822
26,0 days 00:00:02.377685,0.006219736034154957,0.012966610839391086,3,10.694343490009082,0.019679205607737622,215
27,0 days 00:00:05.575294,0.013038136159251748,0.10113657616732145,6,0.007312019456086063,0.05530360860512393,779
28,0 days 00:00:05.921991,0.03028596586906898,0.037366910068800184,6,0.012536289082141041,0.03928716488738313,808
29,0 days 00:00:03.621424,0.4547611123162177,0.013400076985856029,3,0.005996800715937387,0.07595732908697712,478
30,0 days 00:00:02.422723,0.10614130039581879,0.12890278682861223,3,0.0091885886852974,0.3875681596411504,392
31,0 days 00:00:03.368357,0.26051810288581423,0.2402301098066149,2,9.633160562275211,0.013860797894282783,540
32,0 days 00:00:06.252834,0.011611113848270765,0.03194067706586067,3,4.479560310178208,0.031101481856649557,917
33,0 days 00:00:04.329643,0.09323385353157265,0.03996768280513112,3,0.597814082364626,0.20958990989411722,681
34,0 days 00:00:02.206866,0.013351621506642418,0.0709355684159607,4,8.092179373856577,0.05638488527700929,281
35,0 days 00:00:04.880297,0.028308341603832544,0.01106514744622181,4,0.042864854263075756,0.07113708849856717,568
36,0 days 00:00:05.806888,0.012446636246144017,0.022458045543462764,6,0.011535290494190432,0.08164186595635471,750
37,0 days 00:00:03.742076,0.07335840290654923,0.19420210546519165,4,6.515259769409933,0.010338872691814178,477
38,0 days 00:00:03.851209,0.20870453790950985,0.06174071316450658,3,20.882589515085225,0.10908130792807018,566
39,0 days 00:00:03.287624,0.24589364126633081,0.06973001101099183,4,0.09821064560105996,0.17630824502982587,546
40,0 days 00:00:06.323319,0.021715555935111916,0.018830873613342857,6,0.5490536150944068,0.028229255380595914,634
41,0 days 00:00:04.974618,0.011884637726687828,0.10326394837541598,6,0.15449920331476708,0.11221094009610437,784
