number,duration,params_fair_weight,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:00.659495,0.7685131928943929,0.2066537301527134,463.04811526571564,0.0024744964353204603,50,48,8.1125519057059
1,0 days 00:00:00.396500,0.13469990466457776,0.11914839745029934,0.15218547582839115,0.002572136864566724,24,54,0.5518878912633678
2,0 days 00:00:01.020686,0.015227664011383379,0.022430249207755108,95.96954803642835,0.012169626155678416,75,5,0.045061737021924356
3,0 days 00:00:09.874824,0.9570649726305223,0.20148593031445425,276.3067924742896,0.01086158318679766,496,39,0.2488216729426906
4,0 days 00:00:00.875903,0.7329203733928965,0.39644872169630957,507.65660003817385,0.019202459906799828,62,60,104.48622767904617
5,0 days 00:00:02.415318,0.13835708044645995,0.03676744393646779,2.1097892344944613,0.07293156928751,115,30,48.96277036607341
6,0 days 00:00:00.462534,0.018593464782585126,0.10512185136562024,26.937093085776148,0.004391930185839317,34,58,7.675068836700502
7,0 days 00:00:01.148452,0.01593342859691096,0.016178274020117213,891.5694844147257,0.0791370337686833,77,37,0.1940659944967365
8,0 days 00:00:09.132963,0.05346644299088029,0.11737970927646901,14.443001336607669,0.016392335115280033,408,10,204.78514907883456
9,0 days 00:00:01.409552,0.4350032303073051,0.05145354139848056,14.641112211366014,0.003416224230425621,80,40,5.602961534513372
10,0 days 00:00:08.176853,0.021680783268164194,0.016379042121455228,31.522152268277694,0.10456592823424574,361,38,0.2261560479057949
11,0 days 00:00:00.597763,0.11223755798280188,0.13634865903783983,0.013334915119836978,0.04192751091863875,31,18,0.3101930879411011
12,0 days 00:00:06.155315,0.6704512073020911,0.015854899875301066,859.2024708915008,0.0017355845523319986,284,20,22.253996268380018
13,0 days 00:00:00.651951,0.23415102593400186,0.014677815115241992,38.760359611117174,0.07622943713596939,23,28,0.4383607467500295
14,0 days 00:00:01.440798,0.6081861914285703,0.013837039153529783,262.64473108977097,0.10179419004135488,60,50,552.1871123732515
15,0 days 00:00:09.556279,0.5574496054690238,0.013551769344411168,4.814998102080526,0.0015861658533015883,476,2,0.9389791382417012
16,0 days 00:00:01.728064,0.42241087871664146,0.1535518013900586,0.00549134334218398,0.4962722411195262,70,4,0.1610372455306655
17,0 days 00:00:07.582586,0.38782756519460737,0.010531099411244556,53.817435318071205,0.002120774936623183,335,15,8.442390090278789
18,0 days 00:00:01.032569,0.7857329548036891,0.1825520527371453,3.8056077715499375,0.004241796923186116,42,24,1.155419231851803
19,0 days 00:00:04.352682,0.951507219322728,0.017910174796824087,637.8640432046307,0.0038733055519507282,193,36,351.5930326685017
20,0 days 00:00:10.703514,0.8667722739362049,0.09459308355039202,0.051338944668677874,0.018265146906857398,496,23,2.5851912529664003
21,0 days 00:00:01.755247,0.060260099752153115,0.07367379554827061,0.0059916843756696704,0.28134419499253793,64,7,7.0034027019712255
22,0 days 00:00:04.759657,0.6690340521777995,0.14943202633758368,273.7458401950553,0.006183441140241801,212,41,0.2368178861912996
23,0 days 00:00:07.085525,0.2939307220100971,0.030033980054188128,81.83203291784817,0.003536650620548156,404,15,0.9697455180583567
24,0 days 00:00:01.348884,0.6663300415324884,0.024492120848988226,10.826482505388553,0.026783520335489995,54,38,636.9635220528485
25,0 days 00:00:02.922812,0.0837569556888067,0.0970366947649475,0.5288175349864574,0.04284395854460674,135,49,54.865315237220486
26,0 days 00:00:01.947271,0.10065268448272655,0.030842969594868628,0.00983772629145108,0.007952707581779022,88,46,0.021265537719576035
27,0 days 00:00:07.001978,0.11604343729388085,0.3171055180889195,11.689129146993997,0.009603025441391877,478,62,39.269174940692025
28,0 days 00:00:00.787804,0.6755915645666972,0.04552832914715488,0.1413282835923441,0.006960589543336059,41,59,0.0045792539404244615
29,0 days 00:00:00.719882,0.2735963426309767,0.04266679295359671,1.3357506936636727,0.43002842563663546,39,54,0.0014853714551216679
30,0 days 00:00:01.452900,0.7049655525684714,0.1252201822860796,22.69204107643948,0.0037290696610675655,103,41,89.04192296696124
31,0 days 00:00:02.592183,0.30894082200669887,0.16914329937488137,0.6288809635425366,0.016166730659783336,171,14,0.0049830841417962905
32,0 days 00:00:02.256480,0.5182149793413177,0.048944108012291127,0.07012060476938851,0.2171980850560197,136,45,0.03157208026621834
33,0 days 00:00:00.501802,0.887946187653558,0.013467111222182908,0.003012242366541934,0.0029318240937635234,32,27,0.3198755170308074
34,0 days 00:00:04.005347,0.2663274245390296,0.029313022695318127,0.005000830602614127,0.042896037890855394,292,6,0.09653202670505369
35,0 days 00:00:01.821052,0.7776844240245129,0.031435885019981825,187.14150427062646,0.16385019170260878,145,49,0.04456810998679012
36,0 days 00:00:04.206364,0.6188747289532359,0.24527442083746084,4.817179640531442,0.46965421758770826,293,14,0.1643462357579206
37,0 days 00:00:01.628678,0.8136867748128688,0.06170706021504351,500.95417443203553,0.41623075504837687,126,13,986.8740572267279
