number,duration,params_fair_weight,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:03.243503,0.31167827580774027,0.1667409505108098,0.006547784651797218,0.17894725308324605,113,53,0.8329754702693599
1,0 days 00:00:00.636325,0.17230705946834238,0.09722631463736867,5.007081875680379,0.02216809771962175,30,23,5.733854534144385
2,0 days 00:00:03.525399,0.7482947642386949,0.013346603790070069,0.09290308473707197,0.08878708228729071,143,35,0.0858161314803105
3,0 days 00:00:01.717487,0.5071733215918208,0.02796008909139752,7.242731749580809,0.05403175642057994,71,35,0.12848992263624373
4,0 days 00:00:00.335051,0.8004842249842942,0.04207168838482007,0.0320315522737545,0.0041711291742817375,21,3,2.1924251021327517
5,0 days 00:00:04.541785,0.24963300836540767,0.061672997110857206,21.457276055856926,0.017879078763530235,232,24,8.059948014517277
6,0 days 00:00:01.081709,0.9927670709350415,0.46958168769965164,0.07755354326522064,0.00625644157797941,60,13,0.06447374059041361
7,0 days 00:00:03.400438,0.9131644378301604,0.04540101275346956,0.2140001610037811,0.00483542818642493,176,19,0.007856323858062373
8,0 days 00:00:07.924556,0.6186713636288383,0.01246309211202162,1.3591819840970063,0.014828679798944281,417,20,0.008167232119079002
9,0 days 00:00:01.203739,0.06280295397617677,0.01998307014944245,0.010916799252553983,0.012733158392796321,71,51,129.1618512992494
10,0 days 00:00:01.444338,0.02024750999422742,0.08623264950821578,0.2342400009344402,0.002499724832531103,71,23,1.7319094839917262
11,0 days 00:00:01.974008,0.6984956259667007,0.0963982056891841,307.579364072718,0.1943880866818538,147,32,2.4357305250800296
12,0 days 00:00:04.317556,0.16456619513114334,0.09698308196928163,3.9306959419754475,0.005923311033047474,166,49,12.498718549146282
13,0 days 00:00:01.767055,0.15801555555059454,0.012204177119326474,197.20574509718563,0.0020557559583279598,119,32,1.606895506190462
14,0 days 00:00:05.932322,0.21826014824603554,0.042297555708834644,0.0013186317187629827,0.00260708007583075,239,43,0.30773483474630675
15,0 days 00:00:01.710642,0.8096193386639128,0.01479838387691592,0.3765615028750061,0.0016432780641189347,62,42,0.00591112044699113
16,0 days 00:00:02.212169,0.39441133390162636,0.010116599509663836,0.018068821152860026,0.003012970078734033,121,15,0.003485939457262085
17,0 days 00:00:00.635003,0.8893837574879121,0.014001772866349627,1.5135021553605905,0.2521837265164159,29,24,0.15827731848871707
18,0 days 00:00:05.477659,0.3245211336287011,0.10209304854840186,0.0016629866831651427,0.015022135029961386,253,35,0.0020672391683273735
19,0 days 00:00:05.344028,0.4332526861054259,0.09057162989402297,6.002495853621297,0.0012154652912264674,332,4,0.02460496040639895
20,0 days 00:00:06.652529,0.6014847993538387,0.016946447186724386,422.25721083456756,0.02027386211701244,438,44,0.2698354168712598
21,0 days 00:00:04.362429,0.5239805759668998,0.012792973501947124,846.3867103444339,0.0021407180047947907,294,39,17.71026608852276
22,0 days 00:00:03.646298,0.10432992710942504,0.35273852934057237,0.274466240604695,0.44984869545810274,243,2,40.46761604350089
23,0 days 00:00:01.563202,0.6778055484912,0.4472050574920978,0.014872131191485855,0.010123492752630104,100,5,40.06186467431087
24,0 days 00:00:01.385540,0.42234579817530354,0.048463572129352976,47.44646142851745,0.10560470490630887,83,38,21.317377287596027
25,0 days 00:00:01.172182,0.6516007404868075,0.13405641167710322,0.0023598577681631806,0.008200786866366319,45,56,0.0067358948622025195
26,0 days 00:00:00.594581,0.25087003426772203,0.029595942945358233,0.6995759221729896,0.019485388017437464,38,2,903.50075061621
27,0 days 00:00:09.078105,0.3451892638899962,0.3773759127870987,0.013506320633859337,0.08313632914020709,386,44,31.94183636027138
28,0 days 00:00:02.100408,0.7493961869930854,0.07335261155612938,0.029691144421191425,0.041909627782757704,98,24,4.446898055000988
29,0 days 00:00:00.529299,0.9300137024469884,0.03064135035334936,58.61200453211424,0.03114851343719175,34,29,0.12169253218375088
30,0 days 00:00:00.974924,0.8256841862536235,0.0646539905966889,0.49510415518930606,0.002654843619426046,54,51,40.87176075780834
31,0 days 00:00:00.795523,0.06434060143306428,0.046168038414265915,96.66960854464796,0.002658886770302505,49,44,0.0028337861703560813
32,0 days 00:00:05.342839,0.5494102573038512,0.14099992938839465,0.001367154482940354,0.2558963839014675,344,4,26.05224391826652
33,0 days 00:00:03.587714,0.742281181386272,0.05519045552164074,35.506266793922585,0.002464230919643746,209,59,0.0014161004070870407
34,0 days 00:00:07.377671,0.3053980197615961,0.020424412939030207,37.11923719945256,0.445716314622781,402,22,0.01476533446395288
35,0 days 00:00:06.600049,0.2084339206360572,0.28545296329037867,1.7243708757473555,0.002799771892290983,388,12,0.1474994674375111
