number,duration,params_C,params_a,params_b,params_gamma,params_n_estimators
0,0 days 00:00:13.670844,6.639066344186753,0.5903948646972071,0.42941825134551564,0.7151893663724195,85
1,0 days 00:00:21.134572,1362.021635265945,0.9672964844509263,0.38960710363751994,0.4375872112626925,125
2,0 days 00:00:35.124400,3.502325359353029,0.933036974463395,0.08032569761590806,0.5288949197529045,221
3,0 days 00:00:02.792664,458.09838888740444,0.8003410758548655,0.8713120267643509,0.02021839744032572,14
4,0 days 00:01:12.540858,0.4918525168182296,0.8024762586578099,0.1270916816102439,0.7991585642167236,459
5,0 days 00:00:19.222446,3608.704626577538,0.5696634895750645,0.42051532059061836,0.1433532874090464,122
6,0 days 00:00:04.389358,0.44586425647513983,0.6115905539817836,0.028601902431991594,0.7742336894342167,28
7,0 days 00:00:17.835582,8.619299566126571,0.9493732706631618,0.6850020961124486,0.6120957227224214,112
8,0 days 00:00:06.721133,38.110931813691835,0.15420292446634287,0.670099048291211,0.43703195379934145,40
9,0 days 00:00:21.222097,0.0010750047450885905,0.38388551583176544,0.3700736632331964,0.2103825610738409,137
10,0 days 00:00:15.275477,8072.177525850083,0.19184032967322528,0.21678798853388634,0.43860151346232035,93
11,0 days 00:00:03.212049,0.010625094963538684,0.5196796955706757,0.2519813360815867,0.6531083254653984,18
12,0 days 00:00:03.085498,17.8088844356204,0.22436465621375243,0.20461653806325297,0.11037514116430513,18
13,0 days 00:00:06.938887,0.0005981501367285106,0.8541504167489236,0.10513742381502343,0.8209932298479351,42
14,0 days 00:01:10.124016,6517.61504066391,0.6443609677705414,0.7418709436043187,0.4686512016477016,456
15,0 days 00:00:01.858282,0.0009153190258304598,0.36652617776993046,0.1275404417647016,0.2828069625764096,11
16,0 days 00:00:05.695619,0.00032597175507955095,0.7232249074330178,0.5709354396645094,0.41426299451466997,34
17,0 days 00:00:04.361171,0.0005643182376908862,0.6183518460005614,0.930003235600452,0.5232480534666997,28
18,0 days 00:00:05.467788,0.0011333991934039864,0.744694483706709,0.2965120320177291,0.6674103799636817,34
19,0 days 00:00:03.513566,0.00014483061321722782,0.8460460262956268,0.014648521430621595,0.5865129348100832,20
20,0 days 00:00:23.280208,76.12935967998288,0.9659696906056944,0.25626561208475845,0.27000797319216485,141
21,0 days 00:00:14.832243,3.7845587054252383,0.30077346937655647,0.9532215214018152,0.592041931271839,95
