number,duration,params_C,params_a,params_b,params_gamma,params_max_iter,params_n_estimators
0,0 days 00:04:15.315142,0.3175571620333288,0.8068227253423923,0.7821760500376155,0.6221087710398319,10,13
1,0 days 00:04:56.316836,260.0024379895117,0.9623254183153347,0.8771733083946738,0.2764642551430967,10,15
2,0 days 00:05:23.003740,29.356446287146774,0.7414318242846102,0.376548247242491,0.5009951255234587,10,17
3,0 days 00:07:35.596857,0.00012886874428871283,0.7955439594511367,0.8838147787297554,0.5030831653078097,10,24
4,0 days 00:05:30.627868,0.00040091281005316356,0.43194160540177706,0.9338087009626964,0.6153961784334937,10,17
5,0 days 00:08:43.296182,204.0991253214067,0.38515250995198413,0.5724176660998085,0.3972025777261542,10,28
6,0 days 00:12:22.745303,261.32510685002063,0.22939014206310812,0.7072183614071521,0.43617342389567937,10,40
7,0 days 00:09:40.805413,2505.768981785832,0.49792667986375894,0.9102227993827477,0.21879210567408858,10,31
8,0 days 00:03:28.710260,0.00023924464755853612,0.7073928492240972,0.5986785321351044,0.18428708381381365,10,11
9,0 days 00:07:17.535444,3.100734921871474,0.39670160105882357,0.5079371647814922,0.04332406269480349,10,23
10,0 days 00:03:35.180930,3.3694354780744047,0.10608765579100252,0.621267291716254,0.6071937062184846,10,11
11,0 days 00:13:07.538477,8642.745596340523,0.9629215859375798,0.7940444939387233,0.7905241330570334,10,43
12,0 days 00:04:52.935420,0.6679598605403979,0.27610766079930843,0.3884942775111914,0.624916705305911,10,15
13,0 days 00:03:15.628656,7178.569876429485,0.2115484304382667,0.1281870889469859,0.45164840826085906,10,10
14,0 days 00:09:57.609026,0.5930076208016037,0.19641413547447967,0.23692637980601175,0.5873036334639846,10,32
15,0 days 00:12:57.015732,1.935589690436898,0.10558766492841647,0.30763528871259815,0.4167535378026932,10,42
16,0 days 00:06:22.614317,2216.0757584763273,0.6631630029662817,0.7089375894309555,0.6121489970657575,10,20
17,0 days 00:04:03.215229,444.6885420596239,0.6703531920558812,0.44392678231120325,0.7460634091367166,10,12
18,0 days 00:03:51.750929,1.681876957912291,0.9562858873782338,0.48555558672491594,0.5684096152471901,10,12
19,0 days 00:06:53.624067,357.7803927837888,0.1514040742799739,0.6727275256438033,0.5368781929244097,10,22
20,0 days 00:10:29.609810,237.10322972392348,0.6019847455847045,0.9661781666722064,0.7081153619776038,10,34
21,0 days 00:03:56.538362,5.638296898603116,0.20265912886839624,0.951301751583281,0.02964700053541558,10,12
22,0 days 00:05:09.106322,0.45971978103878286,0.928362313983779,0.880278469899529,0.1936186901537772,10,16
23,0 days 00:04:48.332381,0.002888749295964286,0.9116164462338928,0.7094628815400795,0.34800879286934616,10,15
24,0 days 00:09:53.774195,171.12379624791322,0.6392393025438632,0.29821399244889607,0.9000878368097077,10,32
25,0 days 00:03:56.586604,18.21437263531134,0.16600828926935635,0.06445633145216141,0.3351746591494349,10,12
26,0 days 00:05:06.296155,677.9357508985636,0.3583561825000081,0.18133655454664424,0.5904818044629861,10,16
27,0 days 00:03:52.263427,0.00272887068392748,0.3857921407244763,0.5726084906125162,0.9946538286442945,10,12
28,0 days 00:03:20.772803,6575.540354164304,0.6012052112231514,0.09392610496024824,0.9006486211550919,10,10
29,0 days 00:05:24.629772,0.0013787419403965713,0.597222045547791,0.28031282708684874,0.728428676369672,10,17
30,0 days 00:14:22.145624,0.01109752907355043,0.19748034476445592,0.7784189159421434,0.6677869061450377,10,47
31,0 days 00:10:48.039484,2066.4500220587606,0.6927605037481803,0.5726839057572031,0.7616039143074941,10,35
32,0 days 00:04:11.644074,4145.369794109118,0.9009669584278046,0.9936316892345419,0.6982963755517612,10,13
33,0 days 00:11:19.484825,0.4074107082915584,0.9015014691359715,0.9735321432074823,0.5451221661797199,10,37
34,0 days 00:07:55.894183,0.038437713353156176,0.8842809295438282,0.22347772235851188,0.36607449772047085,10,25
35,0 days 00:09:53.860765,258.71451072794935,0.8044620327778386,0.7043418254443261,0.3656190873671856,10,32
36,0 days 00:08:35.121392,530.0314026969154,0.7408872882492826,0.4494698916016939,0.49368264574711207,10,27
37,0 days 00:03:19.462414,70.1090901900983,0.5280099157752774,0.35097280042078266,0.36323976019359805,10,10
38,0 days 00:08:41.465809,0.0023535427306464476,0.7633778443196695,0.13575909963667837,0.12620532161439946,10,28
39,0 days 00:05:46.067562,0.0006680908300569797,0.8221367641034891,0.9460977034837031,0.6043340048360264,10,18
40,0 days 00:14:38.131245,10.506434847406629,0.937437880062399,0.7275420535714144,0.881232246338927,10,48
41,0 days 00:09:33.141465,0.32798516547515283,0.35386280480447896,0.341646009203008,0.04107856658418385,10,31
42,0 days 00:03:39.513182,1.1862591554895374,0.6949426758476069,0.6340112980594387,0.760849147057386,10,11
43,0 days 00:05:41.761478,0.20934652753845373,0.532349657212066,0.9834903376545816,0.4467401517308447,10,18
44,0 days 00:05:40.607989,2372.611889547868,0.8859484633097872,0.35822935337171286,0.012406981727713595,10,18
45,0 days 00:08:27.771080,0.005041496861793488,0.30098730081038694,0.42536815381351945,0.35782695934169106,10,27
46,0 days 00:03:34.780706,111.04248995749461,0.938891103680631,0.3826401179861779,0.6508390701366923,10,11
47,0 days 00:05:06.106800,418.4030776650401,0.9110255817252653,0.43303074700892125,0.37194431249415016,10,16
48,0 days 00:03:13.713160,0.0013623825278788336,0.63841346659465,0.11539591679174223,0.04196524456467021,10,10
49,0 days 00:05:06.677780,9.34542124553115,0.12041242851230498,0.8565041392703401,0.05839198991213279,10,16
50,0 days 00:05:10.286645,3.2077527141807747,0.13434776396078335,0.5698615568192396,0.7587834447539041,10,16
51,0 days 00:08:33.150798,239.4916988672112,0.651130686522054,0.5600968506052395,0.18326634939267783,10,28
52,0 days 00:08:28.456099,0.008376455780430047,0.8091350091815857,0.8579126824889751,0.686180075331102,10,27
53,0 days 00:09:45.535506,0.6009073450763622,0.8711856477410507,0.668095900565263,0.6923451434159611,10,32
54,0 days 00:05:27.765958,0.1437171735852832,0.1279446385207252,0.5810714447017896,0.5181454992563133,10,17
55,0 days 00:11:53.683517,29.095804963157295,0.16854629337642518,0.41597716334476215,0.9514888651736451,10,39
56,0 days 00:03:16.476347,3.3359232062507047,0.2556020535398743,0.5709443731650017,0.17418683157537918,10,10
57,0 days 00:06:57.550717,57.913256122224915,0.9132322123632685,0.2848388482510384,0.8688708875473768,10,22
58,0 days 00:04:51.511910,1631.3651106597736,0.9853230926094203,0.6445036843019826,0.6997032628614107,10,15
59,0 days 00:05:20.535543,377.8142277732175,0.6651685589150454,0.1267438269257032,0.6066752162291601,10,17
