fold,trial,model,params,roc,acc,eod,spd,eq_loss
0,0,XtremeFair,"{'min_child_weight': 456.0611057823808, 'n_estimators': 164, 'eta': 0.4932104232630974, 'max_depth': 10, 'l2_weight': 30.80993368849195, 'fair_weight': 5.4426013876109876}",0.5,0.29,0.0,0.0,0.0
0,1,XtremeFair,"{'min_child_weight': 0.5184492188432851, 'n_estimators': 53, 'eta': 0.043156901013088896, 'max_depth': 9, 'l2_weight': 82.32403448343125, 'fair_weight': 0.9061694874155841}",0.7207382224380767,0.675,0.16640537513997755,0.16145833333333337,0.03554023854844124
0,2,XtremeFair,"{'min_child_weight': 0.0018035857104555005, 'n_estimators': 16, 'eta': 0.026330942410061658, 'max_depth': 9, 'l2_weight': 53.654667689635986, 'fair_weight': 9.422884013714322}",0.7080500242836328,0.695,0.0824188129899216,0.0859375,0.0010173038370225873
0,3,XtremeFair,"{'min_child_weight': 0.006047346017744526, 'n_estimators': 10, 'eta': 0.047588387633237694, 'max_depth': 6, 'l2_weight': 3.7915601641127266, 'fair_weight': 0.4629675010108464}",0.7624453618261292,0.655,0.11243001119820828,0.13802083333333337,0.019566068027424666
0,4,XtremeFair,"{'min_child_weight': 557.460624079247, 'n_estimators': 211, 'eta': 0.012637959750995999, 'max_depth': 10, 'l2_weight': 512.6149453758434, 'fair_weight': 0.025204849082375424}",0.5,0.29,0.0,0.0,0.0
0,5,XtremeFair,"{'min_child_weight': 235.97415241885557, 'n_estimators': 25, 'eta': 0.20267352317884021, 'max_depth': 2, 'l2_weight': 92.1752401088239, 'fair_weight': 0.3814345975092275}",0.5,0.29,0.0,0.0,0.0
0,6,XtremeFair,"{'min_child_weight': 755.774369479793, 'n_estimators': 247, 'eta': 0.02870665588572111, 'max_depth': 6, 'l2_weight': 7.76258221733733, 'fair_weight': 0.15197801214923015}",0.5,0.29,0.0,0.0,0.0
0,7,XtremeFair,"{'min_child_weight': 11.393438667668844, 'n_estimators': 19, 'eta': 0.35730788039019046, 'max_depth': 5, 'l2_weight': 0.009290796966392447, 'fair_weight': 1.7716675022685389}",0.7372510927634774,0.525,0.11019036954087347,0.078125,0.08186082466003541
0,8,XtremeFair,"{'min_child_weight': 0.0016573975240360684, 'n_estimators': 18, 'eta': 0.010304564769399222, 'max_depth': 4, 'l2_weight': 770.0166527827153, 'fair_weight': 0.03012092562967221}",0.5552452646915979,0.29,0.0,0.0,0.001175937204212385
1,0,XtremeFair,"{'min_child_weight': 0.01987134710413661, 'n_estimators': 235, 'eta': 0.013438858272680442, 'max_depth': 3, 'l2_weight': 0.003115628906443509, 'fair_weight': 0.1153635811491114}",0.7611704711024769,0.73,-0.012989921612541977,0.03211805555555558,0.07375941382103557
1,1,XtremeFair,"{'min_child_weight': 617.2982635927315, 'n_estimators': 43, 'eta': 0.09322585396248272, 'max_depth': 10, 'l2_weight': 2.392809248714744, 'fair_weight': 0.5173255341357255}",0.5,0.29,0.0,0.0,0.0
1,2,XtremeFair,"{'min_child_weight': 71.99454207605362, 'n_estimators': 260, 'eta': 0.046816425870282695, 'max_depth': 5, 'l2_weight': 0.2262368046427794, 'fair_weight': 0.04954672250595451}",0.6248785818358427,0.55,0.005151175811870079,-0.020833333333333315,0.06549420229009895
1,3,XtremeFair,"{'min_child_weight': 92.77932584573442, 'n_estimators': 25, 'eta': 0.16495251435626054, 'max_depth': 2, 'l2_weight': 0.08648526759605991, 'fair_weight': 1.0545942929877101}",0.5,0.29,0.0,0.0,0.06073165471258035
1,4,XtremeFair,"{'min_child_weight': 0.004177046281450542, 'n_estimators': 10, 'eta': 0.012631472558729024, 'max_depth': 4, 'l2_weight': 18.592198198667454, 'fair_weight': 1.2781915554999286}",0.7706410879067509,0.29,0.0,0.0,0.004047186091386101
