number,duration,params_learning_rate,params_min_child_weight,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:28.358489,0.05542252381050616,0.014096675490461206,148,26,42.47755522393146
1,0 days 00:00:07.298177,0.02174089491552657,145.88768347823247,32,32,560.8363085538618
2,0 days 00:00:09.335448,0.07098648804104701,180.13404791374114,63,7,0.09684842658652391
3,0 days 00:00:10.381844,0.012448906073921013,65.43911461243262,27,61,0.0012095134371587306
4,0 days 00:00:21.181011,0.04168025253694189,43.34706825857002,342,2,216.44960131849507
5,0 days 00:00:05.656079,0.0466685604551346,837.2127113029547,29,13,0.24166595134399665
6,0 days 00:00:15.504066,0.09229593426634823,53.99839577218062,55,44,2.6113912207749315
7,0 days 00:00:06.332389,0.08535691545826309,653.9642371574523,22,14,16.884486187434902
8,0 days 00:00:51.378874,0.056387635163144996,0.020547199328558897,392,27,0.0019255680226372977
9,0 days 00:00:47.695326,0.37955145781744737,932.7073643145909,183,58,3.69614227083331
10,0 days 00:00:06.939811,0.08992034457995036,1.5843859334916772,22,48,38.653128040939684
11,0 days 00:00:07.942917,0.15739826032647497,3.9662937635441997,25,48,0.0010979545731115313
12,0 days 00:00:44.192788,0.22033160078769645,5.065825815432021,376,30,0.19781727474846947
13,0 days 00:00:44.133079,0.1988553453312059,0.005144283107516334,358,52,0.7388610521229341
14,0 days 00:00:18.544805,0.012346099567207598,0.014929699689641066,68,59,0.01860088673652735
15,0 days 00:00:23.894973,0.320428263205319,0.0567314672673478,168,57,3.3405794162770763
16,0 days 00:00:08.144780,0.024515201495595326,0.6757642397067044,28,52,24.006865200997357
17,0 days 00:00:39.444905,0.4818999994474562,756.898392679193,184,47,0.41817593156805233
18,0 days 00:00:54.260895,0.1156399334005538,4.708623680072109,384,58,0.008971115423327012
19,0 days 00:00:22.279941,0.06451068691320479,424.41614860742726,201,10,0.426441327605603
20,0 days 00:00:22.718019,0.07896546610100962,0.00823069764292121,124,36,0.0014097310059573525
21,0 days 00:00:40.301334,0.028426727795490922,2.4063831081495297,247,25,0.002201373978360588
22,0 days 00:00:33.285433,0.15961244841272348,10.387964539528028,236,18,319.24699064890075
23,0 days 00:00:49.802280,0.19796505733718445,0.008986291702986798,416,51,3.6589877520471106
24,0 days 00:01:03.699679,0.035757498352208816,0.004834974550442851,426,29,13.952617712293597
25,0 days 00:00:42.469472,0.11017636170689517,0.1591031067097203,408,13,0.1224764972202472
26,0 days 00:00:46.813455,0.1586244599256956,0.012460411629798943,364,41,28.64674082266797
27,0 days 00:00:07.218447,0.04303234107434098,0.5523348748714646,25,47,0.008097884654826292
28,0 days 00:00:35.397682,0.013323145834134863,0.10257651852260011,166,41,0.31721803302121343
29,0 days 00:00:10.283692,0.11398817619685331,5.6924405907339874,40,52,0.010924545074071075
30,0 days 00:01:34.183781,0.020181874261310778,0.006369821113063236,491,46,0.005271933373450262
31,0 days 00:00:16.498382,0.13107809098909315,0.011262736107064068,79,42,2.1946641770388116
32,0 days 00:00:06.360791,0.17281382047384639,0.003225841764543924,58,5,0.015157335743520113
33,0 days 00:01:16.745546,0.04441283675612092,125.77089923167473,440,50,0.03419162318340739
34,0 days 00:00:30.783962,0.21350430604349255,0.004465488395469198,243,50,0.0012177310426006954
35,0 days 00:00:15.344570,0.06228645792650803,0.10834573230309613,72,19,15.480260095284704
36,0 days 00:01:07.735185,0.487574682685666,516.6214795932752,350,49,0.0018671287295623786
37,0 days 00:00:06.613307,0.05128212652834609,5.787388850791672,20,58,3.6346950323246747
38,0 days 00:00:07.630121,0.30235835328711486,0.15719798915188765,56,7,0.0012085602352111648
39,0 days 00:00:05.177154,0.0794962272997976,0.30206302236377053,40,4,16.148503256333694
40,0 days 00:00:15.729619,0.2679466551598642,5.453301627640912,97,47,16.570366108582675
41,0 days 00:00:33.484810,0.03671316868997396,352.02996347125594,117,52,0.713508971987166
42,0 days 00:00:38.664052,0.016383966670061673,0.11654719369403133,157,36,35.09879581118407
43,0 days 00:00:22.517156,0.04265920047080342,1.3619409844194372,135,25,0.00415553202062878
44,0 days 00:01:10.292728,0.460635694380716,65.19962442319303,419,59,460.9806199766967
45,0 days 00:00:11.558312,0.21363624489406058,0.2712783446346104,84,18,0.0017638895995727318
46,0 days 00:00:13.543184,0.037080715255154745,0.43340174043252294,49,62,0.00470800002993555
47,0 days 00:00:44.898068,0.06844453875083556,163.18546196485732,255,44,0.16809738783994324
48,0 days 00:00:16.993116,0.06548859385676649,0.4791162604580027,76,44,284.6080882153203
49,0 days 00:00:57.055920,0.05483472416975433,3.1186889651858447,361,52,0.12896769251486234
50,0 days 00:00:07.162008,0.022991890920507716,6.036687230540027,63,5,30.025116896913783
51,0 days 00:00:09.376229,0.03077861974243104,183.2573019533188,40,39,391.387866497725
52,0 days 00:00:13.977266,0.042847178641729836,0.18131133577534955,52,57,0.2716961796811188
53,0 days 00:00:07.591068,0.0539179960679584,0.0015617908583327761,34,23,0.007091274531602466
54,0 days 00:00:06.259855,0.031978950298412454,3.885287050664826,28,21,0.020722033416248942
55,0 days 00:01:12.421518,0.030894981744433857,0.003606879258223233,461,28,35.702667762120804
56,0 days 00:00:03.974552,0.09136838554839016,2.3969041141070817,22,5,13.025012667341281
57,0 days 00:00:06.737075,0.013918784608248125,0.0016070761991486785,23,43,5.983416954779313
58,0 days 00:00:10.339039,0.2181050279125718,13.094244682014581,43,31,0.16539371035113032
59,0 days 00:00:08.363511,0.2898990659809638,9.25966729769625,31,27,9.737781006028177
60,0 days 00:00:16.603837,0.04683430332286257,0.1000588837584768,106,16,1.9064270505083392
61,0 days 00:00:15.987342,0.1551731346547383,0.009799939355491583,96,32,0.002864015006326139
62,0 days 00:00:07.050317,0.019766883469129953,0.28871387562863277,22,28,3.6413920799293615
63,0 days 00:00:05.955515,0.010530970347301206,0.004518996480499894,20,18,20.993434168831456
64,0 days 00:00:09.624476,0.027293980090952,263.9660553217552,48,23,0.01961878165035361
65,0 days 00:00:57.340857,0.07949750064621305,218.77733484186015,397,32,4.365673950385612
66,0 days 00:00:38.093876,0.015861627170389466,85.69564096476687,150,63,65.87341483131408
67,0 days 00:00:35.583345,0.04047334167373702,0.1311745664589976,292,13,0.015343283027655653
68,0 days 00:00:16.250390,0.48120152637633984,0.009868487454518245,100,52,38.610703379865384
69,0 days 00:00:07.412018,0.0680421187484905,0.0231063484127977,69,5,0.009318544447640827
70,0 days 00:00:17.852135,0.20592514610727172,0.05032948582301671,112,47,0.10726506861336621
71,0 days 00:00:32.131961,0.04999929695733726,139.165858062304,127,61,1.6713216495823409
72,0 days 00:00:05.846930,0.21409455173320716,216.4614188416438,23,31,0.11775261290366397
73,0 days 00:00:32.550469,0.046754403692618275,0.17364830461144898,141,54,0.269139425226385
74,0 days 00:00:05.248283,0.03599283950270399,995.1706579853758,28,6,0.293357543781888
75,0 days 00:00:36.046320,0.021488785877104788,0.09185394648915982,155,30,0.07314470028374605
76,0 days 00:00:47.894115,0.49656638866526426,2.463697134641204,429,56,0.017650055230703458
77,0 days 00:00:10.414711,0.017201964085604222,178.06839343368213,41,45,0.35688424974073835
78,0 days 00:00:36.113138,0.16115529229687212,820.6600654021685,320,9,4.324441653743998
79,0 days 00:01:33.673610,0.3802691116143851,614.8641099918822,450,52,0.5592101655347189
80,0 days 00:00:12.373896,0.14579450844784023,1.4174013355830555,49,49,161.7678663728562
81,0 days 00:00:03.831955,0.32131316913471086,10.8885305952844,26,3,0.02921684202983184
82,0 days 00:00:09.663484,0.014465610742072657,0.009650567818439947,58,15,0.39914486769250906
83,0 days 00:00:10.824945,0.2573727687658041,0.47629753700197325,43,54,12.155378882329671
84,0 days 00:00:11.447726,0.3652470876438008,0.0014842241130813272,66,48,4.266449491975975
85,0 days 00:00:11.472793,0.07715740471931709,33.20949915905757,47,45,344.3984724792812
86,0 days 00:01:45.811264,0.013128352375971106,0.006183971497948556,481,55,0.011815133185947943
87,0 days 00:00:15.422096,0.3828411399289513,0.0011835879030363899,87,46,0.8073635214501539
88,0 days 00:01:44.780919,0.013845074452978936,2.31223180201314,485,52,19.49679786331654
89,0 days 00:00:06.674255,0.030590592547008747,22.107971733057557,21,56,0.002042182345140487
90,0 days 00:00:29.565339,0.4104548786383969,0.0011789270170141604,415,7,15.67625718352829
91,0 days 00:00:38.595384,0.34589099423377373,0.06192186988258299,320,37,112.50418089795242
92,0 days 00:00:57.115989,0.21422757014342192,0.06441715827015813,426,39,291.34680314873447
93,0 days 00:00:13.252211,0.23766159355237543,0.02650624773955078,98,17,24.523596819338472
94,0 days 00:00:15.310341,0.02281067728905153,0.0022988868930392766,63,50,100.35093057105587
95,0 days 00:01:03.245235,0.06617475551093521,0.16584068993684434,407,60,2.3142176414377778
96,0 days 00:00:12.013136,0.36535151522540943,0.06698735398568878,61,58,0.00854824812524301
97,0 days 00:00:49.075488,0.1515154630850493,7.894897253199813,471,27,20.50052811291318
98,0 days 00:00:25.472975,0.054805352666857696,0.43976847803835284,94,45,0.0021263522689270505
99,0 days 00:00:11.280955,0.11801097245081642,0.8724447524376991,35,55,0.05907054836300623
100,0 days 00:00:14.615202,0.08196460919875666,0.015738448464969707,54,61,18.926231404430485
101,0 days 00:00:04.268112,0.35969136765995574,15.404188536474116,45,2,0.05099448462801988
102,0 days 00:00:27.032301,0.02889542941903833,11.667134610613632,98,55,746.2927688169706
103,0 days 00:00:29.348194,0.09474171205568906,0.016568804486321937,171,19,179.09490193859
104,0 days 00:00:19.888887,0.43507144868621644,64.40154004890817,221,13,0.0014595489908312967
105,0 days 00:00:11.180729,0.049779432802577156,648.2568777773756,57,27,3.32809422167762
106,0 days 00:00:09.649213,0.05150973393902121,1.5891990655055526,37,28,702.8899069169371
107,0 days 00:00:39.365215,0.06594448201295365,0.012128598362512184,231,24,4.393453828603783
108,0 days 00:00:06.126256,0.035510973837689384,73.80663638517457,38,10,0.0024902638114817524
109,0 days 00:00:06.830953,0.10123181719730685,10.329243271778461,60,4,15.292658966210983
110,0 days 00:00:12.185392,0.21850462160582548,15.089218679029827,151,4,7.621170177734477
111,0 days 00:00:38.713286,0.07519295959586535,201.2366096939948,217,37,0.0080629734583332
112,0 days 00:00:56.549039,0.027789613703521832,0.026435500937532136,205,50,173.12142154232478
113,0 days 00:00:38.107862,0.06444153226612362,0.0017070530654324277,185,35,0.002702724162536605
114,0 days 00:00:12.534258,0.18111553333380698,128.56785421599253,74,22,0.2691163627259696
115,0 days 00:00:42.693411,0.38813573370182425,0.001788289503598771,394,26,222.26410347389552
116,0 days 00:00:17.378289,0.010194656273031394,0.002696646338867191,119,15,0.00254234971230207
117,0 days 00:00:30.894888,0.122402888866015,0.08044821832839626,188,36,106.36742399893386
118,0 days 00:00:10.945661,0.31150913686392895,0.015406427430752677,50,49,38.738151913408515
119,0 days 00:00:08.129146,0.1735855092720622,0.14318264303773887,26,62,7.09408722879362
120,0 days 00:00:32.992205,0.09173814548360514,0.19551164574047553,159,44,0.0018561518170056388
121,0 days 00:00:18.832765,0.013205390298753662,0.004757161368532159,81,47,110.96660022128204
122,0 days 00:00:12.455659,0.08289267993078822,0.9875230781165417,48,49,669.1938607706037
123,0 days 00:00:05.017405,0.3760544887899961,43.9709436150785,30,7,0.011962975909848553
124,0 days 00:00:24.806277,0.48592685007540154,107.13117312477057,221,18,209.86392072090416
125,0 days 00:00:06.883441,0.1293020166209694,0.010207180701056784,64,5,0.3523736950612513
126,0 days 00:00:30.887245,0.016334148089583393,215.95753659102945,196,10,20.812562561697156
127,0 days 00:00:09.658295,0.2924095512611121,40.568162787034524,37,54,0.07543139118454337
128,0 days 00:00:29.036800,0.036629952173271495,0.006525185743700246,125,29,123.75643008922255
129,0 days 00:00:08.142820,0.025568417601108052,98.57947031131366,60,8,0.00523177175088431
130,0 days 00:00:36.367297,0.020306102235681887,0.13127721846802132,217,24,0.0017853973449501659
131,0 days 00:01:09.864957,0.22990911487993432,35.061994215181834,481,50,194.92980541321822
132,0 days 00:00:32.691139,0.16047622743727136,2.3100214116691618,412,9,0.006846931790321841
133,0 days 00:00:17.920578,0.040770725028096214,87.92606942659378,77,45,135.050425143859
134,0 days 00:00:34.985578,0.018871272934413895,0.001315648065947439,157,47,11.647337143215097
135,0 days 00:00:25.967196,0.4303617879167317,9.371505998044219,245,26,11.323733298375984
136,0 days 00:00:13.135442,0.010562303686965556,1.862681189656096,122,4,0.0021077943437798835
137,0 days 00:00:08.833941,0.4601240397818371,2.103858246988696,116,3,56.883387877069936
138,0 days 00:00:15.367031,0.4277629087712376,0.09448611074809724,63,51,762.0139461704745
139,0 days 00:00:38.855745,0.1346741767991034,23.026291834346956,239,54,2.1583340307081813
140,0 days 00:00:18.607588,0.06072624464672596,0.002738394566333416,67,39,68.09550673194754
141,0 days 00:00:08.813958,0.0914255626323954,18.14994531052902,32,28,0.2888658347852477
142,0 days 00:00:17.862913,0.28069818040448097,0.0011230367645114966,91,50,7.737184537400323
143,0 days 00:00:10.613193,0.011410084089915087,0.002667626386159977,34,38,54.39370951935872
144,0 days 00:00:14.330428,0.04433490312783259,0.0039000402687532744,83,20,143.86235153341676
145,0 days 00:00:07.174974,0.26988417214050353,430.34583013099603,47,10,0.33672212093276027
146,0 days 00:00:28.941728,0.39549204779966124,141.28519624598889,127,57,185.10159020629283
147,0 days 00:00:43.625734,0.46749815446970605,0.0037288763461084027,406,42,3.579408962996333
148,0 days 00:00:17.419591,0.017617199835348728,4.574194526786493,104,21,14.260333171165925
149,0 days 00:00:25.905939,0.09215494892330235,0.7407839299922911,218,16,0.002421136708156829
150,0 days 00:01:18.886866,0.0179094327437734,1.084879969636578,403,38,40.757400084648026
151,0 days 00:00:34.277447,0.13088115766557856,21.43697877009183,219,48,0.48357112626268567
152,0 days 00:00:18.248329,0.07134234851337928,0.004348216937734961,170,8,196.6372600726185
153,0 days 00:00:49.984698,0.04347436716018735,3.3551324279088575,220,36,0.07068467108073423
154,0 days 00:00:19.623952,0.11745476140718022,0.011582886953651604,94,40,81.54228509073641
155,0 days 00:00:28.847290,0.28058129415047767,112.73711963603094,275,19,0.3562577029968263
156,0 days 00:00:07.618253,0.05578713096872781,16.92797480987583,33,28,181.67525278009046
157,0 days 00:00:17.191789,0.018035779092262238,0.2589443795269905,64,60,19.512591763006586
158,0 days 00:01:19.787223,0.026183655253663056,26.948531294895215,455,29,648.347272580799
159,0 days 00:00:11.316995,0.18744882393070167,0.0021246646293289857,193,2,402.5456427962307
160,0 days 00:00:26.608383,0.027976664951328098,0.6679748873225132,104,59,4.427733467149644
161,0 days 00:00:10.622588,0.028586626889641528,0.0014859898303472873,37,57,0.9988976356564314
162,0 days 00:00:16.202733,0.02189922342470712,305.85222568757604,75,36,993.8994275868243
163,0 days 00:00:06.587870,0.01442866344072374,0.0012133097201627186,29,18,511.25793854343544
164,0 days 00:00:28.633686,0.0171915654101897,2.0831598833479736,366,4,0.0674913774439332
165,0 days 00:00:18.669607,0.04680462225598415,0.9532719048847702,116,19,525.361855117644
166,0 days 00:00:11.786936,0.2539346590963085,4.568109966097628,50,63,0.009839166721159852
167,0 days 00:00:21.148590,0.3047548934925074,0.16586676436567577,164,43,0.4610220796539224
168,0 days 00:00:43.793331,0.013756415848926697,353.6747587276261,173,59,0.07598161252078398
169,0 days 00:00:07.426917,0.01868420642123002,0.001697396768721469,26,43,0.17509714488760766
170,0 days 00:01:39.758361,0.026062005222011166,0.2564866314387445,392,60,0.0899270249556422
171,0 days 00:00:07.777553,0.4055416417271506,178.54001610326614,26,48,225.2199346407694
172,0 days 00:00:05.305832,0.03213704935814802,309.7176296640774,53,2,12.860903025006147
173,0 days 00:00:07.987028,0.1178069808747212,713.1682020238673,45,15,97.4578421860709
174,0 days 00:00:05.602309,0.3223505497094342,78.37587908289652,26,14,152.60918773761486
175,0 days 00:00:58.383537,0.1285894871527141,246.9585933794853,308,57,1.1548357385042713
176,0 days 00:00:32.383965,0.01446865274378052,0.41507350963007467,178,15,0.16742303211116166
177,0 days 00:00:12.983474,0.1113786918261664,36.09999757027687,53,46,0.044847315045890304
178,0 days 00:00:10.540479,0.09762274669876701,0.004985146828441685,33,38,0.06832466409170916
