number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:13.641457,0.0044450707759029155,0.06277925607478325,5,0.08160354151371291,0.02448821476237969,900
1,0 days 00:00:03.895525,0.007847609714375153,0.06565634313621875,3,0.004922482794428332,0.21282446098031302,273
2,0 days 00:00:09.890943,0.11049547992194876,0.017841450370874257,6,0.002302047528975791,0.008375338976539795,588
3,0 days 00:00:03.862050,0.0015110323205771773,0.26805486110530363,5,0.11810891340054253,0.008818028172441324,245
4,0 days 00:00:04.592295,0.030883999234655565,0.04416044555077579,6,0.004700459404612427,0.001133341113510433,277
5,0 days 00:00:06.219298,0.004860968414938438,0.013078079246534246,6,0.5424264942484024,0.009250983527068582,345
6,0 days 00:00:05.144898,0.006609219259489305,0.04272476794098151,3,0.37842187987734605,0.029939008376974503,360
7,0 days 00:00:11.001617,0.015281712647881671,0.21458103795053446,6,0.0015704044013875131,0.10173690025371092,670
8,0 days 00:00:14.820712,0.05756407080031313,0.33657130506508115,5,3.9957317995612036,0.03867407280600705,966
9,0 days 00:00:07.502795,0.09754041668805047,0.052899460171972154,3,0.032122022847907224,0.002432867706871516,531
10,0 days 00:00:03.503618,0.02280135139513946,0.18700755363354085,5,0.0096440682090618,0.08439229998849611,234
11,0 days 00:00:03.352913,0.0034651266415135756,0.040992803246790846,5,12.988304568744208,0.02260767264921968,209
12,0 days 00:00:03.729763,0.0020868245695493787,0.13060164560631754,2,89.79630430620357,0.0571212064852702,275
13,0 days 00:00:05.751627,0.01511357639750387,0.044752598237704014,4,2.6454084267237548,0.03904941283097946,391
14,0 days 00:00:11.867258,0.003088808410141583,0.010194699719533847,6,0.0021951481268074873,0.07598293497552093,713
15,0 days 00:00:08.527296,0.4680956703687266,0.1753426917269543,5,0.3409246576897639,0.46721849239892255,550
16,0 days 00:00:09.363077,0.4237178995195948,0.03330333377450462,2,16.858642194055502,0.0013044169292278334,699
