number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:10.577721,0.3819524623277516,0.044881942295273654,9,97.8711442578071,0.12074725973396032,278
1,0 days 00:00:05.225593,0.01184272950568943,0.3854689275685442,3,12.760186458599517,0.23126819295607187,264
2,0 days 00:00:01.431902,0.00147224587747002,0.14665609650606876,2,88.5796119671854,0.0018415309696039278,58
3,0 days 00:00:07.069606,0.07017598793000428,0.24111381690650976,5,1.1352037010541884,0.009656423972972348,240
4,0 days 00:00:00.979674,0.04115698059432647,0.01155597934918303,5,8882.949825393054,0.01666879384048822,29
5,0 days 00:00:02.954506,0.25494290269899683,0.22169135322690778,3,18.507360675642754,0.015039000985192126,124
6,0 days 00:00:04.174119,0.2757952521207495,0.01037736884626983,7,155.76801669945334,0.007674054502520455,88
7,0 days 00:00:01.077509,0.10583829396911469,0.003143296228157865,6,4337.743182470488,0.001342179116068608,24
8,0 days 00:00:02.097868,0.19660398785614622,0.0051146974419466655,8,7965.387289116455,0.014486571686772965,71
9,0 days 00:00:05.478468,0.07117461496511254,0.03368740949162135,7,2.8027042384692895,0.0010429320178095985,141
10,0 days 00:00:01.081641,0.4886361069499072,0.010787596808998559,9,78.60316001809659,0.0020891714262348164,24
11,0 days 00:00:03.757850,0.001450845127169223,0.003373816344255885,8,315.9852578108613,0.010761265222585659,93
12,0 days 00:00:01.144021,0.10316428697391677,0.06102239260650448,3,7.020301522649996,0.2465992734707894,51
13,0 days 00:00:00.824083,0.017793468482803304,0.004155794199906216,3,77.0069880466444,0.2685215007784664,28
14,0 days 00:00:13.292208,0.05635519421306906,0.07306870571515603,5,575.5258573783456,0.3622064121773618,485
15,0 days 00:00:07.398718,0.31118666429197894,0.002537445394703502,6,318.3806608476885,0.10318171987439467,194
16,0 days 00:00:01.961236,0.01720776604415496,0.0029025996139229325,9,3424.6283184389763,0.002268875545197093,73
17,0 days 00:00:02.287551,0.0014837027931363439,0.02812018274324607,3,83.4519932080496,0.16255555174154912,100
18,0 days 00:00:16.143819,0.0029977144131799467,0.0013353260936215991,5,52.12700040067061,0.29916597216076923,457
19,0 days 00:00:01.007862,0.7119173058707237,0.04007750918914881,6,3.8781767604717334,0.0020317014915465052,22
20,0 days 00:00:03.538856,0.06919814505339864,0.009780869033773457,3,4.243245205957645,0.33900863310547047,184
21,0 days 00:00:01.203295,0.15134754639501374,0.27159420093768627,5,24.66239058305154,0.08070460562674563,35
22,0 days 00:00:01.093982,0.018037420204724243,0.0101587802870169,6,67.31858475669657,0.33102175226886854,25
23,0 days 00:00:00.933367,0.05908067022261806,0.0014075395644307495,5,426.7829967947566,0.00745234768283424,25
