number,duration,params_C,params_a,params_b,params_gamma,params_max_iter,params_n_estimators
0,0 days 00:00:05.895959,191.98220812122926,0.16722140869064037,0.9439738546686494,0.6928851537065109,10,30
1,0 days 00:00:05.350283,0.015883640175540732,0.6841933459076975,0.7179111056148503,0.36014300509086894,10,12
2,0 days 00:00:05.313739,75.39644364898143,0.16838456182867756,0.46307618219794305,0.24511254698296714,10,12
3,0 days 00:00:05.383625,2.60883341807462,0.4401111092854263,0.934157015291735,0.3559137652857026,10,25
4,0 days 00:00:05.157420,1.0312128123575213,0.75825321201493,0.30146379497721637,0.4217479048995959,10,36
5,0 days 00:00:05.622185,524.5700242741675,0.3017590427698686,0.25703702959281727,0.13256909863356425,10,30
6,0 days 00:00:05.154352,30.104145523346887,0.6047734538010523,0.7551738541999056,0.46446827657185596,10,21
7,0 days 00:00:05.051894,98.69938283150552,0.7466181083837715,0.33158760429120804,0.032889394049441245,10,20
8,0 days 00:00:05.603020,84.8243441401661,0.6351687454660104,0.13419403478765837,0.29572610289864143,10,46
9,0 days 00:00:05.448657,3.3632890453976407,0.15203124892964004,0.22683825128742188,0.2986938045266433,10,15
10,0 days 00:00:05.267235,0.08574955080193777,0.8724209034349846,0.4786100574195437,0.7797609805288337,10,10
11,0 days 00:00:15.187149,0.0013431022871178931,0.14512049062176355,0.21334897726611118,0.8163866103155767,10,10
12,0 days 00:00:42.664215,0.0009521886104916892,0.9294309790311615,0.5583082531604948,0.7897336246828923,10,31
13,0 days 00:00:05.371482,932.5402368701521,0.5347710382164097,0.3477756813735605,0.03182863425590632,10,27
14,0 days 00:00:05.362067,0.38003861171964004,0.7894685171581723,0.5874872924882895,0.479421253716368,10,43
15,0 days 00:00:05.726140,1360.706027759579,0.5447140725014326,0.6855882861543863,0.5143115826571187,10,15
16,0 days 00:00:05.352419,9.751243086027516,0.86693742220019,0.8026859131177859,0.9565386458548242,10,20
17,0 days 00:00:05.581456,1892.8488523783408,0.3566118091222724,0.9187587344405334,0.49400157509108156,10,10
18,0 days 00:00:05.827181,1.4046535412178076,0.3784686761142413,0.8244068647667936,0.6729903946860072,10,14
19,0 days 00:00:05.103129,0.30558088652706733,0.8848219674896723,0.965132719899825,0.5334024677153211,10,25
20,0 days 00:00:05.404296,1015.6876188100908,0.4545718906638221,0.4586000444016502,0.5134703662034416,10,19
21,0 days 00:00:04.880307,22.045286987426316,0.9600000040934504,0.2699090957627354,0.5599940395458296,10,19
22,0 days 00:00:05.410079,0.013080277755765155,0.5715244899359703,0.9904311276714997,0.9999982387293989,10,13
23,0 days 00:00:05.890899,1959.411505130258,0.10421310765903602,0.5881715609976265,0.9099454881108353,10,10
24,0 days 00:00:05.039229,74.94572538660861,0.43233935164726467,0.09974556513557348,0.6453596229858763,10,12
25,0 days 00:00:05.524026,32.30263978126686,0.12415453401839707,0.232985229523351,0.7336870729300276,10,12
26,0 days 00:00:05.253350,1550.404319827715,0.9720541482481572,0.7292316399352454,0.36197398947516635,10,16
27,0 days 00:00:05.675369,3608.3315278991354,0.1780448555609151,0.5883863942285361,0.05103111506480995,10,14
28,0 days 00:00:05.609855,0.006759948204347526,0.8125996871655239,0.9382524458924598,0.9251235008488141,10,29
29,0 days 00:00:05.214633,2.1913844048607767,0.15484134391324306,0.8666478762990537,0.39005365784808055,10,14
30,0 days 00:00:05.578808,0.581142318343634,0.31201417046305163,0.9490322597917047,0.43270369478290016,10,10
31,0 days 00:00:21.995998,0.007069308260186268,0.15382914347068416,0.6645059242244862,0.4525692062134892,10,15
32,0 days 00:00:05.796489,10.135117386277974,0.9483171666147938,0.729350646693981,0.39374219474826166,10,43
33,0 days 00:00:05.284836,0.012293420362394307,0.7520855401804702,0.9578641724238123,0.5143215280712653,10,19
34,0 days 00:01:05.694793,0.00010574143483965992,0.9965024587727535,0.3462630652467705,0.6236471731822801,10,46
35,0 days 00:00:05.601162,64.7033187512612,0.3114763892988292,0.9162161851986643,0.4582911559975441,10,14
36,0 days 00:00:05.540702,150.53749026831454,0.10957141519559346,0.2960478707946136,0.368679251542935,10,16
37,0 days 00:00:20.705887,0.01658010708884781,0.5136932707981123,0.443519977242201,0.3020183554399868,10,14
38,0 days 00:00:37.626742,0.0005808380820676399,0.10278122990712069,0.7320851133955925,0.7214744409372138,10,26
39,0 days 00:00:05.265563,879.5606384060137,0.8783361349449824,0.31505566369380494,0.21659039669397573,10,32
40,0 days 00:01:01.591372,0.00019932817795100183,0.8125731815876074,0.07513972371847785,0.8839824512001222,10,44
41,0 days 00:00:05.397863,15.392742106472022,0.23234503123494316,0.5228254746285399,0.3412064829762862,10,33
42,0 days 00:00:05.893412,440.214848631219,0.6032188473050456,0.21253469951045173,0.9197307374874446,10,32
43,0 days 00:00:05.542499,7.34855393628354,0.6364135553472555,0.4179802848246199,0.8287203586078778,10,36
44,0 days 00:00:05.466634,124.08908256905178,0.28953229565414984,0.23949804546133174,0.5518476653871217,10,40
45,0 days 00:00:06.018393,3.015727375456629,0.1297976484940813,0.7534256133505687,0.6357871537286283,10,10
46,0 days 00:00:05.366759,2387.471403612946,0.8328100979200008,0.09526002767897973,0.019531170177391366,10,34
47,0 days 00:00:05.366012,0.0970457117755355,0.1579653731325656,0.7375723071642742,0.496003483698619,10,40
48,0 days 00:00:34.008791,0.00011204028487008023,0.3972801912196817,0.6806178927357519,0.6561105757977097,10,23
49,0 days 00:00:05.390091,6318.834961701735,0.8143593178577229,0.1779406820452474,0.8762250007692581,10,11
50,0 days 00:00:05.506531,0.3244770238924249,0.6881248334443069,0.36730468782714665,0.13104752411537868,10,12
51,0 days 00:00:05.170641,55.09686698345278,0.19804993893459233,0.5792150292244788,0.07184685789319556,10,13
52,0 days 00:00:05.478365,7320.017420670356,0.4045456221598218,0.05018087004330793,0.06827832372487463,10,11
53,0 days 00:00:11.562453,0.0031121686063325608,0.999046750521212,0.9938794171638581,0.8730809367581994,10,15
54,0 days 00:00:11.311325,0.004223564776725758,0.7662575831933491,0.7707509694055602,0.9382543266406721,10,47
55,0 days 00:00:05.140452,14.425520380872339,0.7479377698552764,0.33718474620971606,0.8211817627329956,10,32
