acc,bal_acc,roc,eq_loss,eod,spd,tpr_min,tpr_max,tpr_mean,pr_min,pr_max,pr_mean,bal_acc_min,bal_acc_max,bal_acc_mean
0.8077789150460594,0.8393544296920536,0.9282995595768327,0.2922196841234164,0.06901257236888314,0.4729603872918716,0.841726618705036,0.9107391910739191,0.880302764231811,0.1713848508033665,0.6443452380952381,0.37864968614447875,0.7172088093932154,0.8750585148319701,0.8182998777824205
0.8024564994882293,0.8250090239327588,0.9110722503938762,0.27708205793645463,0.08220211161387636,0.3425388177549459,0.8088235294117647,0.8910256410256411,0.8631479466177903,0.19322555812163203,0.5357643758765779,0.3497906652561077,0.7207382953181273,0.8965189447472912,0.8202776646669017
0.7768222768222768,0.8066658249406491,0.8888847928985357,0.9529008624380008,0.14165733482642784,0.48097711811997523,0.8157894736842105,0.9574468085106383,0.8744408461010887,0.1890909090909091,0.6700680272108843,0.46407481338612555,0.6710310965630115,0.8522937556483194,0.767611272266806
0.8073300573300574,0.8296495532093723,0.9176522387454472,0.33539672318636904,0.13095238095238093,0.423712683912462,0.8333333333333334,0.9642857142857143,0.8863997538246327,0.1569811320754717,0.5806938159879337,0.371678597349219,0.7328444211629125,0.8774922774501545,0.8203415636252049
0.8126535626535627,0.8428343925564387,0.9287885965170976,0.27479910461748625,0.3136781917269722,0.5259844940059428,0.6410256410256411,0.9547038327526133,0.8289610012291019,0.14416475972540047,0.6701492537313433,0.362520606824275,0.7488923863501971,0.8691942434560544,0.7998073438747879
0.8183865683865684,0.8322532401069809,0.9183836134690818,0.28380298282675126,0.10913151242975283,0.4327117005111203,0.7801418439716312,0.889273356401384,0.8439914415359695,0.16377952755905512,0.5964912280701754,0.3600268561490836,0.7399906605015769,0.846669681950386,0.8059294225522836
0.8206388206388207,0.8155598819665035,0.9041150538760971,0.31843912853119377,0.30052403736614264,0.44029513643816576,0.6691729323308271,0.9696969696969697,0.829320430970466,0.12442748091603054,0.5647226173541963,0.3528430801231123,0.7554363746015336,0.8409090909090909,0.8014223217002977
0.8151105651105651,0.8371348439441056,0.918486081096795,0.319700979602673,0.07193515704154008,0.38738327629188324,0.8571428571428571,0.9290780141843972,0.8829431837802251,0.17638483965014579,0.563768115942029,0.36932656120163476,0.7651632165261586,0.9194537105852936,0.8265343575253425
0.8046683046683046,0.8370126887160115,0.9185405386112989,0.32292398139120637,0.20060790273556228,0.507822795296828,0.7142857142857143,0.9148936170212766,0.8422034427353576,0.16222062004325882,0.6700434153400868,0.3789598047553856,0.7097843409853855,0.8737900840137262,0.791721341210802
0.7968877968877969,0.8236907457916315,0.9061111002375176,1.0461106083891063,0.08173556616239253,0.4486756215858816,0.8156028368794326,0.8973384030418251,0.8638095396721912,0.1796042617960426,0.6282798833819242,0.4187304417635746,0.7181727476202033,0.8562242658395458,0.7854722340306125
