,acc,roc,eq_loss,eod,spd
0,0.8380757420675538,0.9272098558853681,0.2730897662046571,0.1663442940038684,0.45362002532805223
1,0.8485158648925282,0.9292292803762054,0.277100527802131,0.12007534139067655,0.3981944814820625
2,0.823914823914824,0.9294736734633263,0.30210380627822164,0.14174487313173445,0.44300076312383263
3,0.8415233415233415,0.9255682169881726,0.2897373503656733,0.27420634920634923,0.42405250558140783
4,0.8341523341523341,0.9320444795368412,0.2626535388013142,0.13636363636363635,0.4535511297999168
5,0.826986076986077,0.9266510243468769,0.30052365759923105,0.21477937267410951,0.4641256115599044
6,0.8386568386568387,0.9260876504518019,0.243774773887724,0.27530427954456227,0.457921053963172
7,0.8230958230958231,0.9261909838367104,0.26839983160755726,0.19911717495987158,0.4588525621915267
8,0.8364045864045864,0.9348909158241419,0.2694032578824642,0.09654410749620368,0.4258813828673958
9,0.8392710892710893,0.9278860467874096,0.27887406483631605,0.28119908765070056,0.482054890921886
