model,thresh,bal_acc,precision,acc,recall,logloss,min_acc,min_bal_acc,min_tpr,min_pr,max_logloss,max_logloss_tpr,eod,spd,eq_loss,duration
0,0.5041880378682452,0.6585064268829472,0.6802930967990745,0.6666666666666666,0.7414880201765448,0.6890479176128118,0.6582506762849414,0.6089794029159917,0.6035283194057567,0.44229035166816955,0.6896728048612827,0.6872297796128596,0.2995019836245464,0.3320287144796904,0.0028888772686704867,0 days 00:00:01.228220
1,0.5034324704431762,0.6563475598377766,0.6773700305810397,0.6650507848568791,0.7448507776376628,0.6898970362773069,0.6537421100090172,0.6106572552649849,0.6072423398328691,0.4504057709648332,0.6904665524833772,0.6878692870339971,0.29578796319743395,0.3278043457666843,0.0024528422972062147,0 days 00:00:01.310320
2,0.5039181394065796,0.6587624432679959,0.6805555555555556,0.6668975069252078,0.7414880201765448,0.6894256824976116,0.6582506762849414,0.609841471881509,0.6035283194057567,0.44229035166816955,0.690024346542396,0.6875229778605692,0.2995019836245464,0.3320287144796904,0.002690749739813425,0 days 00:00:01.081722
3,0.5042012068177031,0.6589726156093157,0.680678750482067,0.6671283471837488,0.7419083648591845,0.6890335626757284,0.6582506762849414,0.6104007559978399,0.6035283194057567,0.44229035166816955,0.6896605371640703,0.687214102302848,0.2995019836245464,0.3320287144796904,0.002898928516580579,0 days 00:00:01.164058
4,0.5041843367635973,0.658552270926676,0.6804322655345426,0.6666666666666666,0.741067675493905,0.6890345773245852,0.6582506762849414,0.6092821877651778,0.6035283194057567,0.44229035166816955,0.6896579967810761,0.687234496828949,0.2995019836245464,0.3320287144796904,0.0028916323897408835,0 days 00:00:01.291356
5,0.504194068122167,0.6585064268829472,0.6802930967990745,0.6666666666666666,0.7414880201765448,0.6890336766488703,0.6582506762849414,0.6089794029159917,0.6035283194057567,0.44229035166816955,0.6896588233331543,0.687231363949407,0.2995019836245464,0.3320287144796904,0.0028922680791689803,0 days 00:00:01.083399
6,0.5041891678822243,0.6585064268829472,0.6802930967990745,0.6666666666666666,0.7414880201765448,0.6890423859391223,0.6582506762849414,0.6089794029159917,0.6035283194057567,0.44229035166816955,0.6896665128198713,0.6872393816854716,0.2995019836245464,0.3320287144796904,0.0028898962812573536,0 days 00:00:01.174740
7,0.5020219143166119,0.6590910998631782,0.6805234795996921,0.66735918744229,0.7431693989071039,0.6920042965491258,0.6582506762849414,0.6106572552649849,0.6035283194057567,0.44229035166816955,0.6924290719736224,0.6895565473314046,0.2995019836245464,0.335919765063348,0.0013536568813863337,0 days 00:00:01.241900
8,0.5040172959481775,0.6591827879506356,0.6808018504240555,0.66735918744229,0.7423287095418243,0.6892869217624209,0.6582506762849414,0.610960040114171,0.6035283194057567,0.44229035166816955,0.6898959937142229,0.687415228641224,0.2995019836245464,0.3320287144796904,0.002768265015688387,0 days 00:00:01.328092
9,0.5023487329413141,0.6592286319943644,0.6809413580246914,0.66735918744229,0.7419083648591845,0.6916167313100461,0.6582506762849414,0.6112628249633573,0.6035283194057567,0.44229035166816955,0.6920703931935585,0.6892220170559452,0.2995019836245464,0.3320287144796904,0.0015611043332611763,0 days 00:00:01.214517
