number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_reg_lambda
0,0 days 00:00:01.345690,0.01,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
1,0 days 00:00:01.358604,0.025,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
2,0 days 00:00:01.289957,0.05,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
3,0 days 00:00:01.341244,0.075,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
4,0 days 00:00:01.363098,0.1,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
5,0 days 00:00:01.361693,0.15,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
6,0 days 00:00:01.378285,0.2,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
7,0 days 00:00:01.387282,0.5,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
8,0 days 00:00:01.278645,0.75,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
9,0 days 00:00:01.254931,1.0,0.3218409046029154,4,623.7125503756845,0.03464296371078968,41,593.4540154557836
10,0 days 00:00:03.808549,0.01,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
11,0 days 00:00:03.808154,0.025,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
12,0 days 00:00:03.868230,0.05,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
13,0 days 00:00:03.937883,0.075,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
14,0 days 00:00:03.796774,0.1,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
15,0 days 00:00:03.950370,0.15,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
16,0 days 00:00:03.858891,0.2,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
17,0 days 00:00:03.796726,0.5,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
18,0 days 00:00:03.907332,0.75,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
19,0 days 00:00:03.685171,1.0,0.4582059888272666,2,77.86480995075287,0.3335130140363566,144,568.5197219694616
20,0 days 00:00:01.061400,0.01,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
21,0 days 00:00:00.934415,0.025,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
22,0 days 00:00:00.963568,0.05,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
23,0 days 00:00:01.000583,0.075,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
24,0 days 00:00:01.025592,0.1,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
25,0 days 00:00:01.001158,0.15,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
26,0 days 00:00:01.034282,0.2,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
27,0 days 00:00:00.988949,0.5,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
28,0 days 00:00:00.951280,0.75,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
29,0 days 00:00:00.870826,1.0,0.18351511827759268,3,261.8952624207879,0.005295695826956238,27,7.842150397599267
30,0 days 00:00:11.962102,0.01,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
31,0 days 00:00:11.845371,0.025,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
32,0 days 00:00:12.062977,0.05,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
33,0 days 00:00:11.917186,0.075,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
34,0 days 00:00:11.952956,0.1,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
35,0 days 00:00:12.358078,0.15,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
36,0 days 00:00:11.907394,0.2,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
37,0 days 00:00:11.931345,0.5,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
38,0 days 00:00:11.878393,0.75,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
39,0 days 00:00:11.200985,1.0,0.08826389111013168,4,79.24962089207452,0.1655412006070267,435,172.51097424338928
40,0 days 00:00:02.517337,0.01,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
41,0 days 00:00:02.514280,0.025,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
42,0 days 00:00:02.514943,0.05,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
43,0 days 00:00:02.564585,0.075,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
44,0 days 00:00:02.608489,0.1,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
45,0 days 00:00:02.545512,0.15,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
46,0 days 00:00:02.445573,0.2,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
47,0 days 00:00:02.500779,0.5,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
48,0 days 00:00:02.481156,0.75,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
49,0 days 00:00:02.366657,1.0,0.10976241832863004,3,28.862935290714596,0.0032190516864208443,86,0.9805186415203596
50,0 days 00:00:02.360351,0.01,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
51,0 days 00:00:02.318232,0.025,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
52,0 days 00:00:02.317497,0.05,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
53,0 days 00:00:02.326306,0.075,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
54,0 days 00:00:02.366963,0.1,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
55,0 days 00:00:02.341578,0.15,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
56,0 days 00:00:02.275852,0.2,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
57,0 days 00:00:02.374610,0.5,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
58,0 days 00:00:02.315592,0.75,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
59,0 days 00:00:02.146994,1.0,0.01295447220577448,3,375.01326042654864,0.21623163231928158,78,0.4067692596885745
60,0 days 00:00:08.538635,0.01,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
61,0 days 00:00:08.512691,0.025,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
62,0 days 00:00:08.475318,0.05,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
63,0 days 00:00:08.643311,0.075,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
64,0 days 00:00:08.575947,0.1,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
65,0 days 00:00:08.465884,0.15,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
66,0 days 00:00:08.399312,0.2,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
67,0 days 00:00:08.537076,0.5,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
68,0 days 00:00:08.908057,0.75,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
69,0 days 00:00:07.139621,1.0,0.025330583291326765,4,4.584804544484597,0.0323596167595308,291,26.97757062315019
70,0 days 00:00:04.744626,0.01,0.04275045556651298,4,15.848297443408201,0.019178140768409496,159,0.3473368108018608
71,0 days 00:00:04.767389,0.025,0.04275045556651298,4,15.848297443408201,0.019178140768409496,159,0.3473368108018608
72,0 days 00:00:05.124179,0.05,0.04275045556651298,4,15.848297443408201,0.019178140768409496,159,0.3473368108018608
73,0 days 00:00:04.863227,0.075,0.04275045556651298,4,15.848297443408201,0.019178140768409496,159,0.3473368108018608
74,0 days 00:00:05.189520,0.1,0.04275045556651298,4,15.848297443408201,0.019178140768409496,159,0.3473368108018608
75,0 days 00:00:04.720434,0.15,0.04275045556651298,4,15.848297443408201,0.019178140768409496,159,0.3473368108018608
