,acc,roc,eq_loss,eod,spd
0,0.74,0.6906666666666667,0.31911134698193355,0.18367346938775508,0.32258064516129037
1,0.68,0.7227498869289914,0.1564183394881435,0.10526315789473684,0.1428571428571429
2,0.73,0.7814980158730159,0.35903573262482924,0.040000000000000036,0.16666666666666663
3,0.66,0.7573784722222223,0.14884566826950596,0.02564102564102566,0.06557377049180324
4,0.68,0.6403769841269842,0.9978169045408987,0.33333333333333337,0.6
5,0.69,0.7666159309994927,0.34680427054491847,0.1071428571428571,0.25
6,0.73,0.7815468113975577,0.3959059945478759,0.125,0.14880952380952372
7,0.72,0.7402333840690004,0.41333971380312323,0.18152524167561768,0.3709677419354839
8,0.6,0.5886352598348713,0.3598724406091465,0.3846153846153846,0.44999999999999996
9,0.77,0.7814171122994652,0.23930436088490464,0.19047619047619047,0.2592592592592593
