,pr_0,tpr_0,bal_acc_0,roc_0,pr_1,tpr_1,bal_acc_1,roc_1,tpr,bal_acc,roc
0,0.3333333333333333,0.4117647058823529,0.5904977375565611,0.7058823529411764,0.5,0.6226415094339622,0.7524972253052165,0.8701442841287458,0.5714285714285714,0.7023809523809523,0.8233333333333333
1,0.40625,0.55,0.6916666666666667,0.7291666666666666,0.5147058823529411,0.6,0.6611111111111111,0.77,0.5857142857142857,0.6761904761904762,0.7652380952380954
2,0.4927536231884058,0.58,0.6584210526315789,0.6763157894736842,0.5483870967741935,0.65,0.6431818181818182,0.7136363636363636,0.6,0.6499999999999999,0.6880952380952381
3,0.7258064516129032,0.8409090909090909,0.6982323232323233,0.7474747474747475,0.5,0.5769230769230769,0.6217948717948718,0.7692307692307693,0.7428571428571429,0.6714285714285715,0.7552380952380952
4,0.6438356164383562,0.7884615384615384,0.7513736263736264,0.8177655677655677,0.5555555555555556,0.7222222222222222,0.75,0.7901234567901234,0.7714285714285715,0.7523809523809524,0.8119047619047619
5,0.4864864864864865,0.5909090909090909,0.6287878787878788,0.6909090909090909,0.6190476190476191,0.7291666666666666,0.73125,0.825,0.6857142857142857,0.6928571428571428,0.7728571428571429
6,0.527027027027027,0.6,0.6125,0.6983333333333333,0.5769230769230769,0.65,0.6583333333333333,0.7833333333333334,0.6142857142857143,0.6238095238095238,0.7204761904761905
7,0.25925925925925924,0.2777777777777778,0.5277777777777778,0.7438271604938271,0.3561643835616438,0.4807692307692308,0.7165750915750916,0.6771978021978021,0.42857142857142855,0.6642857142857143,0.6821428571428573
8,0.6774193548387096,0.8,0.6727272727272727,0.7909090909090909,0.6521739130434783,0.74,0.6594736842105263,0.7842105263157895,0.7571428571428571,0.6619047619047619,0.7880952380952381
9,0.8115942028985508,0.86,0.5878947368421052,0.8210526315789474,0.7096774193548387,0.85,0.6977272727272728,0.7863636363636363,0.8571428571428571,0.6285714285714286,0.810952380952381
