number,duration,params_C,params_a,params_b,params_gamma,params_n_estimators
0,0 days 00:00:49.776431,15.05073893681775,0.36684806588486485,0.13368086815135694,0.6758095068531412,321
1,0 days 00:00:47.794533,0.0010280661741210073,0.13805366502444133,0.7487497047849698,0.2994142575889913,307
2,0 days 00:00:22.610650,0.0035759130694989877,0.9855309377402673,0.05829708569558639,0.1418193645740602,228
3,0 days 00:00:41.060502,0.002745938505381216,0.6813614261522416,0.17152238521200855,0.4523218476548857,280
4,0 days 00:00:05.268024,0.0002786346210508593,0.9339611512202192,0.9169081351476374,0.5164764990182918,32
5,0 days 00:00:03.788489,0.6219772537249031,0.42574267591975745,0.9957850620577428,0.9503585404724236,24
6,0 days 00:00:19.074476,0.026359933620403158,0.839449810974016,0.5750816320449934,0.8278351825232765,129
7,0 days 00:00:05.033196,302.9357285590193,0.6988635306388001,0.6247376288792734,0.8010418444738703,32
8,0 days 00:00:05.692457,0.06655497169829418,0.25084916576857574,0.5473739996251618,0.547907110234738,36
9,0 days 00:00:46.199450,572.3517223682753,0.33564242456072824,0.8521218292876216,0.1095753713707891,289
10,0 days 00:00:03.619357,0.006863874446743467,0.6739971862606602,0.9181736392161411,0.9649909357626852,24
11,0 days 00:00:14.709725,235.53258891997262,0.516537264067027,0.3690215666372069,0.8467317867752466,95
12,0 days 00:01:03.901013,0.3966026702791859,0.5970544243879398,0.6161877959989007,0.13246986173476372,421
13,0 days 00:00:02.984834,5849.193035580833,0.912344455270835,0.298934208519511,0.3516180406196814,19
14,0 days 00:01:04.946308,5.379449881030311,0.1708980831518762,0.6714967330827287,0.055309123143620575,431
15,0 days 00:00:28.826083,1.6140755806758758,0.9171037106021704,0.803941222178829,0.7208446875689676,195
16,0 days 00:00:53.386105,0.0005961251000149664,0.4795112525445656,0.9363659563834041,0.2572914954932347,341
17,0 days 00:00:15.525082,38.0069276602002,0.741967113970268,0.1577865126895779,0.3512624382648155,99
18,0 days 00:00:44.020719,0.0001407226333583581,0.501371117074092,0.934923059928386,0.35349077779471316,281
19,0 days 00:00:03.159077,105.0066893544199,0.7784156266932382,0.5381082978577727,0.0865035985231789,22
20,0 days 00:01:04.687804,0.8878719122540442,0.18326215737974832,0.33543472600137736,0.8468730643271387,421
21,0 days 00:00:11.180179,105.63157358021971,0.9574870410872707,0.2057425437625311,0.9286533741402124,65
22,0 days 00:00:25.747277,0.0001194001781633851,0.5174721294909124,0.26747719100467965,0.17136191605701712,172
23,0 days 00:00:10.516618,18.47429261793015,0.17865138689854487,0.15998583129809216,0.6536897253370277,70
24,0 days 00:00:51.735645,0.07878002923621835,0.551630612441103,0.7142425236695146,0.6323952766770743,336
25,0 days 00:00:09.280189,1507.3502691195854,0.4827973558781422,0.8193496375839124,0.01716669027008244,60
26,0 days 00:00:10.978715,0.017467253486779678,0.8753051030799701,0.5440642873013949,0.6336062622410311,77
27,0 days 00:00:18.976019,0.00024838164549128487,0.8210136810146433,0.5808783711101604,0.49530988020393374,124
28,0 days 00:00:10.599634,2.244595565830644,0.46012923129895433,0.2325925439946678,0.9401401587486007,69
29,0 days 00:00:16.906024,0.05678939178522474,0.12564057749577562,0.9996011883683728,0.9854497763945703,102
30,0 days 00:00:07.015826,0.0036604288568971716,0.6461452315591822,0.8950631179807236,0.6993402004149855,39
31,0 days 00:00:06.287642,114.95900961445453,0.48050061289163515,0.779029903267777,0.3435372416914577,38
32,0 days 00:00:01.759177,2.385979788256402,0.526659697689084,0.4933499481158025,0.20321239706954008,10
33,0 days 00:00:10.847972,0.0005776913686080881,0.18719555892775347,0.3829027340033237,0.8163382354738027,68
34,0 days 00:00:03.808611,168.51416061469226,0.12911456191761822,0.3920422722364032,0.586713970126634,23
35,0 days 00:00:10.763187,0.00010885454662993718,0.6290360471342115,0.8914468792468876,0.9016912700181189,73
36,0 days 00:00:15.789392,0.06866643304502597,0.7676966591747816,0.5555334463756265,0.7976262622335075,98
37,0 days 00:00:25.436037,0.0005716753057845331,0.3363926560638916,0.5077935681055608,0.5298794139008917,161
38,0 days 00:00:07.622389,2877.1705644267463,0.815678390815577,0.8235986780578426,0.3174664961577356,49
39,0 days 00:00:02.148470,4232.548289926056,0.8363310141922231,0.4018599753974536,0.36403325300293965,11
40,0 days 00:00:09.564232,94.28444025878,0.43734544786684715,0.2888731527595333,0.25249304963806796,62
41,0 days 00:00:03.719460,16.84949023051704,0.5499899003032842,0.6357374126431649,0.158155424818612,23
42,0 days 00:00:02.759853,1385.5710892156128,0.38418458771837827,0.9303821138825311,0.4918451082323261,14
43,0 days 00:00:18.583542,2.933130479475411,0.5996064589048432,0.8454677255586323,0.3673305826305294,115
44,0 days 00:00:06.205327,0.021206551222153733,0.47880151591763453,0.39027479439785373,0.13377996257518798,41
45,0 days 00:00:31.824576,0.8064715036553165,0.28831253526485023,0.40708857003960763,0.7435907928685813,204
46,0 days 00:01:03.307809,0.003399224078631606,0.49558817039136416,0.6464651687457659,0.8220765729819524,403
