number,duration,params_C,params_Kmin,params_alpha,params_max_iter,params_n_iterations
102,0 days 00:00:22.511037,4.786109145619187,28,0.7918863192935665,10,12
103,0 days 00:01:08.012719,315.47463545298586,47,0.7420608907492071,10,43
104,0 days 00:00:52.653520,19.61932943318445,40,0.22895433752490923,10,31
105,0 days 00:01:12.321778,5.717977439552619,18,0.36361776796081147,10,44
106,0 days 00:01:19.419774,724.2845112695821,16,0.3525432001389901,10,48
107,0 days 00:01:05.460501,11.288356891943181,40,0.7061558591776059,10,46
108,0 days 00:00:14.770463,0.00017308814284403847,24,0.49297083894502636,10,12
109,0 days 00:00:18.367273,2869.9062026858196,10,0.22003177524927964,10,11
110,0 days 00:00:42.172517,0.0007298673318238369,15,0.6075255330206918,10,48
111,0 days 00:00:21.098410,0.1552342105420427,28,0.6927640267864991,10,14
112,0 days 00:00:49.447335,141.92175506816778,22,0.7496518363390838,10,29
113,0 days 00:00:27.347474,0.30180043249150285,24,0.7320569770208464,10,15
114,0 days 00:00:18.625071,4.900668219827046,25,0.4929267624448105,10,10
115,0 days 00:00:43.270253,0.022823502823167197,22,0.30010992047342216,10,25
116,0 days 00:01:00.127555,27.44833739053831,14,0.4913890842275651,10,35
117,0 days 00:00:25.451604,2.225107946855054,44,0.5438764135405345,10,14
118,0 days 00:00:54.665374,1.1903204088698853,13,0.2997938058403574,10,33
119,0 days 00:00:16.509497,0.004424593475358668,10,0.4606655932523992,10,12
120,0 days 00:00:31.086799,1.9699961383952236,25,0.48088469852550453,10,19
121,0 days 00:00:23.999988,0.0011916393303402606,16,0.7205649488150304,10,24
122,0 days 00:00:20.058849,0.0016527827348682615,17,0.47183273272522264,10,20
123,0 days 00:00:26.457280,0.0192368128597851,39,0.7056026066720942,10,15
124,0 days 00:00:31.585332,0.004163493686349991,33,0.8496148588226887,10,33
125,0 days 00:00:42.701944,0.3334994120322377,25,0.41232579736902886,10,25
126,0 days 00:00:24.573186,44.015129433698995,46,0.6438728374058998,10,14
127,0 days 00:00:29.506105,2430.083004094636,16,0.6701454862433126,10,17
128,0 days 00:00:25.847982,0.0004502471378957277,40,0.15398984103819524,10,28
129,0 days 00:00:59.376025,753.2728768800253,42,0.573113316700039,10,37
130,0 days 00:00:11.923630,0.0001358639806600201,47,0.37746160630957826,10,10
131,0 days 00:00:17.760261,0.17461545277412596,27,0.19366817003709924,10,10
132,0 days 00:00:22.599569,0.3671546445250177,47,0.544368681498609,10,13
133,0 days 00:01:08.804721,2.2108475748318273,13,0.7106355490306995,10,42
134,0 days 00:00:26.123877,5673.503468432303,18,0.3978064584862562,10,16
135,0 days 00:00:31.769284,8197.685629011643,13,0.6460524607136879,10,18
136,0 days 00:00:22.311567,0.008287192496825668,25,0.5039243540501392,10,18
137,0 days 00:01:02.689217,0.8382594952641436,31,0.7194807497159216,10,37
138,0 days 00:00:44.508405,0.014400496570488471,15,0.5741063987865245,10,26
139,0 days 00:00:48.017158,0.004316679504091765,31,0.22582025076103146,10,45
140,0 days 00:00:24.644874,771.2327132513271,40,0.6519564806909107,10,14
141,0 days 00:00:17.207522,0.0031237664580873368,40,0.27702161751467025,10,13
142,0 days 00:00:39.863140,0.004418581511908072,47,0.1797491669390966,10,32
143,0 days 00:00:14.794602,0.00013300740169688703,38,0.5672679551566334,10,12
144,0 days 00:00:34.118593,0.3990944378219301,28,0.7910807873241745,10,21
145,0 days 00:00:13.134436,0.0009320940445070601,13,0.7230698154911298,10,10
146,0 days 00:01:03.118969,114.18230050790595,10,0.8200913463402384,10,38
147,0 days 00:00:28.862915,5.814613256982431,46,0.5509293648402587,10,16
148,0 days 00:00:29.105400,2306.8204114218915,17,0.7771039017533837,10,15
149,0 days 00:01:08.305073,121.4694893075115,25,0.6585742702843986,10,48
150,0 days 00:00:12.947485,0.0016803428923204931,43,0.2771993132093683,10,10
151,0 days 00:00:22.590043,835.1252478189956,48,0.3249842976284596,10,12
152,0 days 00:01:14.711213,2846.7098463355132,33,0.12812677256266475,10,46
153,0 days 00:00:20.303752,0.0523661277833465,25,0.5620064820319878,10,11
154,0 days 00:00:51.394849,34.61475006073263,19,0.3895042820040706,10,31
155,0 days 00:00:56.366948,0.9231753617115837,14,0.8130644669505908,10,34
156,0 days 00:01:06.116243,0.6620522740162901,14,0.5316488177630154,10,40
157,0 days 00:00:18.484646,0.0001823342317595436,25,0.8349218439049395,10,18
158,0 days 00:00:11.588104,0.000378675004702977,29,0.8711625705271718,10,10
159,0 days 00:01:16.142426,20.058554642716874,41,0.5005356291667908,10,46
160,0 days 00:00:40.159130,30.115489381394095,31,0.6827064443839559,10,28
161,0 days 00:00:54.770435,14.911672560177458,49,0.4731646355274358,10,32
162,0 days 00:00:33.728239,0.033621957707254645,21,0.3845176177507936,10,19
163,0 days 00:00:27.134918,0.0005023875254711989,17,0.7707839798637378,10,30
164,0 days 00:00:31.262786,46.668616731610356,45,0.5093640730780635,10,19
165,0 days 00:00:59.704029,221.5467112833904,20,0.2264795873395772,10,36
166,0 days 00:00:51.479163,5347.9465760129415,45,0.8814589716449498,10,30
167,0 days 00:00:22.295600,0.20000287714472756,13,0.4794193884756386,10,13
168,0 days 00:00:31.980045,0.4355202266207111,38,0.3191544483656397,10,19
169,0 days 00:00:21.289437,2956.212553116684,22,0.3455509844087985,10,12
170,0 days 00:00:18.920781,1107.9664119602028,19,0.7089714889525524,10,10
171,0 days 00:00:39.828341,5.345501948686082,44,0.8555514621544779,10,24
172,0 days 00:00:19.554274,0.0045586870084166385,45,0.1175378952555632,10,10
173,0 days 00:00:24.853899,0.00088016415798335,31,0.40063341265003627,10,25
174,0 days 00:00:23.408061,10.449386820594786,16,0.7438679972536265,10,12
175,0 days 00:00:47.564073,0.3667477848289122,38,0.4616913313814329,10,28
176,0 days 00:00:21.913570,25.723097397787036,22,0.7300228167799294,10,12
177,0 days 00:00:13.977774,0.0007464309288221823,37,0.7703501506612714,10,13
178,0 days 00:00:41.069111,0.044947281994276694,46,0.1815352188831633,10,24
179,0 days 00:01:04.173420,131.53319172402502,33,0.4936078825811866,10,38
180,0 days 00:00:46.897002,0.013987843989922274,20,0.6879250910215325,10,29
181,0 days 00:00:19.963160,0.012798425279719288,14,0.2816724619794687,10,11
182,0 days 00:00:47.966192,0.015571346984628375,47,0.5865342076648444,10,27
183,0 days 00:01:16.120815,4179.386581146176,14,0.8769144060346667,10,46
184,0 days 00:00:20.520950,1.489577686982709,40,0.4016406219986254,10,11
185,0 days 00:00:41.306307,0.7604363837763954,45,0.239973377586127,10,24
186,0 days 00:00:53.632567,0.00873371604888311,19,0.18737645446443407,10,42
187,0 days 00:00:19.164939,0.13833381479742066,40,0.19022449452114298,10,11
188,0 days 00:00:31.307446,0.9091021222679799,10,0.36358103398408026,10,17
189,0 days 00:00:29.300833,0.0003380291160612122,19,0.7899364810587118,10,30
190,0 days 00:00:43.494941,977.0847579146129,29,0.6463587425669773,10,25
191,0 days 00:00:31.934478,1.021866668637852,34,0.4305906003860289,10,21
192,0 days 00:00:42.037693,0.00016849206371833658,13,0.4929362084659118,10,46
193,0 days 00:00:24.514010,0.1779283780773202,29,0.3307512620952282,10,14
194,0 days 00:00:48.374546,22.536922714237253,21,0.1543981182152403,10,29
195,0 days 00:00:21.736270,4.223525670381204,30,0.3485698672407215,10,12
196,0 days 00:00:21.521892,0.0003935941566294554,11,0.5493245338271503,10,22
197,0 days 00:00:28.543142,125.20893301893756,40,0.7023174259765933,10,15
198,0 days 00:00:20.949475,0.05534562976777172,17,0.1001248655241013,10,12
199,0 days 00:00:30.381514,0.0002607387395520217,10,0.1528516539861353,10,36
200,0 days 00:00:49.597018,55.997911139649865,35,0.3533389582755405,10,30
201,0 days 00:00:29.253532,1225.3235411915507,48,0.8760385404009018,10,16
202,0 days 00:00:44.389724,3.6880698049518488,37,0.14816470391945993,10,27
203,0 days 00:00:27.718538,0.0005787756725574342,23,0.20539726385486576,10,31
204,0 days 00:00:21.350185,0.17007939913837666,33,0.8147234060550317,10,11
205,0 days 00:00:37.875202,0.2460792566414209,38,0.22845056512196696,10,23
206,0 days 00:00:16.436275,0.004100085799435463,27,0.6713035556679653,10,12
207,0 days 00:01:04.187566,0.11261158748775559,31,0.12379837242093439,10,38
208,0 days 00:00:22.510755,0.5815077203921214,18,0.4474112015354621,10,13
209,0 days 00:00:12.328728,0.0012579205613853547,48,0.2477718344571187,10,10
210,0 days 00:00:51.296916,465.59705655395186,17,0.27336780922456194,10,31
211,0 days 00:00:50.057358,10.477260583911619,36,0.3381329007775761,10,30
212,0 days 00:00:24.014762,0.15975599829596412,23,0.25380939540671293,10,13
213,0 days 00:00:25.875453,0.08386351712267878,38,0.5525245386267239,10,16
214,0 days 00:00:47.707483,258.67966548589305,26,0.5275030347932449,10,29
215,0 days 00:00:48.441336,24.896371021614744,25,0.34615240679548687,10,28
216,0 days 00:00:49.122501,6956.078754595252,15,0.24149931926460655,10,29
217,0 days 00:00:30.922890,706.0710488555025,42,0.8667734931103924,10,18
218,0 days 00:00:29.276678,0.12248397892104682,19,0.10422152159293825,10,16
219,0 days 00:00:35.843864,18.475183522718808,12,0.54518359078398,10,21
220,0 days 00:00:12.829509,0.0007369685922013379,38,0.11758660990860897,10,10
221,0 days 00:00:22.769138,173.26357002164553,30,0.7207126602962168,10,13
222,0 days 00:00:29.314773,0.002639833300290926,29,0.48573319714675167,10,31
223,0 days 00:01:08.491080,1827.7351577231836,26,0.8722503514103437,10,41
224,0 days 00:00:58.102875,9555.31975793647,19,0.2842134418498666,10,35
225,0 days 00:00:39.864641,0.018979130501212728,14,0.2823478998824063,10,22
226,0 days 00:00:55.202335,0.13681454192583575,25,0.3895044363700738,10,33
227,0 days 00:00:26.116135,3325.653279204127,12,0.6237371842395364,10,14
228,0 days 00:00:13.430388,0.0006356172207012894,42,0.5779284184516225,10,12
229,0 days 00:01:04.332377,23.65750618542766,38,0.7018421822493764,10,38
230,0 days 00:00:38.427773,647.2004824265674,23,0.7485592503752567,10,22
231,0 days 00:00:24.915506,0.057794205571461865,27,0.5789158363366356,10,14
232,0 days 00:01:07.141030,765.1708103849593,28,0.2187727731746473,10,40
233,0 days 00:00:32.031778,266.64125216047137,49,0.10574595208163613,10,19
234,0 days 00:00:23.729082,0.014063669039908303,38,0.25082259528733264,10,14
235,0 days 00:00:40.693443,7.6511967501274665,18,0.7612764459228085,10,24
236,0 days 00:01:09.339331,1001.1693009146667,23,0.8596417008075815,10,42
237,0 days 00:00:25.581684,5383.139364587627,42,0.4597865520271345,10,14
238,0 days 00:00:51.001020,0.06028585351090433,49,0.2964446536415067,10,29
239,0 days 00:00:25.983865,52.64629236925167,40,0.6476824291785095,10,15
240,0 days 00:00:33.754343,3.2289054155988888,29,0.3546901326220705,10,19
241,0 days 00:00:27.622927,14.207881647915222,49,0.7908753392585507,10,14
242,0 days 00:00:25.539836,0.0018921529304698442,19,0.10855564115166416,10,25
243,0 days 00:01:18.237721,1468.9307416986283,10,0.10345904542700275,10,48
244,0 days 00:00:17.491657,128.239645357761,18,0.11896420614790887,10,10
245,0 days 00:00:49.913449,3605.257927477402,29,0.2751033143388094,10,30
246,0 days 00:00:39.231571,4793.927762543285,27,0.3502763949835346,10,24
247,0 days 00:00:45.782042,12.30300359711084,24,0.16558655328281507,10,27
248,0 days 00:00:42.016978,45.05463377575553,33,0.5595748751909552,10,25
249,0 days 00:00:21.632666,0.15904685404871904,18,0.17178429468050674,10,12
250,0 days 00:00:44.651991,130.14753405686068,15,0.8972216525007045,10,26
251,0 days 00:00:28.120288,1040.005687347556,42,0.5356255781263327,10,16
252,0 days 00:00:45.400862,0.14347342365598129,34,0.8729097425509706,10,47
253,0 days 00:00:38.309803,0.01140102752798586,13,0.1538042649535739,10,23
254,0 days 00:00:30.173030,3748.6313127443013,40,0.7350488513354915,10,17
255,0 days 00:00:21.935582,0.004867446449276198,41,0.7487455380884223,10,20
256,0 days 00:00:48.867457,14.93425289561467,11,0.12006870238645143,10,29
257,0 days 00:00:48.845163,0.02852663873372009,25,0.3382172374511672,10,30
258,0 days 00:00:36.129484,0.0003046964346395166,34,0.49102269362787554,10,40
259,0 days 00:00:28.028559,0.00018458269340268155,36,0.24199841728162153,10,30
260,0 days 00:00:58.913040,244.15122692371673,31,0.40723764936950635,10,36
261,0 days 00:01:06.542412,20.911484202611927,10,0.5923989490974312,10,40
262,0 days 00:00:42.238176,0.003925719181429312,15,0.2815717950683442,10,43
263,0 days 00:00:45.651544,3.5803655053172134,17,0.29856861333126317,10,27
264,0 days 00:00:51.726104,1.8592674563040033,47,0.5887329839186973,10,31
265,0 days 00:00:20.651012,4.351956999907755,25,0.606824544877167,10,11
266,0 days 00:00:23.427900,0.004746875939109719,44,0.5293151603180125,10,20
267,0 days 00:00:26.412680,0.012348505028763484,42,0.8759539557049777,10,14
268,0 days 00:00:17.860862,0.003439058517764242,18,0.5277920196125429,10,14
269,0 days 00:00:49.640547,7928.728764685947,12,0.15934467719096324,10,29
270,0 days 00:00:51.422554,7.842471884383489,37,0.7050293599749613,10,31
271,0 days 00:00:31.095382,8.023071286506188,38,0.6156495043344226,10,18
272,0 days 00:00:37.591178,0.0008269991435592963,25,0.7022546552835544,10,43
273,0 days 00:00:37.648508,0.005458357001542666,18,0.33615633311261783,10,32
274,0 days 00:00:13.748993,0.00024393555061408785,26,0.7177036642093564,10,13
275,0 days 00:00:19.591625,2.520877879289217,41,0.2562266086580529,10,10
276,0 days 00:00:37.438122,0.22228659791065164,10,0.8007519983288932,10,21
277,0 days 00:00:13.561469,0.0007925663035668236,25,0.4423812714993308,10,10
278,0 days 00:00:21.314453,0.0014318736257904867,41,0.8061179283713605,10,22
279,0 days 00:00:52.679653,7056.7458681110165,23,0.2888370853510005,10,31
280,0 days 00:00:24.984348,0.009160590881119451,21,0.8914866087875633,10,13
281,0 days 00:00:11.644358,0.0013416995293967493,37,0.33650647633034947,10,10
282,0 days 00:00:46.903493,0.003536722018068629,36,0.35227642862626174,10,46
283,0 days 00:01:00.821132,2.5892522310641777,43,0.7992804470692619,10,37
284,0 days 00:00:21.078094,1002.7316185431674,24,0.452827962504475,10,11
285,0 days 00:00:37.645828,656.9561092258014,35,0.2231963170579049,10,21
286,0 days 00:01:21.920627,6860.8063469618755,32,0.3562766118933539,10,49
287,0 days 00:00:31.721105,0.028235411799783117,48,0.16153742792971004,10,17
288,0 days 00:00:45.988823,0.28875635618150103,25,0.5522727030239525,10,25
289,0 days 00:01:06.925566,50.747309430140184,17,0.7169376612873004,10,40
290,0 days 00:00:26.427363,0.00015188984912145598,39,0.1250125927292289,10,26
291,0 days 00:00:20.923963,0.0009987081145883129,31,0.8378361902601268,10,21
292,0 days 00:00:12.711734,0.0005813392907787096,31,0.25938524227842114,10,10
293,0 days 00:00:46.680693,5560.4123585305015,11,0.2964195758446223,10,28
294,0 days 00:00:54.398920,1.3160905161211607,26,0.3898337032183016,10,31
295,0 days 00:00:53.979769,8500.296770871864,25,0.8749581870510833,10,31
296,0 days 00:00:19.335987,123.87611095579129,25,0.5613438203373018,10,11
297,0 days 00:00:21.338742,0.006786226364699608,26,0.37836288079365976,10,13
298,0 days 00:00:59.552836,0.010488264390675395,24,0.16130934488688267,10,49
299,0 days 00:00:23.796038,0.02340580652205131,21,0.6807139872353922,10,12
300,0 days 00:00:21.417722,0.00026075779165352656,40,0.34264989908210347,10,20
301,0 days 00:00:57.607324,39.70099838533846,38,0.7288620637118753,10,35
302,0 days 00:00:23.761405,0.00020612873442113158,37,0.3128411235801909,10,24
303,0 days 00:00:46.763126,1127.0925162957712,15,0.6364145305356476,10,29
304,0 days 00:00:32.298624,0.9210257671839275,39,0.5475019853343558,10,19
305,0 days 00:00:37.452813,0.5330248903183338,28,0.3770216054984352,10,22
306,0 days 00:00:49.553795,395.08796017741724,11,0.835735040332293,10,31
307,0 days 00:00:22.776999,0.0015790408176426173,23,0.6101900726702902,10,23
308,0 days 00:00:26.535459,4905.190699474541,17,0.5163285138386832,10,15
309,0 days 00:00:18.089541,0.0006273439091671322,45,0.18847468624406744,10,19
310,0 days 00:01:01.616131,31.532564471787303,20,0.3063203075297549,10,37
311,0 days 00:01:05.659948,112.70498106995606,41,0.8221063315743309,10,48
312,0 days 00:00:58.005881,5181.393631777511,27,0.227348587202024,10,35
313,0 days 00:00:22.176156,0.008921756403492659,36,0.41929019870106976,10,18
314,0 days 00:00:24.387892,31.310108166825977,22,0.25549268790622803,10,13
315,0 days 00:00:11.702966,0.0013212893354939816,13,0.61139565943573,10,11
316,0 days 00:00:43.092135,1.3542371721606359,22,0.6896600227471719,10,25
317,0 days 00:00:59.371942,0.5310894141245499,38,0.18980039000347182,10,37
318,0 days 00:00:21.807173,0.03970242568872852,38,0.4346771476785636,10,12
319,0 days 00:00:31.658258,0.43445548879427454,48,0.7950309153893436,10,19
320,0 days 00:00:39.579559,0.007487562060834128,29,0.2364086941318253,10,28
321,0 days 00:00:30.995498,2705.5306198453645,48,0.7153811341194098,10,19
322,0 days 00:00:18.422279,153.31364517303408,21,0.5082300323813594,10,10
323,0 days 00:00:25.552466,6454.834536059744,41,0.1528948432323386,10,14
324,0 days 00:00:45.980100,391.84750406455737,23,0.26927039510509176,10,27
325,0 days 00:00:35.481935,123.95178980892086,45,0.2991174164309053,10,20
326,0 days 00:00:42.777065,0.006345167219246038,36,0.4401683708585795,10,43
327,0 days 00:00:56.507868,2.236462028708506,13,0.33109194584617346,10,33
328,0 days 00:01:09.022586,6294.602300812139,13,0.3920849698286155,10,42
329,0 days 00:01:10.472238,362.7066904738375,23,0.6728213444838584,10,42
330,0 days 00:00:34.180624,121.4482595380049,30,0.3729797706904615,10,19
331,0 days 00:01:02.674864,0.10008141888503841,31,0.5555545412151236,10,37
332,0 days 00:00:37.514302,3.698442745666614,10,0.4380163804816929,10,22
333,0 days 00:00:39.571866,310.85096391328176,15,0.7843370959524183,10,23
334,0 days 00:00:27.494198,0.02877731815761851,13,0.5050503560964348,10,15
335,0 days 00:01:03.405615,8264.314132598918,33,0.4290432202807487,10,38
336,0 days 00:00:27.086327,1958.5013124334296,39,0.6286879363375906,10,15
337,0 days 00:00:17.405919,0.007092236628751384,26,0.8335046537012604,10,14
338,0 days 00:00:21.854478,1.0220032334190094,47,0.7441542950455705,10,12
339,0 days 00:00:19.496292,213.99667386392866,42,0.5481962300410598,10,10
340,0 days 00:00:29.609143,0.31792929692994926,43,0.2164280336369603,10,17
341,0 days 00:00:57.858205,5845.7915634959,21,0.7003966527639872,10,33
342,0 days 00:00:35.152620,480.06858639280057,14,0.18715610408578326,10,20
343,0 days 00:00:19.851873,33.134133266154606,42,0.49656938188911603,10,11
344,0 days 00:00:23.261816,0.0889468153919333,48,0.8882088647090683,10,17
345,0 days 00:00:31.968682,0.06688953756964532,19,0.4023447195417713,10,18
346,0 days 00:00:21.195938,7.41723694124427,46,0.7543350950367963,10,12
347,0 days 00:00:13.512716,0.002732585522687358,39,0.6205441182520499,10,10
348,0 days 00:00:46.428776,0.23251874868484249,22,0.868959574691396,10,26
349,0 days 00:01:04.806073,23.083943469921977,38,0.8438826810968691,10,38
350,0 days 00:00:29.659220,0.9242785206860907,11,0.30036457091590957,10,16
351,0 days 00:00:25.499930,3871.0402103586243,14,0.8667553467074315,10,14
352,0 days 00:00:27.300464,0.0006350483259816471,30,0.5121523207279409,10,31
353,0 days 00:00:50.507461,5580.023215178554,19,0.6213899949046418,10,29
354,0 days 00:01:10.510676,209.91879247870784,16,0.8904890124231971,10,42
355,0 days 00:00:24.480306,0.006661798326631012,41,0.45354353185776863,10,18
356,0 days 00:00:28.277779,0.35406736184954013,37,0.4340662918356357,10,16
357,0 days 00:00:31.201322,2358.1808938196696,10,0.39463654819962846,10,18
