model,thresh,bal_acc,precision,acc,recall,logloss,min_acc,min_bal_acc,min_tpr,min_pr,max_logloss,max_logloss_tpr,eod,spd,eq_loss,duration
0,0.7576909571290573,0.5,0.0,0.2996688741721854,0.0,0.5705140323273559,0.2563176895306859,0.5,0.0,0.0,0.6668579599513899,0.36335678274821664,0.0,0.0,0.1416775603942192,0 days 00:00:00.913837
1,0.6118162831808429,0.8248893068453431,0.9037037037037037,0.8410596026490066,0.8652482269503546,0.39122782489203084,0.7841726618705036,0.7882978723404255,0.776595744680851,0.509090909090909,0.4430584525306275,0.3341138578783471,0.15443873807776964,0.24731934731934735,0.09282922059257404,0 days 00:00:03.043527
2,0.9886349958324527,0.6167469926727009,0.7961165048543689,0.6026490066225165,0.5815602836879432,1.1675534053698151,0.49097472924187724,0.5,0.32524271844660196,0.2490974729241877,2.2680786107318496,0.16793245918488983,0.674757281553398,0.7509025270758123,1.840038625692299,0 days 00:00:00.567874
3,0.6332082063363873,0.8820905659391611,0.9425,0.8857615894039735,0.8912529550827423,0.3437352395404847,0.8545454545454545,0.8632478632478633,0.8153846153846154,0.5181818181818182,0.4113160200592397,0.2695888095277199,0.11665421956684097,0.22540792540792542,0.10296762072692306,0 days 00:00:23.603610
4,0.6099215109953197,0.9696393819468934,0.9879227053140096,0.9685430463576159,0.966903073286052,0.21764930819108175,0.9454545454545454,0.947008547008547,0.9384615384615385,0.5727272727272728,0.268876670385518,0.20162745293323717,0.06153846153846154,0.17086247086247086,0.08239496396610957,0 days 00:01:24.269033
5,0.7253374506208943,0.6053642098663845,0.8007518796992481,0.5645695364238411,0.5035460992907801,0.5924090164587162,0.5487364620938628,0.5673800082045672,0.40425531914893614,0.31654676258992803,0.6810808215444132,0.38622744843399776,0.23367571533382253,0.2347352886921233,0.13918194328132594,0 days 00:00:00.872271
6,inf,0.5,0.0,0.2996688741721854,0.0,0.6105834787366526,0.2563176895306859,0.5,0.0,0.0,0.7034691247987217,0.35620201888853714,0.0,0.0,0.12968538933107976,0 days 00:00:46.357696
7,0.686355210319273,0.9464101458929248,0.9973753280839895,0.9271523178807947,0.8983451536643026,0.2521433232421035,0.8818181818181818,0.9,0.8,0.4727272727272727,0.3035093130849562,0.21562259999089972,0.16551724137931034,0.24522144522144523,0.0785735688667413,0 days 00:00:41.621088
8,0.7187830346117853,0.7685500829382339,0.8926553672316384,0.7599337748344371,0.7470449172576832,0.4435420419114913,0.7050359712230215,0.7182033096926714,0.6808510638297872,0.4818181818181818,0.5421691856592318,0.28584637243811245,0.1152654410245817,0.1643912044634066,0.16067726281031025,0 days 00:00:02.619573
9,0.7516314254774562,0.9988179669030732,1.0,0.9983443708609272,0.9976359338061466,0.05706182690323433,0.990909090909091,0.9923076923076923,0.9846153846153847,0.5818181818181818,0.07525700721644601,0.06170538125347044,0.01538461538461533,0.1618641286511323,0.028975787727664737,0 days 00:00:15.945301
