number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:01.991777,0.006187543412847433,0.0041332643994758085,5,168.33293179956303,0.035803611076300694,139
1,0 days 00:00:01.220494,0.0018376791961953354,0.04035352064678686,5,4527.10495756057,0.23436281807851075,91
2,0 days 00:00:01.092252,0.0010758805995923753,0.350697942358028,7,3934.4110456047015,0.013161852988357045,81
3,0 days 00:00:00.414974,0.03407686301012147,0.0331268059068965,5,634.2152363899811,0.03135513743379562,29
4,0 days 00:00:00.390868,0.009685685656480545,0.2312954934092123,8,1595.5375109188035,0.013589610604392545,25
5,0 days 00:00:04.603338,0.7411903287246507,0.11332166026306544,5,1.1119104671929834,0.3858121587357899,298
6,0 days 00:00:00.850566,0.017775072634373543,0.054786857637934415,8,2.3127418185473014,0.08425150483855823,42
7,0 days 00:00:01.172712,0.00419349622091084,0.0023034056832952803,8,5.721385615045238,0.04753420532215631,60
8,0 days 00:00:08.292031,0.019820231706371146,0.011247226626657803,8,4.682225727124736,0.043787155145519514,465
9,0 days 00:00:03.301589,0.03584063575654541,0.06936026494802669,4,10.80846887659,0.0027366217981297496,229
10,0 days 00:00:01.969851,0.0484512326067464,0.01642559021683242,2,15.229904835080577,0.037822561466547895,142
11,0 days 00:00:00.508272,0.0035691348600155586,0.3479019248868722,4,595.6334298535668,0.14343975096623598,35
12,0 days 00:00:00.534980,0.14741950175464608,0.08724817830867039,6,88.02182476594857,0.0019230854408550796,35
13,0 days 00:00:00.884609,0.007882632034472674,0.24905306919486958,4,1.962639077202459,0.006946357679192894,58
14,0 days 00:00:04.947670,0.05456950255996963,0.038841311824661044,8,9.399831511710673,0.02418999271729531,290
15,0 days 00:00:01.263768,0.19569218933161187,0.058001285406717375,7,3.9063471517949493,0.005048644837447619,69
16,0 days 00:00:02.072759,0.0010900041351535395,0.3117033189463409,4,492.39502864435923,0.024875049688662415,156
17,0 days 00:00:01.095283,0.22329155747151028,0.09446012512432327,2,1121.1930975257353,0.0010024456766529008,77
18,0 days 00:00:00.313340,0.0033871172280329365,0.01622003672548067,2,1.3894501170898534,0.038088494251014536,22
19,0 days 00:00:00.373178,0.016652194687247143,0.04351717624181467,5,10.596898834694285,0.266201365794992,22
20,0 days 00:00:01.635411,0.031552079590792675,0.18469255909450732,7,2144.320424988387,0.010403936178989761,123
21,0 days 00:00:04.984663,0.11748679612889042,0.38630959300681567,2,7525.972634495186,0.00557056002642147,375
