model,thresh,mse,max_mse,ratio_g=0,ratio_g=1,ratio_g=2,ratio_g=3,ratio_g=4,ratio_g=5,ratio_g=6,ratio_g=7,mse_g=0,mse_g=1,mse_g=2,mse_g=3,mse_g=4,mse_g=5,mse_g=6,mse_g=7,duration
0,0.5,0.09277783489244017,0.13234480188083417,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.09511442384612213,0.06610839513700432,0.11419774785057993,0.07370396217585036,0.06845835585854382,0.08656989642491358,0.13234480188083417,0.092170608420524,0 days 00:00:10.577721
1,0.5,0.13787365366881651,0.19354222993803752,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.13911443482867727,0.10054251866676836,0.16945026979643307,0.11201212567230379,0.10421513815622278,0.12754786606154864,0.19354222993803752,0.13613041699420672,0 days 00:00:05.225593
2,0.5,0.023773101058699907,0.026620760347767464,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.026620760347767464,0.021321865357593527,0.02347617927330425,0.02059516804213944,0.021648487117330476,0.026512766416545396,0.025631306367994884,0.02381495933189035,0 days 00:00:01.431902
3,0.5,0.10291358112993759,0.1430765234749221,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.10508147952108622,0.07584940784421286,0.12482066452023813,0.08330549663750009,0.07844470647479901,0.09587228726988832,0.1430765234749221,0.10125665108052839,0 days 00:00:07.069606
4,0.5,0.0890516258450012,0.12582872380185553,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.09159260956120116,0.06376537771288678,0.10917626843737384,0.0712095658463917,0.06621779236290573,0.08331099550783153,0.12582872380185553,0.08814056609489888,0 days 00:00:00.979674
5,0.5,0.024311444623720486,0.027293187118900167,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.027293187118900167,0.021639300799498735,0.024167121482798516,0.02105291489449737,0.021936034399102286,0.026775451475512493,0.026554989561208074,0.02452756946967716,0 days 00:00:02.954506
6,0.5,0.1290711953056007,0.18142712285001056,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.13041953050085375,0.09400573131546258,0.15872216394789052,0.10455491240223576,0.09733283274832977,0.11937896090074296,0.18142712285001056,0.12727220636416117,0 days 00:00:04.174119
7,0.5,0.02248860427156113,0.025329006815524278,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025329006815524278,0.020131380306898188,0.02206859419166411,0.01781159236108666,0.02082651780238092,0.024715510480248105,0.02411243316011106,0.01992023855402346,0 days 00:00:01.077509
8,0.5,0.04540018388634162,0.059912046320670154,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.04868078375957809,0.035180200537169325,0.05154165677563873,0.036509003649774094,0.03613503740309359,0.044374511640101894,0.059912046320670154,0.04415052843852928,0 days 00:00:02.097868
9,0.5,0.09486252250440552,0.13122637192732,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.09711752586781337,0.07021233397808373,0.11477268130284497,0.07685838913830541,0.07252566486872931,0.08844766730505293,0.13122637192732,0.09365005979818775,0 days 00:00:05.478468
10,0.5,0.11107237488139038,0.1559173127512891,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.11227908546985808,0.0809817475099018,0.1363266433265623,0.08988663498990143,0.0840298395521791,0.10253400654770363,0.1559173127512891,0.10948421744547898,0 days 00:00:01.081641
11,0.5,0.02084913854329135,0.02327765572801331,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02327765572801331,0.019099645817410697,0.02027549192277675,0.017331020621691257,0.019417146013466776,0.022961347854019896,0.022055555921000322,0.021383021177691655,0 days 00:00:03.757850
12,0.5,0.024723180706925033,0.02775897872200887,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.02775897872200887,0.021771526884156504,0.02466928816269242,0.02124818873643727,0.022076785382803422,0.026956693244556126,0.02766256259503482,0.024741542120652295,0 days 00:00:01.144021
13,0.5,0.022447438373013485,0.025193775427341414,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.025193775427341414,0.020287300245313576,0.02206170382016692,0.018899780578388686,0.02064161704789811,0.024811658489838923,0.023963616331881273,0.021973675185544755,0 days 00:00:00.824083
14,0.5,0.04642120466837894,0.061760589601062475,5.259947414548641,11.79559748427673,4.924187725631769,50.43361344537815,3.381183098591549,16.764245810055865,7.30832927423283,100.36120401337793,0.049799246659788445,0.03559801809450114,0.053154557662581876,0.03643583490904895,0.036660996581640244,0.04513048591205164,0.061760589601062475,0.043476113541676006,0 days 00:00:13.292208
