model,thresh,bal_acc,precision,acc,recall,eod,spd,min_tpr,min_pr,min_bal_acc,min_acc,duration
0,0.6294421674644769,0.9571428571428571,0.9833948339483395,0.955,0.9517857142857142,0.09009009009009006,0.26061097593944305,0.9099099099099099,0.5912408759124088,0.917917917917918,0.9151515151515152,0 days 00:00:15.758409
1,0.6884736384159208,0.9952380952380953,0.9982078853046595,0.995,0.9946428571428572,0.027027027027026973,0.24601243579345766,0.972972972972973,0.6058394160583942,0.9864864864864865,0.9818181818181818,0 days 00:00:03.656559
2,0.7903447096982926,0.9991071428571429,1.0,0.99875,0.9982142857142857,0.009009009009009028,0.24601243579345766,0.990990990990991,0.6058394160583942,0.9954954954954955,0.9939393939393939,0 days 00:00:04.092694
3,0.6031259213231833,0.8794642857142857,0.9297297297297298,0.89625,0.9214285714285714,0.11711711711711714,0.24470899470899476,0.8828828828828829,0.6071428571428571,0.8422764227642277,0.8613138686131386,0 days 00:00:29.546643
4,0.6483264468369117,0.9991071428571429,1.0,0.99875,0.9982142857142857,0.009009009009009028,0.24601243579345766,0.990990990990991,0.6058394160583942,0.9954954954954955,0.9939393939393939,0 days 00:00:05.551128
5,0.5623133801689437,0.9904761904761905,0.9964028776978417,0.99,0.9892857142857143,0.024390243902439046,0.25331170586645035,0.975609756097561,0.5985401459854015,0.9817317317317318,0.9818181818181818,0 days 00:00:44.729928
6,0.9126541050088189,0.9991071428571429,1.0,0.99875,0.9982142857142857,0.009009009009009028,0.24601243579345766,0.990990990990991,0.6058394160583942,0.9954954954954955,0.9939393939393939,0 days 00:00:05.517747
7,0.9147711422288881,0.9991071428571429,1.0,0.99875,0.9982142857142857,0.009009009009009028,0.24601243579345766,0.990990990990991,0.6058394160583942,0.9954954954954955,0.9939393939393939,0 days 00:00:06.607288
8,0.9680025663328796,0.9991071428571429,1.0,0.99875,0.9982142857142857,0.009009009009009028,0.24601243579345766,0.990990990990991,0.6058394160583942,0.9954954954954955,0.9939393939393939,0 days 00:00:08.546343
9,0.5986012114756593,0.8907738095238096,0.9426987060998152,0.89875,0.9107142857142857,0.1711711711711712,0.25791245791245787,0.8288288288288288,0.593939393939394,0.8451219512195123,0.8484848484848485,0 days 00:01:16.240713
