,acc,bal_acc,roc,eq_loss,eod,spd
0,0.6689750692520776,0.672206936640186,0.7238635923270684,-0.008772143261534748,0.13612253734574575,0.19575391132062575
1,0.6481994459833795,0.6346211974423561,0.69049796551056,-0.013646876102836103,0.12197031039136308,0.1265521840337318
2,0.6565096952908587,0.6564076729316024,0.6863321061809727,-0.0019006645691591606,0.15288255052034572,0.1993184499104374
3,0.6800554016620498,0.6741727086819111,0.7121948007684205,0.02449767773752054,0.017261023128631647,0.08867719344034097
4,0.6782246879334258,0.6830730380730381,0.7389044289044289,-0.004852069621739563,0.0360094451003542,0.12770216860844763
5,0.636615811373093,0.6394017094017095,0.6837567987567988,-0.008876699458381543,0.059938971229293814,0.09700401899890393
6,0.624133148404993,0.6233488733488733,0.6224941724941724,0.020095597181638225,-0.01942725974862125,0.03390099428813209
7,0.6671289875173371,0.6691103341103342,0.719087024087024,0.029679285167858116,0.1246671508109416,0.21130712365591398
8,0.6588072122052705,0.6714646464646465,0.7315345765345765,0.0046710664528166745,0.1512151452118276,0.2034022177419355
9,0.6435506241331485,0.6470940170940171,0.7085936285936286,0.018188262138488898,-0.08775264355507972,-0.14662874323100838
