,pr_0,tpr_0,bal_acc_0,roc_0,pr_1,tpr_1,bal_acc_1,roc_1,tpr,bal_acc,roc
0,0.3574284835435251,0.7489795918367347,0.780258179890186,0.8723328300937284,0.11995104039167687,0.6455026455026455,0.7971457864191428,0.9068545065084856,0.7322497861420018,0.7985791449547468,0.894972242198672
1,0.2058080808080808,0.8763440860215054,0.8798744750565324,0.9374355838601998,0.5646773704937897,0.9338758901322483,0.7628827250488679,0.8692013583815283,0.9247219846022241,0.8131414013430927,0.8975715722177051
2,0.4329704510108865,0.8751289989680082,0.8164603142658384,0.9093999928321144,0.1348112642300779,0.7638190954773869,0.8570796157659044,0.9457662461969712,0.8561643835616438,0.8450628161080556,0.9285896465856642
3,0.48685819070904646,0.908183632734531,0.8036512877329043,0.9086621910364293,0.15446650124069478,0.8192771084337349,0.8705652485460513,0.9500179139795698,0.8955479452054794,0.840669559255054,0.9283565975345415
4,0.48315629742033384,0.9171656686626747,0.811831853084063,0.9155430961017347,0.14915040906230334,0.7831325301204819,0.8539696382155466,0.9459080171705797,0.8981164383561644,0.8441066583599982,0.9316534985696802
5,0.41754597527886644,0.8594377510040161,0.8157593752865837,0.9095587433750513,0.12890874282067646,0.7456647398843931,0.8466487257528135,0.9435649065773215,0.8426005132591959,0.8402773764142548,0.9260590144456329
6,0.47726579188281965,0.9002991026919243,0.804810940967774,0.9069168922432351,0.13005600497822029,0.7469879518072289,0.8440005685476117,0.9486676755599776,0.8785286569717707,0.8388605599798289,0.9265818296113023
7,0.4880694143167028,0.905337361530715,0.8013705608011676,0.9071012756258897,0.1768255884127942,0.8693181818181818,0.8873937296666872,0.9537704867718373,0.8999144568006844,0.8401321947529667,0.9282779566803713
8,0.0,0.0,0.5,0.6958873083754574,0.0,0.0,0.5,0.7773584419599154,0.0,0.5,0.7603824460289188
9,0.1539408866995074,0.734375,0.8291288407821229,0.9280235247905029,0.48190184049079754,0.901740020470829,0.7997530588556511,0.9006694041805146,0.874251497005988,0.8295887363899388,0.9174374573291408
