,acc,roc,eq_loss,eod,spd
0,0.66,0.7205333333333334,0.5977243886828312,0.368421052631579,0.25161290322580654
1,0.74,0.7881049298959747,0.2967936645682771,0.26315789473684215,0.4285714285714286
2,0.72,0.8363095238095237,0.44089418692546445,0.5,0.6666666666666667
3,0.68,0.7628038194444444,0.10331018936064651,0.5714285714285714,0.625
4,0.71,0.7098214285714286,0.05912340018410034,0.33333333333333337,0.35
5,0.75,0.8072044647387113,0.3056693736707746,0.14145658263305316,0.425
6,0.66,0.7544097693351425,0.18128205509079348,0.08333333333333337,0.3074712643678161
7,0.66,0.6966007102993405,0.8867182596250708,0.8421052631578947,0.8620689655172413
8,0.64,0.6886838271005343,1.1259726405921173,0.5,0.7
9,0.74,0.7424242424242424,0.19351980161551618,0.2666666666666667,0.20370370370370372
