model,thresh,mse,max_mse,duration
0,0.5,0.14832826764112225,0.21020003012901434,0 days 00:00:57.791934
1,0.5,0.14510308018071724,0.20549435075880637,0 days 00:00:52.661166
2,0.5,0.022974345166981106,0.025706797769767784,0 days 00:00:17.437000
3,0.5,0.14127191448984092,0.199944480269153,0 days 00:00:35.526664
4,0.5,0.02407578470940028,0.0267404575874069,0 days 00:01:01.044108
5,0.5,0.023340973783095825,0.026038620002000173,0 days 00:00:54.331908
6,0.5,0.06004851644034026,0.08366108453138517,0 days 00:00:41.329342
7,0.5,0.02235286261075893,0.02504120166254433,0 days 00:00:23.812226
8,0.5,0.02286133570669032,0.025632794442433788,0 days 00:00:40.763069
9,0.5,0.02343121963575794,0.02629048298809143,0 days 00:01:49.624959
10,0.5,0.06508072757127685,0.09122901164694196,0 days 00:00:13.866977
11,0.5,0.04431799263636937,0.0607074928158879,0 days 00:00:58.405954
12,0.5,0.02408513988505285,0.026707496207806693,0 days 00:00:48.401899
13,0.5,0.02327479105336629,0.02605001125154359,0 days 00:05:02.375471
14,0.5,0.027091096355997744,0.03360015407860229,0 days 00:00:17.600095
15,0.5,0.12986196087945667,0.18406901432378237,0 days 00:00:31.016100
16,0.5,0.022699977545744147,0.025641436996972817,0 days 00:01:50.150604
17,0.5,0.13861897208456583,0.19620573290084145,0 days 00:00:27.423769
18,0.5,0.0711893727239242,0.10128011347108704,0 days 00:00:14.985256
19,0.5,0.022829405737152104,0.02566010049456407,0 days 00:00:26.578341
20,0.5,0.059836536312733786,0.08457626681644034,0 days 00:00:52.286837
21,0.5,0.02329326314864669,0.026095984272698783,0 days 00:00:43.022393
22,0.5,0.02317243387712855,0.025997734192665854,0 days 00:00:21.121619
23,0.5,0.023597814793300576,0.026396818675375206,0 days 00:01:01.777165
24,0.5,0.02233923714790386,0.025190072629378956,0 days 00:00:30.856932
25,0.5,0.06724578790662608,0.093268583027943,0 days 00:02:52.293641
26,0.5,0.03094532674814287,0.03947932610676743,0 days 00:01:49.042296
27,0.5,0.021958761620039922,0.024651153846285644,0 days 00:01:25.832829
28,0.5,0.023193268910915988,0.02589073455196269,0 days 00:00:19.188434
29,0.5,0.08495009465574965,0.12349093418314033,0 days 00:00:33.030141
30,0.5,0.023273996229983482,0.02606004117120542,0 days 00:01:55.456244
31,0.5,0.028704527136022034,0.034787687147856704,0 days 00:00:13.877060
32,0.5,0.03486232107165372,0.045425261203883405,0 days 00:00:19.328605
33,0.5,0.029263885209482778,0.03725778549265999,0 days 00:01:40.246013
34,0.5,0.02242141025073692,0.025157453864782613,0 days 00:00:32.192325
35,0.5,0.0853103596521286,0.12007132465989832,0 days 00:01:26.689993
36,0.5,0.021148788914579417,0.023789438401022055,0 days 00:02:40.761457
37,0.5,0.019217006077630546,0.02185168828922843,0 days 00:02:14.979692
38,0.5,0.14477465813306306,0.20556698774109763,0 days 00:00:16.964264
39,0.5,0.11214953942465498,0.15926403075519316,0 days 00:01:42.834276
40,0.5,0.10347755798451455,0.14525877517368396,0 days 00:00:39.969158
41,0.5,0.048930598334229594,0.06713224239062925,0 days 00:00:24.188963
42,0.5,0.01656613270571736,0.018528440058933855,0 days 00:01:06.508670
43,0.5,0.02347859194874995,0.02623362312044493,0 days 00:02:12.462666
44,0.5,0.02310572637995119,0.02593048677886748,0 days 00:03:29.818509
45,0.5,0.022873232107954763,0.025992514271095734,0 days 00:06:24.292853
46,0.5,0.028453700310074947,0.03478214677057447,0 days 00:03:08.061660
47,0.5,0.02230298178972758,0.025127396750162678,0 days 00:00:16.138476
48,0.5,0.024520763119094062,0.02774769866359905,0 days 00:00:21.378207
49,0.5,0.022884523031291928,0.025641895869749732,0 days 00:01:41.541503
50,0.5,0.019863201760035105,0.022327553599259704,0 days 00:01:13.973725
51,0.5,0.024915013155439675,0.028456246507358583,0 days 00:00:21.215275
52,0.5,0.12627484079145965,0.17939130490392563,0 days 00:00:19.402528
53,0.5,0.023327222984619242,0.026174312606934126,0 days 00:02:20.697411
54,0.5,0.022401686972986945,0.025102404859938983,0 days 00:01:31.640271
55,0.5,0.021982100665725996,0.02482953553132976,0 days 00:00:29.201540
56,0.5,0.051078974207302515,0.06988090094063609,0 days 00:02:34.108718
57,0.5,0.04662541288123158,0.06273511229303251,0 days 00:00:11.649405
58,0.5,0.024445806592201143,0.027596222083026676,0 days 00:01:02.646362
59,0.5,0.03052317747075629,0.038153507931388116,0 days 00:02:30.795162
60,0.5,0.02204642371732051,0.024626648734307883,0 days 00:02:43.425802
61,0.5,0.03144489389278081,0.03924181809919371,0 days 00:00:18.386505
62,0.5,0.07542031581549939,0.10859311028798681,0 days 00:03:35.858584
63,0.5,0.01397579858936802,0.015579581545741385,0 days 00:01:39.464463
64,0.5,0.02397884311840739,0.02673208197400196,0 days 00:00:23.848623
65,0.5,0.04226514479545123,0.055923814362020416,0 days 00:00:53.126559
66,0.5,0.058411578265508336,0.08072510993066051,0 days 00:03:29.671490
67,0.5,0.020360904481843654,0.022736013953651883,0 days 00:00:30.945352
68,0.5,0.021747131192146083,0.024401379040321514,0 days 00:04:47.809795
69,0.5,0.0226462599706451,0.02563752977706876,0 days 00:01:57.422864
70,0.5,0.018389678317357154,0.02060107134079805,0 days 00:04:27.635946
71,0.5,0.019863583227228924,0.02234583467079586,0 days 00:00:37.786121
72,0.5,0.07579058640676942,0.10863291434928031,0 days 00:01:13.495833
73,0.5,0.049639100306522244,0.06768620117343552,0 days 00:00:13.314750
74,0.5,0.022900593259935407,0.025679399907230373,0 days 00:02:15.858879
75,0.5,0.10235372825787205,0.144597210207878,0 days 00:00:47.023195
76,0.5,0.05903958478984021,0.08153628031028229,0 days 00:01:47.244011
77,0.5,0.13793695258662114,0.19643546347656732,0 days 00:02:14.458456
78,0.5,0.13254124275179965,0.18912609105207137,0 days 00:00:55.025896
79,0.5,0.018594832205972994,0.02055823366675627,0 days 00:00:30.572576
80,0.5,0.11362968847077086,0.16235254344436806,0 days 00:00:25.435533
81,0.5,0.02338139796389714,0.026129794314092666,0 days 00:01:18.072749
82,0.5,0.08665903762036133,0.12443823931028476,0 days 00:00:43.909319
83,0.5,0.024473137792149765,0.027989187628217976,0 days 00:01:00.391800
84,0.5,0.021845982993164297,0.02450864713579352,0 days 00:00:12.523613
85,0.5,0.07557046000433287,0.10800791446841579,0 days 00:00:14.457647
86,0.5,0.022589108664150905,0.025366033626519617,0 days 00:02:55.008832
87,0.5,0.07240946479408086,0.10416367543314488,0 days 00:00:18.877394
88,0.5,0.062164168612002704,0.08631845782475105,0 days 00:02:31.203852
89,0.5,0.02134321729201833,0.02377265435135933,0 days 00:01:02.383754
90,0.5,0.02542529056414062,0.029511208741318237,0 days 00:00:24.573658
91,0.5,0.07485377426977084,0.10781602980505457,0 days 00:00:32.236733
92,0.5,0.027164237089934127,0.03254927790169817,0 days 00:01:00.680422
93,0.5,0.022654435220911297,0.02540494443522485,0 days 00:00:36.995544
94,0.5,0.021612672970539187,0.024169407616579874,0 days 00:00:14.057986
95,0.5,0.022549030036432462,0.025431321234485382,0 days 00:01:02.175023
96,0.5,0.022534346083162803,0.02525874455855675,0 days 00:00:35.529528
97,0.5,0.052516647687827,0.07469192659159955,0 days 00:00:48.746705
98,0.5,0.14363480983632515,0.20397149993965005,0 days 00:00:39.098842
99,0.5,0.024743283621356804,0.028071685140422475,0 days 00:00:37.758533
100,0.5,0.12058418021759512,0.170957015895052,0 days 00:00:29.277059
101,0.5,0.06651426293159174,0.09284281708325319,0 days 00:00:31.904194
102,0.5,0.022536502486429702,0.02531515489697854,0 days 00:01:37.673657
103,0.5,0.02274426228019413,0.025510715781462228,0 days 00:00:16.275799
104,0.5,0.016442420736738277,0.018900016013789683,0 days 00:00:29.856901
105,0.5,0.04930653805581359,0.06662042956283919,0 days 00:00:35.673240
106,0.5,0.023354796801548533,0.026111003285237383,0 days 00:01:14.357306
107,0.5,0.021737702285905453,0.024586115845040876,0 days 00:00:25.842936
