number,duration,params_C,params_a,params_b,params_gamma,params_n_estimators
0,0 days 00:00:18.646742,2.1163818026871466,0.630291850018378,0.04577965233917019,0.06793682231585185,56
1,0 days 00:00:26.966914,3322.810518359972,0.7125405384337347,0.1736146017640161,0.08481210824884655,80
2,0 days 00:00:16.452276,0.011832901502295282,0.27007910231621624,0.12513684968939204,0.0006821846346768412,48
3,0 days 00:00:04.252902,77.33311157282094,0.4551616607098956,0.9859484658689315,0.4027926726106058,12
4,0 days 00:00:07.747565,170.18236630263314,0.7698617614130885,0.30229471021803156,0.023088474173937112,23
5,0 days 00:00:12.759614,103.37339977734025,0.6032242597394155,0.4530576668501472,0.1902274416601336,40
6,0 days 00:00:21.030271,5237.603123904714,0.2104391452881325,0.7558274258879613,0.03866422897427024,69
7,0 days 00:00:08.980634,0.3142816104042364,0.6818142881397139,0.9989843843471944,0.3935887395082962,29
8,0 days 00:00:42.754937,0.009380907770232089,0.4997159912812117,0.6858435957732889,0.5749760678997219,127
9,0 days 00:00:12.205869,324.47212900238526,0.7417082348063387,0.11435278851834993,0.7500002584847536,39
10,0 days 00:00:50.629948,0.7221684283418525,0.7421803488193444,0.5088185142044928,0.9538029104966431,147
11,0 days 00:00:09.167085,2754.059764816061,0.6397496288729284,0.6377589451857237,0.5947878704622802,26
12,0 days 00:00:05.845444,509.568108031098,0.42038046637180715,0.3482603070295292,0.6876774140618517,16
13,0 days 00:00:46.984293,0.00044737965659052547,0.907109751335012,0.840760372085004,0.22573961480425064,137
14,0 days 00:00:32.291554,9.015165785790867,0.9592935979791092,0.5112164950417237,0.24792979195764897,95
15,0 days 00:00:45.392671,1.2725660301995807,0.8824423285293042,0.6424959480309227,0.7290886050757598,133
16,0 days 00:00:08.094415,0.028141020735153864,0.4614943311902243,0.3486853318568628,0.06633485086695523,23
17,0 days 00:02:22.947853,0.07250375431869545,0.4505494146730399,0.8937400193898339,0.9249224175028503,437
18,0 days 00:00:42.110171,109.70197125268423,0.18275887082477688,0.9775124810022424,0.1791661775735086,121
19,0 days 00:01:40.678086,0.0006296343717005278,0.3164252771231827,0.5671817324076741,0.02267867320095951,303
20,0 days 00:00:16.761962,605.3819935325076,0.41392411615465496,0.864345560528132,0.4916480008307854,52
