number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:00.638115,0.006868873662990581,0.261094076076554,0.001153779075885602,0.23387761945292873,32,30,2.4878589890155616
1,0 days 00:00:01.381510,0.07576745597663462,0.05230645988851756,0.0017060665961488137,0.20055903098680958,146,18,0.002564430941979679
2,0 days 00:00:00.514975,0.1271580731597815,0.05258953379264136,359.14840850676865,0.16707784602062392,34,57,0.5622920819623572
3,0 days 00:00:02.530140,0.05110927697442927,0.07558713502043671,0.003524610502340985,0.01689161798939991,66,49,0.001803749511518476
4,0 days 00:00:01.158629,0.06394641760397739,0.012711869866215928,0.7793700680504237,0.16208606367058243,78,14,173.86592939369012
5,0 days 00:00:01.387358,0.10872233829593862,0.013460106721210624,0.0021041774239578632,0.2624524504338357,80,22,329.7818036420281
6,0 days 00:00:02.154351,0.03583545238267666,0.4852094999813865,0.004484613192258323,0.3518244116083524,220,61,45.23128231047525
7,0 days 00:00:01.150954,0.1701914099195663,0.04882834495947387,13.174956543232764,0.0111109236022086,31,62,56.756227945454604
8,0 days 00:00:00.673912,0.005322963854222401,0.018605308282975127,0.011730980181712902,0.30915216595370637,50,14,0.00423215568493996
9,0 days 00:00:01.045817,0.0450661480177949,0.04031714254933464,0.0011114570801214147,0.027327375908644005,22,42,0.2743901560802186
10,0 days 00:00:02.411796,0.01748468504841961,0.3262024403412285,0.14901013533787552,0.146439445962927,284,56,0.23805111861222797
11,0 days 00:00:02.502653,0.06028159777081401,0.019238339691817742,28.1660253314412,0.39484249386741893,225,58,0.035769930171061504
12,0 days 00:00:01.568178,0.009445362846082096,0.036542698491489514,0.0020328228868989775,0.007000186360872148,42,35,169.42817486931415
13,0 days 00:00:02.089495,0.2071721988711845,0.03290688491569501,0.04737650030023372,0.023892372194573658,155,19,0.0025925723094757
14,0 days 00:00:01.274594,0.022143674390876,0.057371733795692145,0.003420263373134315,0.41879229861770434,93,61,0.055484401116533286
15,0 days 00:00:01.419058,0.015846476230593078,0.06728314218869437,0.0011385587719463523,0.3281757104906715,109,43,0.44806534358161026
16,0 days 00:00:01.007016,0.010776481146446002,0.18772580440217299,0.5815008385084602,0.06121623187889407,112,6,2.971188863848292
17,0 days 00:00:00.925933,0.09240642594374235,0.23123501179945652,0.01639104403814471,0.018824014990256877,96,13,0.2241556587459493
18,0 days 00:00:01.169463,0.04856731700040261,0.022082372424130647,0.13554689497290595,0.21774023842009824,56,43,34.374948312932645
19,0 days 00:00:02.322976,0.02986860259375213,0.01795651965993621,342.7467739133544,0.02803889932967032,263,25,0.03455787636443339
20,0 days 00:00:01.277969,0.012117539698098461,0.02453170322150571,0.032379004443593526,0.04669415445950347,67,26,0.008177300759175226
21,0 days 00:00:01.652122,0.04631180451479459,0.0251265831536188,0.002998004097856576,0.26041160671293245,105,33,546.1909829041991
22,0 days 00:00:03.282064,0.10239681117900871,0.30500917783678055,0.01585876537469065,0.26369957212355444,434,42,0.017344291121884032
23,0 days 00:00:03.234040,0.006455437755208659,0.39668636783481787,0.07793376894869929,0.013387711800339963,364,32,67.76667772766575
24,0 days 00:00:01.437321,0.21083666167011395,0.053959398360597315,152.12170867813327,0.010279898353208278,97,58,0.20586931138279582
25,0 days 00:00:00.525470,0.010454478307544373,0.4929435869616663,118.07820164450212,0.06791481180638916,43,8,0.07310646149456566
26,0 days 00:00:08.089682,0.03189764550985669,0.030199920882680416,0.0016215417579951209,0.010874361401689799,373,55,2.2918177089057785
27,0 days 00:00:04.670551,0.00800578386467926,0.01784341831490506,0.001270344874825269,0.011391046791032743,149,38,0.038643981877432204
28,0 days 00:00:01.348627,0.03869234731313812,0.028024755217521416,0.9103060824564297,0.0491268745545367,101,19,0.0047282578334322985
29,0 days 00:00:02.447101,0.16229356864457894,0.03059041483914864,1.5784956178783403,0.05796509034394672,307,4,83.36133703530697
30,0 days 00:00:04.239755,0.0920731296551041,0.0440604083998947,0.005209656319366583,0.017516002243478598,217,57,0.02910532812396273
31,0 days 00:00:01.673215,0.47078158527730696,0.4565925491324229,0.006416505828577604,0.147061190945012,213,6,0.0028031948050833014
32,0 days 00:00:01.066100,0.30551340905236485,0.05305569862369626,0.1629447352117607,0.20951885373320656,60,45,0.006963170244330246
33,0 days 00:00:00.824274,0.006156479138879975,0.2647644261865095,0.0025815982807399222,0.14990372972791585,49,33,0.09766400334957516
34,0 days 00:00:03.965055,0.023896119214784316,0.028780343181698764,0.20423869152329216,0.017700836402664476,464,14,0.001367405788401876
35,0 days 00:00:02.903689,0.07742005713445999,0.2555054971968633,74.4908635934496,0.017039769829132412,368,40,0.6643761560271921
36,0 days 00:00:01.009557,0.005341755046806953,0.027516637438957582,764.3969944179076,0.016536810973599887,110,56,4.201240367145705
37,0 days 00:00:00.688836,0.1617490620134217,0.029059457324698276,34.40194449814348,0.3309895082643125,53,20,0.002131423892872518
38,0 days 00:00:00.866429,0.37766178142976703,0.08317781228901841,0.03968969647974521,0.4371916360922401,39,44,0.004062783182053514
39,0 days 00:00:00.757263,0.14365246003550466,0.1945346610123143,0.19060738392939533,0.1543108590191832,34,28,75.69937389872857
40,0 days 00:00:01.285891,0.005104594199881584,0.2258775614864596,0.005621382863437301,0.04991729646892432,93,39,0.004636621687162522
41,0 days 00:00:01.058969,0.17284498420037447,0.018296356772659717,0.2885004949194041,0.07144523096008593,28,39,38.190504774121024
42,0 days 00:00:03.142775,0.20815009531522105,0.17224709859932288,0.07593027263436317,0.04396919607361875,364,59,97.4089279555843
43,0 days 00:00:02.322088,0.010454420386887433,0.17605576921713084,1.5312716841960403,0.0235623946610734,108,59,0.005491465646947477
44,0 days 00:00:02.422465,0.03878687156891158,0.21799157348266146,34.2058699343611,0.04572525899075814,287,23,0.004884231076853741
45,0 days 00:00:01.535465,0.05965650897866269,0.019428491928426394,0.029794535565734786,0.009192908571012277,43,33,0.0026384985104707043
46,0 days 00:00:03.647091,0.03479496641923803,0.2724127030853637,137.17039009367744,0.023271052773447657,488,60,0.09345548239326325
47,0 days 00:00:03.251530,0.22022475862424207,0.017330601710948985,69.46400464864635,0.009623897495388872,129,29,7.433897802083745
48,0 days 00:00:01.878821,0.044571411285279784,0.0669607743979771,0.33019721409534536,0.2853651700364479,217,29,0.32004359678552197
49,0 days 00:00:01.007713,0.1708748386685205,0.418506301752835,9.47579858027083,0.025370520542655577,81,32,0.0039787331722385974
50,0 days 00:00:02.546628,0.10492060414889241,0.018032386080636433,50.057818333205844,0.015104011496901996,129,63,0.002552077357655875
51,0 days 00:00:01.589615,0.010355113552360094,0.3926486988454489,37.12346452860485,0.3292930186929497,189,47,0.002179000101659861
52,0 days 00:00:00.810931,0.04632477307064723,0.225685169359388,0.4614149993789819,0.03310834178151582,48,56,198.32111709975095
53,0 days 00:00:01.726058,0.1263956680501089,0.011451887925798007,0.08663901565195921,0.09480752562705952,49,38,0.07118126087298982
54,0 days 00:00:02.871392,0.02813429354525934,0.05140373953027435,8.194998789080852,0.2541209990041407,366,39,0.00632455226404306
55,0 days 00:00:01.826939,0.12798851865139796,0.04406142194175214,861.3548868501698,0.3297698889333526,218,2,0.22371569571754663
56,0 days 00:00:02.212182,0.0246225449522053,0.014195812253080451,6.912309015683966,0.018325156872833738,150,22,0.6022514906568156
57,0 days 00:00:00.976858,0.10150717962863344,0.18735545810395957,0.07092189757953546,0.016128034359798257,30,39,0.002480408873298914
58,0 days 00:00:01.159022,0.15956824871397576,0.04099873637370588,0.006039476192130367,0.4821321168801722,58,56,0.20792953291684316
59,0 days 00:00:01.594570,0.05060968176406524,0.10898402306349012,0.07169969865426834,0.031198579389175127,30,48,3.128816614111226
60,0 days 00:00:05.433153,0.006302951977809299,0.054257506717361854,0.001768175750335153,0.037132343154687546,412,56,0.40461917869670916
61,0 days 00:00:03.283868,0.03120777413417323,0.05341411975051307,200.10408977791832,0.014808923280758916,396,37,999.7170825578202
62,0 days 00:00:02.901292,0.010687216155575125,0.14288754228522876,0.0021423170096298936,0.14770760057905624,290,53,0.0017275009161239728
63,0 days 00:00:04.925079,0.1030671590596591,0.026155744796087472,1.2648065601881158,0.012742789601306426,307,20,812.3430345182489
64,0 days 00:00:02.067791,0.01284989520073825,0.283048529426002,0.0053876314339060104,0.016068929778327815,94,33,6.488796005644512
65,0 days 00:00:00.873127,0.24411323337939125,0.022109665362515324,162.35592911629908,0.04669446905825247,58,55,0.25990111624720447
66,0 days 00:00:00.733303,0.043483977050008504,0.390959105717136,0.0013628694110699223,0.005729343442269949,23,26,0.0029032553464882083
67,0 days 00:00:01.008833,0.1618827770889657,0.3127848929986083,0.035794062804343975,0.02146954741503307,36,22,17.01170332229572
68,0 days 00:00:04.039582,0.020303627943666913,0.010391842656959418,249.39980653417192,0.055979650401984785,498,37,0.011420705495569068
69,0 days 00:00:03.977859,0.016721876643672286,0.09097472519748596,0.015619245340275823,0.19031230430962745,447,21,0.01593120391249926
70,0 days 00:00:03.022972,0.4694441733677147,0.010089210786212112,0.0492475816889371,0.0059625159654529015,66,45,25.039543128218387
71,0 days 00:00:00.486224,0.07185890476585105,0.33672520888399,16.627574619910042,0.2254277193812837,24,40,0.0014205835076912129
72,0 days 00:00:02.942772,0.09288947062406161,0.061720985042078,0.008538625731689896,0.027052341844898565,304,39,21.368665476142223
73,0 days 00:00:01.796036,0.0055977227698960595,0.022020542948956914,48.11857453878011,0.012427360989673616,152,62,77.80050319217267
74,0 days 00:00:00.597254,0.2439103439412053,0.01796011036967408,0.1526652518908278,0.1064288504973664,35,4,62.64615538513554
75,0 days 00:00:00.634553,0.3375104194658505,0.04122377307055238,0.013161895029366048,0.1198796706611974,31,28,0.012781312340756776
76,0 days 00:00:01.171607,0.008737949161071961,0.09248951585333633,22.180723466058843,0.014640353192156072,73,52,101.19020075842654
77,0 days 00:00:00.649864,0.022471720726406227,0.2790406403395505,0.15894003926547334,0.007085496478682918,22,26,83.27365159099011
78,0 days 00:00:03.099149,0.07194697506327083,0.25062446271910627,8.513123251009596,0.005427762149342119,248,53,0.011145316523782707
79,0 days 00:00:00.456052,0.11331112366646573,0.4590737831786694,103.5773037592754,0.0058110442471038725,20,58,206.83120849597995
80,0 days 00:00:01.726078,0.008576297570245354,0.21534143277110024,15.606403980771207,0.06767742332886845,195,23,687.4508553194262
81,0 days 00:00:01.986752,0.02391432757929565,0.018552134096357992,0.9840501226684168,0.03787901718733062,48,32,5.4112720467341076
82,0 days 00:00:00.917823,0.37464618188319476,0.06566321525738844,0.004313146407154452,0.26984861094313795,48,30,7.175308694967597
83,0 days 00:00:01.982993,0.08571878043623407,0.05313877222465016,813.9636297219772,0.005486069449190658,200,13,281.5452018076701
84,0 days 00:00:02.475784,0.021778444956546177,0.3261051900360574,71.44969612729155,0.0203191013587535,261,26,28.08549992780978
85,0 days 00:00:06.112121,0.2157019630258615,0.0160762505233775,8.567978511460291,0.011141480720701008,273,63,0.0016598836178519933
86,0 days 00:00:00.844320,0.060123150920712826,0.46415787177013057,5.224589833834404,0.05757505723261672,43,19,0.005716937458315775
87,0 days 00:00:03.874606,0.023879586244445177,0.20919246809574762,0.5694976580109882,0.03783047467818596,488,19,9.903839699843823
88,0 days 00:00:01.484943,0.2790584520205597,0.26697660630887554,0.20682976726948282,0.09697449868646679,141,59,180.4393184172962
89,0 days 00:00:00.465666,0.018550066516022017,0.19974268528217184,0.4079448958383563,0.23277996534956066,21,29,426.18283117663924
90,0 days 00:00:04.529089,0.0564682915258845,0.08297132354884108,0.002183442337067869,0.15178111964252916,480,58,17.098243508301888
91,0 days 00:00:02.015421,0.3020237279540596,0.4045543601712074,0.0858526501938727,0.0439598961866802,147,49,0.001943744970295192
92,0 days 00:00:02.089609,0.02940231055401388,0.012112515834303979,1.0524361464146756,0.0994502212616826,46,49,0.48432136784655705
