,acc,roc,eq_loss,eod,spd
0,0.65,0.7626666666666666,1.0224276297141615,0.32894736842105265,0.47741935483870973
1,0.57,0.7304387155133424,1.0523116473860998,0.8,0.5
2,0.77,0.8258928571428572,0.5717066476327016,0.23529411764705888,0.4516129032258065
3,0.69,0.7599826388888888,0.6476609363645388,0.39194139194139194,0.3551912568306011
4,0.74,0.7490079365079365,0.7051139175682917,0.33333333333333337,0.35
5,0.74,0.8041603247082699,0.8141123518191622,0.28431372549019607,0.25
6,0.64,0.7087290818634102,0.6156002257114215,0.125,0.10098522167487689
7,0.72,0.8011161846778285,0.9461326368089613,0.2210526315789474,0.16129032258064513
8,0.64,0.7051966974259349,0.21919011291638768,0.33333333333333337,0.19999999999999996
9,0.71,0.7927807486631017,1.140055096231282,0.5190476190476191,0.5370370370370371
