,acc,roc,eq_loss,eod,spd
0,0.75,0.7493333333333334,1.6516743227024366,0.21052631578947367,0.3548387096774194
1,0.79,0.7354138398914518,0.8304850920143109,1.0,0.7714285714285715
2,0.8,0.8447420634920635,0.4175094245826113,0.11764705882352944,0.33333333333333337
3,0.65,0.7999131944444445,0.32193494365231423,0.1428571428571429,0.125
4,0.74,0.7420634920634921,0.24588530984448387,0.08333333333333337,0.19999999999999996
5,0.76,0.8203957382039574,2.78597906419591,0.1785714285714286,0.22499999999999998
6,0.75,0.8154681139755767,0.7171717670582972,0.16666666666666663,0.23706896551724133
7,0.77,0.8031456113647895,2.802224449201752,0.0775510204081632,0.4285714285714286
8,0.73,0.694026226323458,0.49547953772863285,0.23076923076923073,0.4
9,0.82,0.8159536541889483,0.25047740005357705,0.1428571428571429,0.2857142857142857
