number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators
0,0 days 00:00:00.989911,0.1054164174041551,2,0.004802436990486407,603
1,0 days 00:00:03.300734,0.0736143253856395,5,50.68197179520005,661
2,0 days 00:00:01.599252,0.10171804649221501,5,0.0058963851925206996,296
3,0 days 00:00:02.207796,0.4945136046470548,5,0.32960115713519816,462
4,0 days 00:00:06.101204,0.0632983481889619,6,0.18431209323047396,728
5,0 days 00:00:00.569232,0.031302633314319726,2,20.144151118293934,306
6,0 days 00:00:01.159986,0.10834465430256629,4,0.007737183902549279,422
7,0 days 00:00:02.704234,0.062444511725488566,3,0.002483025839139466,917
8,0 days 00:00:00.844821,0.09408114705742665,5,79.72787155962737,240
9,0 days 00:00:02.480657,0.26325025238559235,6,0.002967812062838193,327
10,0 days 00:00:00.426816,0.344106541662567,2,0.010761307944195015,259
11,0 days 00:00:03.866489,0.12742202726074742,5,98.22458943243431,779
12,0 days 00:00:01.375343,0.054693953082850126,3,0.004204370101644713,420
13,0 days 00:00:00.710044,0.04231687788858139,3,1.1313832214506159,249
14,0 days 00:00:01.882272,0.018025029069552667,4,33.22288394510153,412
15,0 days 00:00:01.165965,0.34174726909506703,3,1.295461084323493,332
16,0 days 00:00:02.366314,0.07364704536171703,5,0.050252326357831674,293
17,0 days 00:00:01.768220,0.35530392803638977,3,0.01853689096188506,522
18,0 days 00:00:03.907085,0.022802951383937592,6,0.08524951153695359,310
19,0 days 00:00:01.517859,0.08699043449996108,4,0.003263408946694589,323
20,0 days 00:00:01.791396,0.07700023993018704,4,88.31335185623252,397
21,0 days 00:00:04.508109,0.01713919349502223,5,1.453934598823467,457
22,0 days 00:00:05.802936,0.1488155329271657,6,0.0029245723535765043,672
23,0 days 00:00:01.137828,0.03022269669400669,2,0.04134782202090567,554
24,0 days 00:00:01.282013,0.08471799369214333,2,0.0032106344078453304,564
25,0 days 00:00:04.990908,0.01019959613271412,6,0.1484736951267883,313
26,0 days 00:00:04.293411,0.22621582515340444,5,4.234891368752851,640
27,0 days 00:00:03.484693,0.3190161309736059,4,67.13011079855906,811
28,0 days 00:00:04.192371,0.03599665573488061,4,32.21479318344813,979
