number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_multiplier_learning_rate,params_n_estimators
80,0 days 00:00:15.163733,0.5373012493367929,0.011254412423903308,5,0.0011899331259562589,561
81,0 days 00:00:18.054431,0.01563019773959469,0.016417480614821428,2,0.11255116542011534,845
82,0 days 00:00:08.847364,0.0026477222777443158,0.20694450100435866,4,0.40814615710282165,379
83,0 days 00:00:18.984457,0.5950034022195902,0.0465198990030899,4,0.004776756105074227,829
84,0 days 00:00:08.406816,0.18395149104311007,0.016008387979457868,4,0.2447075841958694,353
85,0 days 00:00:12.148267,0.7356168110985822,0.15723014078900058,5,0.002079658085309435,466
86,0 days 00:00:07.049014,0.006276490589466385,0.3791741093153139,3,0.1718473614149992,322
87,0 days 00:00:14.652712,0.8081710023385826,0.31738131467025393,3,0.03529457749495533,694
88,0 days 00:00:09.478090,0.018653610757014875,0.02210774216819835,4,0.009237996597383303,404
89,0 days 00:00:11.600978,0.0014761023999995502,0.1646334169503295,2,0.436523463318536,561
90,0 days 00:00:15.975916,0.04547199385226475,0.24376899547565534,4,0.1990699990131804,859
91,0 days 00:00:06.551700,0.0016775887209213827,0.021961201785807027,3,0.00955660494752012,296
92,0 days 00:00:06.605439,0.001014364184793097,0.0979100171404963,6,0.003442355554587462,245
93,0 days 00:00:07.052354,0.05311107994736867,0.3299841673233,6,0.004931836093818992,260
94,0 days 00:00:09.950451,0.23729263750473945,0.03631344306989167,2,0.0019585538012372654,646
95,0 days 00:00:11.702326,0.009565511027108582,0.06976223349792787,5,0.0030888665454109187,709
96,0 days 00:00:05.516466,0.13461752839581254,0.02369577767031287,3,0.11945888034540852,294
97,0 days 00:00:09.600906,0.006399220665307893,0.02464527707322055,6,0.14449934213424045,554
98,0 days 00:00:10.066692,0.0010373973181071658,0.32181273435234703,3,0.001454933966361298,980
99,0 days 00:00:04.904118,0.4765642857736968,0.05293772559429407,5,0.001903510014202725,257
