number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:10.942444,0.02996955815262454,0.030558448721687007,6,15.219209382774608,0.009445451900317758,402
1,0 days 00:00:12.784882,0.005182059432891319,0.011763099645026778,5,0.3201709770307064,0.007818302864720995,472
2,0 days 00:00:07.605311,0.11966990295732281,0.21903400151434096,5,10.255093028067732,0.011975501282249881,311
3,0 days 00:00:06.000771,0.27870045615245786,0.06850015761945892,6,70.81987573232286,0.008697484675515985,213
4,0 days 00:00:09.594930,0.8069273953399764,0.10910745702574307,2,0.24328335907308457,0.0027323393253543818,500
5,0 days 00:00:07.869287,0.010954751414180607,0.3022092433073431,5,3.5314677118340363,0.0030766643265056864,294
6,0 days 00:00:11.547147,0.003871134730435528,0.035028516730867904,6,0.003960210555717253,0.002753402744116425,406
7,0 days 00:00:19.781064,0.01815743381790315,0.4599004160517124,6,9.069481777321492,0.24799068681516442,707
8,0 days 00:00:05.158130,0.17461131218612214,0.04408696184243412,2,0.005608956171406549,0.17525226532402782,260
9,0 days 00:00:13.792880,0.002008070787075544,0.19694012957460208,2,65.59520531537736,0.0010693682668455478,751
10,0 days 00:00:20.082048,0.003834630946079297,0.01885920793644572,6,0.002531449727646675,0.24020856990817063,724
11,0 days 00:00:21.649969,0.0017226782414178777,0.011461245137559316,6,0.006371966160706723,0.1917874407243794,716
12,0 days 00:00:05.162653,0.05265613119189686,0.33875568494223607,2,83.25296019583216,0.011527489814829074,292
13,0 days 00:00:08.424509,0.10642164239257558,0.06459856158272198,6,15.821563369350272,0.07658023936829894,330
14,0 days 00:00:05.727431,0.3272347564913915,0.10372910824983494,4,0.002919682994776431,0.2585365688350764,272
15,0 days 00:00:18.932661,0.06123602805023372,0.03389990293898427,5,0.6207477341014278,0.002950145770877789,735
16,0 days 00:00:08.536466,0.023126745315008256,0.06367075017847543,3,10.554193785128104,0.0042429212582364055,497
17,0 days 00:00:09.035788,0.15954698724819089,0.02552932312963734,6,0.004788689871761947,0.08611805564091463,311
18,0 days 00:00:19.991000,0.06104811976045626,0.08093860483885798,5,0.24456484605376286,0.009260929722390046,824
19,0 days 00:00:15.860539,0.14439630607340984,0.3782123726054272,6,0.01594867452919684,0.11778336263174993,520
20,0 days 00:00:09.959797,0.01909092961473944,0.03089342263685941,6,0.013031894967290415,0.10216727446541946,352
21,0 days 00:00:10.214456,0.004263438181773779,0.01055009085434835,6,1.8250916362538832,0.07749053853247978,326
22,0 days 00:00:16.800675,0.00362264354716829,0.45560261652009276,5,0.03873543172934615,0.0012572961404073127,648
23,0 days 00:00:07.751924,0.01268177533683693,0.0770398959472729,2,0.12109356775423011,0.11444456835007064,478
24,0 days 00:00:04.414082,0.8049537747863218,0.17502207844721648,4,0.0010380285492056747,0.039247934816916,213
25,0 days 00:00:06.450388,0.15383194494945565,0.043335401864569266,5,43.756439077653575,0.005060880379241878,262
26,0 days 00:00:12.264211,0.5270837739886373,0.07716459909356632,4,0.10273153779557077,0.49822092614215385,558
27,0 days 00:00:10.114812,0.27582335570455807,0.08646284216965816,3,62.08782491449255,0.0012804833272969246,519
28,0 days 00:00:07.846644,0.10186602687915443,0.3447568291499685,6,0.009602186831417692,0.04617844346234747,277
29,0 days 00:00:13.228729,0.3317541149109466,0.027257675306747216,4,0.854731537250626,0.03135843908650584,606
30,0 days 00:00:08.230546,0.15560989150610713,0.03446438706643012,5,0.06898172416572633,0.0034586848331240503,320
