number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:09.431361,0.008088702591595978,0.21965216166617724,19.845221969348298,0.11945793812631086,465,37,0.6176995927120817
1,0 days 00:00:25.579527,0.4503982044285599,0.1298020992967467,74.22004716205456,0.01448378856414987,462,5,0.0045509934468072576
2,0 days 00:00:00.242649,0.007295450228381454,0.1430396319297302,18.57601575220035,0.434235963687661,28,41,0.023725269952849595
3,0 days 00:01:12.370887,0.046537068734442036,0.04086425273970191,0.00750322486044967,0.010259373701644856,333,20,0.02011405739678867
4,0 days 00:00:45.971410,0.08811758453084217,0.08446180506669482,6.0556891605131336,0.2624812518080281,383,13,108.32573652070317
5,0 days 00:00:01.594771,0.35136942177957614,0.01448708790388946,0.0012810634356036784,0.1975155653524687,34,42,109.62305049261279
6,0 days 00:00:00.129132,0.005929121553141296,0.02702505953112397,0.03965714388453571,0.46325912582895834,25,28,821.4745306788828
7,0 days 00:00:09.406213,0.03581007094163715,0.2395085363441427,12.011475216038958,0.2310497137758294,474,22,61.35069777328182
8,0 days 00:00:03.194157,0.1645894182526632,0.3455595743782256,810.2338612230536,0.22309679873773208,275,18,0.14436995114442688
9,0 days 00:00:00.187019,0.1803173526486793,0.019868110448426488,23.854074401825564,0.27693994771796876,20,6,0.00214215051148995
10,0 days 00:00:13.509880,0.02127361830898641,0.09892996884265186,22.74891734236469,0.033963530057457246,289,12,106.56220009546749
11,0 days 00:00:22.517152,0.09356225710649753,0.048438519984712866,0.052171503764519365,0.45028238828596046,37,59,0.04831581939114523
12,0 days 00:00:01.961536,0.13783160121638938,0.2003753088981056,122.06403105530852,0.20457441858924225,26,31,0.049471764532351664
13,0 days 00:00:15.345761,0.121474370296822,0.10322333233769614,0.24067010602551095,0.04067182964046456,36,41,0.017000304355330377
14,0 days 00:01:23.515712,0.006311380543284484,0.10012491454202446,0.003686679974847623,0.030668377291030204,184,55,0.0781647980804451
15,0 days 00:00:01.314559,0.005745374597550431,0.08719855987751525,0.001704313379569585,0.13020335576648093,45,2,0.014779470781259999
16,0 days 00:00:10.560180,0.011226552660862484,0.11326729301998527,0.009756874656161069,0.008697699021299942,23,42,1.5362777724966388
17,0 days 00:00:15.351057,0.1197691054899337,0.06543132976056278,5.247243806421055,0.20363959011023744,158,7,23.116311311570893
18,0 days 00:00:13.424120,0.1563483366623296,0.0963019152313784,4.5026053551344605,0.005697780770588067,20,58,0.03340648418849457
19,0 days 00:03:21.725712,0.42163675655417565,0.10817749513186699,0.18685325539300965,0.1013027664934635,418,46,0.015521455403470615
20,0 days 00:00:04.199066,0.026445617488368604,0.07494501803121069,0.09143483147133849,0.10366904735968896,115,3,504.92926395049466
21,0 days 00:00:18.402166,0.09032564777515165,0.18666335862852682,0.00603708062235409,0.18527647880752307,32,53,0.004127121661210325
22,0 days 00:02:36.105007,0.1115229468108392,0.04206907595834231,0.23126927132273223,0.015938788041702526,378,39,1.166940585019618
23,0 days 00:00:06.715575,0.03290145682391389,0.16702480497399938,274.8873576056225,0.010065706268239277,157,12,207.89887912132843
24,0 days 00:00:07.274252,0.2471756344535819,0.08588775302282678,110.90712465577779,0.034666998859695625,78,30,0.06690783832885915
25,0 days 00:00:04.111629,0.12356412811135555,0.01270020225643433,0.5182194508849369,0.03188164456654918,60,5,137.88776503078603
26,0 days 00:00:02.720843,0.022047408866979756,0.19662202747588994,0.6495322475540004,0.34306586580701365,28,11,0.07565026384979578
27,0 days 00:00:22.671633,0.012380142171205179,0.04227981626039306,0.04168500069238734,0.030446910755733216,237,37,8.227615003564168
28,0 days 00:00:36.560674,0.00726827576052716,0.010517094512830234,1.1171312734490677,0.19020737035306814,224,61,2.397558923284244
29,0 days 00:02:34.240473,0.4737905809374833,0.015402023553004688,0.05058346965675862,0.31508581881007725,293,45,0.003061794263720285
30,0 days 00:00:04.449444,0.13628488511892575,0.4409136223487458,6.2147764666060255,0.3807897908838253,22,18,0.015884073718805954
31,0 days 00:00:03.259454,0.009344963001404746,0.396284559283167,0.6449503753513751,0.16217533017632788,161,4,46.743975848472445
32,0 days 00:01:00.412292,0.01107873284880616,0.044972717937648427,2.329967484400974,0.2885974037451897,121,50,0.011138332927324412
33,0 days 00:00:20.247828,0.19796930206444388,0.15296382766540845,9.750499530821086,0.026060127401219553,109,38,103.5895455434353
34,0 days 00:01:48.177171,0.3740415467213668,0.0397140382257304,12.058790913771517,0.48971224949067854,346,37,21.160462473776168
35,0 days 00:00:04.662661,0.0084625303516128,0.0421603685242983,251.86704045397997,0.19193947926209115,147,14,7.61100290957644
36,0 days 00:00:05.931069,0.012049560291248105,0.02584303013009561,5.894668407662727,0.1582499938091171,26,23,0.571097455826658
37,0 days 00:00:05.165902,0.05842581271574294,0.08806150582728803,0.016686531418351875,0.09824959979290887,42,17,2.7062457431731723
38,0 days 00:00:09.949799,0.0066915084587440225,0.24000449272956315,0.523853545861108,0.056686496784070305,156,61,6.838790717568829
39,0 days 00:00:38.361786,0.19220534067193734,0.12212103721406944,4.127735241762029,0.01817341147859152,144,24,0.1722086045061084
40,0 days 00:00:01.787245,0.010003984777580558,0.02776505751012573,402.40542179657587,0.020032930182958687,51,53,0.005907451092314258
41,0 days 00:00:20.050750,0.05493904689803248,0.012859524577282837,0.15433797338378558,0.06952423950204827,30,58,0.010514724330780082
42,0 days 00:01:05.612325,0.06771343648125787,0.07948344265372576,0.048233242684542675,0.014005736109342458,255,63,7.771087274358473
43,0 days 00:00:01.877712,0.014249537585668692,0.20918144817989837,42.57243764326487,0.060036766336845133,34,6,911.0023559606973
44,0 days 00:00:24.135631,0.4686099474350154,0.3738824539490281,136.69860423615745,0.22486556269940322,328,19,0.019597960906734407
45,0 days 00:00:29.284289,0.012184217688653262,0.13049974539269957,30.734627580888414,0.0075653210048044674,422,32,8.76948880069637
46,0 days 00:00:06.013991,0.21270343302746259,0.036148022041072675,23.319617875307305,0.007957205255914746,81,34,793.6071727433756
47,0 days 00:00:13.616410,0.2411613445349502,0.26445654775205796,6.9844946449711465,0.4163626008782034,346,3,0.01269821495293927
48,0 days 00:00:35.759592,0.0505995033248496,0.04537941851373194,10.610195966957274,0.013232374479409828,366,34,26.857952208750888
49,0 days 00:00:40.785149,0.25674443275212405,0.01169851751797387,0.02442451753695257,0.05954781262839328,490,37,918.2807039706415
50,0 days 00:00:04.147194,0.0060410121317419395,0.11834681444600724,0.07923070777619881,0.18970588383223425,40,56,11.88623157963317
51,0 days 00:00:13.505110,0.16040990074617978,0.08486098533272386,0.2826004981912944,0.27622050715124624,128,9,0.0018891511516178274
52,0 days 00:00:03.263217,0.03295758536564837,0.04820227451103842,15.156316042495735,0.05077321770099106,26,59,58.57752557706267
53,0 days 00:00:01.436802,0.0389183320441669,0.01929044645546599,363.94243337230523,0.04034772783697467,36,63,0.002192727832445525
54,0 days 00:00:27.387398,0.1440311889032968,0.06924079578356637,0.18970875286177818,0.11965019940582408,51,46,0.8604901030488596
55,0 days 00:02:53.091932,0.18659991475625648,0.022926626491882207,0.16121914091461856,0.08449106003006872,468,41,25.00901470447576
56,0 days 00:00:07.475786,0.009747149962363748,0.39379217134609934,0.07221127504943146,0.016265357571858853,53,17,3.1163472228178004
57,0 days 00:00:02.664279,0.06137492716635046,0.27831418006091224,526.8606496776453,0.005997707730404996,109,45,267.6158912306299
58,0 days 00:00:06.409762,0.0177942751389157,0.23052648994851616,0.013171730731741155,0.2538005923697177,92,21,0.08466496774270242
59,0 days 00:00:10.326506,0.008842220336642477,0.10336333813217585,0.009693015667454055,0.005996243114493648,132,6,1.3666370266260217
60,0 days 00:00:20.645899,0.018395412503307004,0.092699884180189,0.0013003286838000427,0.10308717599068074,314,58,24.426234521315443
61,0 days 00:01:02.771129,0.010790950936251112,0.03401659767904689,0.4318470779433634,0.10446212770033156,477,50,3.4452637168083955
62,0 days 00:00:23.851198,0.05819896609515139,0.015030315243368987,0.06540558904627605,0.013612341872677519,50,36,0.11048338016457261
63,0 days 00:00:05.796147,0.01744521367741969,0.039329450900248746,0.0018297848264470355,0.18976313385905152,57,23,666.3378450519217
64,0 days 00:02:33.982753,0.007531652359900384,0.02049349968453953,0.006453875904447504,0.03992886530116912,284,46,0.024422270851800085
65,0 days 00:00:11.416904,0.0574145220441261,0.04288518504573238,0.3962136207423432,0.12551446936406732,26,53,2.5947855240322206
66,0 days 00:00:03.789512,0.00637251062266614,0.08880122553534833,0.015375446302761017,0.12584824896176527,21,11,0.32018214230899217
67,0 days 00:00:34.266147,0.010781983996905723,0.06256243173823729,0.002122730333439375,0.35954075875035724,159,33,0.21809842661991977
68,0 days 00:00:19.389185,0.042462028029640025,0.27407671573830095,0.002938504744978436,0.01691797060833,117,14,0.1710466060230572
69,0 days 00:00:09.731815,0.06710009887901308,0.29001794956250004,0.018044232142562493,0.05069207856935294,37,22,0.06953778902625722
70,0 days 00:00:09.625006,0.14627460955628563,0.05705975824247661,0.5872915397781562,0.3795270098114998,46,18,0.7653276903292693
71,0 days 00:00:01.219075,0.023119544148243548,0.4676919535841804,0.38562981033738647,0.22882035220114358,25,57,304.23219278420686
72,0 days 00:00:10.737564,0.012191589024028756,0.28262945699680975,55.14522107623343,0.36986607610899574,461,36,0.9518472018425941
73,0 days 00:00:22.415598,0.022771942948695428,0.0148020654109326,0.38707507556126647,0.008682825229006303,40,48,0.03636733078259001
74,0 days 00:01:28.456098,0.011799661039978596,0.13634967340661386,0.003003432081238681,0.03571368339977655,287,56,0.0018125898875069309
75,0 days 00:00:07.039825,0.30559623592888957,0.23372506484897015,64.03446574374664,0.37216968439002096,204,2,419.0771814242673
76,0 days 00:00:40.981696,0.11390485298026554,0.4958157045132496,0.10353969612236302,0.014098604256935801,59,58,0.010185047746669928
77,0 days 00:01:15.057160,0.2766142016637991,0.028037072106853248,0.043571992114509066,0.34309203110048453,417,15,4.643207131002333
78,0 days 00:00:44.573197,0.05453571143689459,0.014479664710595558,0.05681924469997711,0.028263133962525593,283,12,0.012186231596011935
79,0 days 00:00:35.819707,0.050857972288779495,0.012092123219759202,0.002047885772518982,0.01761156415334991,236,17,191.43141894638833
80,0 days 00:00:11.043653,0.13090315225727744,0.04584866273287556,0.8067723396597681,0.22925933168809096,22,37,0.0023995035265827946
81,0 days 00:00:04.055184,0.006886219200418032,0.09419634724727967,0.03487736856210256,0.24446414373163625,56,16,665.9945117768876
82,0 days 00:00:05.313196,0.07375375078200251,0.03847240047328506,552.0367900903335,0.006360034092696988,178,33,59.339421472233155
83,0 days 00:00:03.874124,0.07088011443673803,0.01126429434613834,17.29041344767525,0.01127946520136214,42,42,780.5147393778738
84,0 days 00:00:11.720122,0.3732067779103887,0.03237754491946448,147.97236297963295,0.17801824543294495,177,4,0.030625865053381437
85,0 days 00:00:07.042464,0.2976030973714594,0.21177497797287156,853.7333340039688,0.011120516515744569,252,20,0.06389524962314917
86,0 days 00:00:18.223198,0.013297256052884511,0.328594008509006,0.22704465952916195,0.04446985268703727,133,44,0.0013884399389677466
