,acc,roc,eq_loss,eod,spd
0,0.6,0.7397333333333334,1.391007452262592,0.5263157894736843,0.44516129032258067
1,0.63,0.7566711895070104,1.062351439717284,1.0,0.625
2,0.82,0.863095238095238,0.468352709164914,0.17647058823529416,0.3548387096774194
3,0.74,0.8098958333333333,0.5754681646470265,0.1875,0.08333333333333337
4,0.71,0.7375992063492064,0.1588736468004172,0.27083333333333337,0.2333333333333334
5,0.78,0.8203957382039574,0.5167208273856921,0.1519607843137255,0.275
6,0.75,0.8195386702849389,0.3114405122667685,0.25,0.3571428571428571
7,0.69,0.7762557077625571,0.905522686164504,0.2287862513426423,0.5714285714285714
8,0.61,0.686255463817387,0.496393459483486,0.16666666666666663,0.14999999999999997
9,0.76,0.7927807486631016,0.26943928572489056,0.4285714285714286,0.4814814814814815
