acc,bal_acc,roc,eq_loss,eod,spd,tpr_min,tpr_max,tpr_mean,pr_min,pr_max,pr_mean,bal_acc_min,bal_acc_max,bal_acc_mean
0.6648199445983379,0.671497771749661,0.7263631079248207,-0.012243687233902012,0.203317817709461,0.23594315775090524,0.5282258064516129,0.7315436241610739,0.6298847153063434,0.3697478991596639,0.6056910569105691,0.4877194780351165,0.6595862450702277,0.6654286926994907,0.6625074688848591
0.6717451523545707,0.6582639023445069,0.7161364076729316,-0.023042307351096913,0.19268556005398108,0.20810656328437593,0.7206477732793523,0.9133333333333333,0.8169905533063428,0.5751633986928104,0.7832699619771863,0.6792166803349984,0.6513569321533923,0.6574936979604309,0.6544253150569116
0.667590027700831,0.674574694826584,0.7256655686882387,-0.03453361006120548,0.10439953747040365,0.1505788806850452,0.5669291338582677,0.6713286713286714,0.6191289025934695,0.39835728952772076,0.548936170212766,0.47364672987024337,0.6563165095773791,0.6761684295900781,0.6662424695837286
0.6814404432132964,0.6740797546012269,0.7217032286050691,0.038988840779329625,0.02819870115073486,0.09740310583322453,0.7404580152671756,0.7686567164179104,0.7545573658425431,0.5608247422680412,0.6582278481012658,0.6095262951846535,0.627046804810897,0.6953411152569062,0.6611939600339016
0.7045769764216366,0.6987878787878787,0.7478282828282828,0.0005149431325306431,0.046044864226682414,0.1045640444032031,0.7396694214876033,0.7857142857142857,0.7626918536009445,0.5429769392033543,0.6475409836065574,0.5952589614049559,0.6873015873015873,0.6996219447863548,0.693461766043971
0.6615811373092927,0.654957264957265,0.6925330225330226,-0.015078502740476285,0.11987794245858763,0.18414322250639392,0.6774193548387096,0.7972972972972973,0.7373583260680034,0.5217391304347826,0.7058823529411765,0.6138107416879796,0.6208708708708708,0.6599862731640357,0.6404285720174532
0.6546463245492372,0.6602292152292152,0.7228943278943278,0.05113584621600098,0.1231419533633793,0.19378922501939216,0.5603112840466926,0.6834532374100719,0.6218822607283823,0.3967280163599182,0.5905172413793104,0.4936226288696143,0.6159201670921327,0.6723970213336912,0.644158594212912
0.6740638002773925,0.6765268065268065,0.7314996114996115,0.012009564261499794,0.07794722827402567,0.16930443548387097,0.6213991769547325,0.6993464052287581,0.6603727910917453,0.432258064516129,0.6015625,0.5169102822580645,0.6215178628085538,0.6980869758647537,0.6598024193366537
0.6615811373092927,0.6657148407148408,0.7312898212898212,0.008594030870777924,0.149424682061139,0.2033182123655914,0.5622317596566524,0.7116564417177914,0.6369441006872218,0.4021505376344086,0.60546875,0.5038096438172043,0.646150801504057,0.6604262246559124,0.6532885130799847
0.6560332871012483,0.6576301476301476,0.717940947940948,0.024253797083056527,-0.15457100789720246,-0.20119920053297796,0.5809128630705395,0.7354838709677419,0.6581983670191407,0.43037974683544306,0.631578947368421,0.5309793471019321,0.6394810659186536,0.6531173757412783,0.6462992208299659
