number,duration,params_C,params_Kmin,params_alpha,params_n_iterations
0,0 days 00:00:05.478998,9.48134977405505,34,0.4501821912056916,21
1,0 days 00:00:45.644115,767.9946081942826,40,0.22050957248487624,204
2,0 days 00:00:41.474085,4625.032932437545,38,0.8007461077936758,230
3,0 days 00:00:33.864774,50.305586403748926,22,0.3962006038323159,144
4,0 days 00:00:01.888408,0.021175244130802805,21,0.2971155546002744,10
5,0 days 00:00:05.425885,0.00040091281005316356,29,0.39505920480157963,111
6,0 days 00:00:06.589328,0.4186378333983164,27,0.5305182682796129,46
7,0 days 00:00:09.274327,3.505816825467777,38,0.7953019116489807,34
8,0 days 00:00:09.889180,0.0014129753847062225,15,0.6634087768946684,230
9,0 days 00:00:08.529176,0.04200458261072876,35,0.7508231427797124,43
10,0 days 00:00:03.429467,9112.982600558536,16,0.65138851432416,12
11,0 days 00:01:21.601817,6344.739466561804,28,0.4176015737254861,362
12,0 days 00:00:12.676746,130.69115431094366,17,0.5797846502774615,53
13,0 days 00:00:24.711442,3.3694354780744047,25,0.10541124959200224,107
14,0 days 00:00:42.779024,8642.745596340523,35,0.8670414097222933,220
15,0 days 00:01:15.225196,130.15721703848484,30,0.4003239481335509,333
16,0 days 00:00:02.413515,0.00026976740926345073,43,0.4613187266086872,44
17,0 days 00:00:07.067395,19.60457321412583,49,0.8090087815435115,31
18,0 days 00:00:01.888475,0.004559260074733444,11,0.10930565732251739,36
19,0 days 00:01:25.063144,33.123001251108,29,0.8924598652162653,462
20,0 days 00:01:35.144191,4.668283281902054,32,0.5252426125153105,408
21,0 days 00:00:06.601881,0.0015800459895674477,40,0.6968507273093734,158
22,0 days 00:00:14.573289,1172.807911945418,12,0.4233618506942557,64
23,0 days 00:00:15.300482,1.681876957912291,46,0.8611430110028746,92
24,0 days 00:00:16.751212,1.9725387492289388,30,0.7553616536513267,71
25,0 days 00:00:32.487065,137.06703774863087,26,0.6664922895820831,137
26,0 days 00:00:14.187714,0.0018682744853046772,10,0.8547061452100092,361
27,0 days 00:00:02.841161,5.638296898603116,29,0.19125255899413,11
28,0 days 00:00:03.254161,0.45971978103878286,38,0.8363220568744703,21
29,0 days 00:00:05.546954,0.06082335092709899,48,0.246070985264247,26
30,0 days 00:00:03.970687,428.01158513110823,22,0.6942766958480349,16
31,0 days 00:00:50.603642,6.21209723385412,31,0.3329001959182999,210
32,0 days 00:00:03.551538,0.007476400394056948,49,0.5579878632625492,51
33,0 days 00:00:02.806144,0.03850866929154249,47,0.5723854435703889,12
34,0 days 00:00:26.797473,0.6627854052558552,27,0.8794736631752323,113
35,0 days 00:00:19.776719,0.00272887068392748,30,0.3540374584217567,489
36,0 days 00:00:01.736404,1603.9431430191712,11,0.8817931447380697,10
37,0 days 00:00:20.854511,17.12253616495203,13,0.39484614568012155,92
38,0 days 00:00:05.109234,630.1446035289484,23,0.8683666346937128,21
39,0 days 00:00:08.361521,0.01109752907355043,29,0.18664919534618304,136
40,0 days 00:00:02.447751,0.00013003746752774883,17,0.3713082412399219,43
41,0 days 00:00:29.624112,9495.92229864315,40,0.5139698260424334,128
42,0 days 00:00:00.691347,0.00022991414014310403,18,0.6016643551066759,12
43,0 days 00:00:02.264836,0.00011239284587963469,48,0.43936506727978286,51
44,0 days 00:00:26.353578,0.22490870732049384,27,0.11096910676327454,112
45,0 days 00:00:50.141069,182.76150924483932,23,0.6610843033893544,230
46,0 days 00:00:03.094285,0.0003323915745751609,21,0.4265991193777142,72
47,0 days 00:01:21.399236,2.5170470034959838,27,0.36595966655446166,372
48,0 days 00:00:18.913900,0.005192215300828415,21,0.8238538630378563,414
49,0 days 00:00:05.367035,78.83007677001403,41,0.20162351485792193,19
50,0 days 00:00:02.342350,0.00045484121229302625,26,0.5239359247825991,42
51,0 days 00:01:25.006288,6796.894977755101,21,0.8049857970711417,404
52,0 days 00:01:11.781313,62.85207568769152,44,0.6733423088442849,380
53,0 days 00:01:04.771606,0.07639808387311116,12,0.44183525642750243,308
54,0 days 00:00:03.186886,122.12179425025538,22,0.5074179577311632,13
55,0 days 00:00:14.492709,0.146762657746844,26,0.12847789196217152,68
56,0 days 00:00:00.938612,0.0006652025093427869,25,0.8272329650725346,20
57,0 days 00:00:02.129510,2372.611889547868,25,0.7986208562753664,10
58,0 days 00:00:24.306529,0.07288122684796014,13,0.270255950118772,117
59,0 days 00:00:39.548380,1040.914482531553,13,0.27686067611479204,185
60,0 days 00:00:38.990726,2862.923942157449,46,0.40112332766559833,192
