acc,bal_acc,roc,eq_loss,eod,spd,tpr_min,tpr_max,tpr_mean,pr_min,pr_max,pr_mean,bal_acc_min,bal_acc_max,bal_acc_mean
0.6620498614958449,0.6633985661693471,0.7221391203255182,-0.01757751302909205,0.18445550985061698,0.20543827287012362,0.5806451612903226,0.7651006711409396,0.6728729162156311,0.4327731092436975,0.6382113821138211,0.5354922456787593,0.6543576683644596,0.6609008510343873,0.6576292596994235
0.6620498614958449,0.6511218756055028,0.6984499128075954,-0.02289811992933355,0.052442645074224026,0.07007298060753653,0.7408906882591093,0.7933333333333333,0.7671120107962213,0.599128540305011,0.6692015209125475,0.6341650306087792,0.6444542772861357,0.653464212054083,0.6489592446701093
0.6578947368421053,0.6568300716915327,0.7143344313117613,-0.01975135380533033,0.005974340620009899,0.03353575953514787,0.6653543307086615,0.6713286713286714,0.6683415010186664,0.5154004106776181,0.548936170212766,0.5321682904451921,0.6563165095773791,0.6567115001182793,0.6565140048478292
0.6689750692520776,0.6749163413273842,0.727264981099337,0.00941487461120949,-0.11535832288936998,-0.06278655008917305,0.5373134328358209,0.6526717557251909,0.5949925942805059,0.41350210970464135,0.4762886597938144,0.44489538474922785,0.6424431241849007,0.6918067298805326,0.6671249270327166
0.6934812760055479,0.6911693861693862,0.72994560994561,0.008755989889451143,-0.02184179456906732,0.04756504106952608,0.7012987012987013,0.7231404958677686,0.7122195985832349,0.5262054507337526,0.5737704918032787,0.5499879712685156,0.6728715728715728,0.6998681202743098,0.6863698465729413
0.6352288488210819,0.6384149184149184,0.6814918414918415,-0.011142970115896489,0.0032693984306887414,0.05931068079405677,0.6048387096774194,0.6081081081081081,0.6064734088927637,0.4616977225672878,0.5210084033613446,0.4913530629643162,0.6151651651651652,0.6471002059025395,0.6311326855338524
0.6532593619972261,0.6498640248640248,0.7123426573426573,0.045288354328676284,-0.0678834364415083,-0.0026884563853042387,0.6402877697841727,0.708171206225681,0.6742294880049269,0.5474137931034483,0.5501022494887525,0.5487580212961004,0.6158428096232691,0.6665856031128405,0.6412142063680548
0.6712898751733704,0.6797940947940948,0.7291491841491841,0.02187691614405174,0.023480997337206433,0.1064516129032258,0.5843621399176955,0.6078431372549019,0.5961026385862986,0.3935483870967742,0.5,0.4467741935483871,0.6340186560060918,0.6998387276165055,0.6669286918112987
0.6615811373092927,0.6673698523698524,0.725998445998446,-0.0021627391837324428,0.09176123647278756,0.13827284946236557,0.5708154506437768,0.6625766871165644,0.6166960688801706,0.40860215053763443,0.546875,0.47773857526881724,0.659245332805594,0.6625628977356814,0.6609041152706377
0.6588072122052705,0.660982905982906,0.7042113442113441,0.021070482420669112,-0.13751840449738983,-0.18500486854917236,0.5850622406639004,0.7225806451612903,0.6538214429125954,0.43037974683544306,0.6153846153846154,0.5228821811100293,0.643899018232819,0.6573379872847399,0.6506185027587794
