,acc,bal_acc,roc,eq_loss,eod,spd,min_tpr,max_tpr,mean_tpr
0,0.7,0.7095238095238094,0.8028571428571429,-0.0646347878114436,-0.02663706992230863,0.03809523809523807,0.6792452830188679,0.7058823529411765,0.6925638179800222
1,0.7,0.6333333333333333,0.7404761904761905,-0.09197384529453556,-0.06999999999999995,0.09375,0.78,0.85,0.815
2,0.7,0.6714285714285715,0.7504761904761905,0.07017563563758211,-0.13,-0.17952314165497896,0.65,0.78,0.7150000000000001
3,0.7,0.7095238095238094,0.7876190476190477,-0.015189365652579168,0.010489510489510523,-0.05432937181663844,0.6818181818181818,0.6923076923076923,0.6870629370629371
4,0.71,0.7642857142857142,0.8361904761904762,0.05783252881804346,0.20085470085470092,0.11719939117199396,0.5769230769230769,0.7777777777777778,0.6773504273504274
5,0.64,0.6761904761904762,0.7785714285714285,-0.10370135141431275,0.125,0.16130416130416125,0.5,0.625,0.5625
6,0.67,0.6785714285714286,0.7404761904761906,-0.09191497887362388,0.27,0.1923076923076923,0.58,0.85,0.715
7,0.7,0.680952380952381,0.7661904761904762,-0.016973004233037603,0.23290598290598286,0.2404870624048706,0.5555555555555556,0.7884615384615384,0.6720085470085471
8,0.71,0.7547619047619047,0.8185714285714286,-0.009604236834509117,-0.07999999999999996,-0.037868162692847096,0.62,0.7,0.6599999999999999
9,0.75,0.7357142857142858,0.8123809523809524,-0.012396222524621192,-0.030000000000000027,-0.024777933613838177,0.75,0.78,0.765
