number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:00.187065,0.008093155115116343,0.2794294886474574,7,47.82994618197724,0.024724134104704112,22
1,0 days 00:00:00.087973,0.23875792204812016,0.2560278699011346,7,1086.2090204044612,0.09899416740671975,33
2,0 days 00:00:00.485672,0.05148786841338588,0.0026620770842794845,4,81.87586635942816,0.010181810304955656,86
3,0 days 00:00:00.504905,0.14558706825643275,0.001948630076721,8,235.18724946824247,0.015205096506526483,154
4,0 days 00:00:00.890213,0.15060755816824023,0.001270059667576234,3,436.40313309820857,0.028532879974216187,359
5,0 days 00:00:00.333317,0.027581630352670188,0.0017753355592436217,4,15.273722917347056,0.19641830979568245,38
6,0 days 00:00:00.528837,0.018154796075283034,0.033817408463528105,6,131.14398544587732,0.011747051951525344,142
7,0 days 00:00:00.074203,0.08754347679938197,0.06450977663358956,9,547.6379929398585,0.0409757288904896,24
8,0 days 00:00:00.206902,0.16502436426459358,0.009944585413426476,2,32.24310870711569,0.19089502854574888,32
9,0 days 00:00:00.328756,0.006420283627142643,0.1293343432411195,6,7326.99023688237,0.018731417759521626,179
10,0 days 00:00:00.129014,0.010377990805817775,0.008294742407070618,3,487.7906428850089,0.026300675986763847,21
11,0 days 00:00:00.208836,0.2552652524262658,0.044743993856619084,4,6988.565331556491,0.33600858001106115,101
12,0 days 00:00:00.399282,0.2716041370545636,0.20560184501748446,8,5530.327353565458,0.019650515165148822,291
13,0 days 00:00:05.672947,0.04417196245027528,0.0036352867621828574,7,15.708630554555896,0.0051084274025103345,367
14,0 days 00:00:00.270615,0.011214606848125487,0.0841841139477201,3,1293.3986220072106,0.3792270128707934,183
15,0 days 00:00:00.203763,0.05303699294603261,0.011217300665014595,4,2163.4437670494513,0.009598148159425335,164
16,0 days 00:00:00.438882,0.0062188395349560815,0.003283004784839445,4,33.71396491597252,0.3804243576106691,76
17,0 days 00:00:00.047073,0.25746750731049,0.11943670371807671,5,478.76884203162,0.0063038648123659976,20
18,0 days 00:00:05.851020,0.022572075288398646,0.013868403895586976,6,2.102661683095677,0.0059864230372369135,391
19,0 days 00:00:00.624064,0.23021447939987322,0.20243686944251035,8,1.0335851811055168,0.03670876891936289,39
20,0 days 00:00:00.440867,0.3113106660278387,0.001010441670432034,8,3530.2905986462024,0.01591090190956569,301
21,0 days 00:00:00.122015,0.015713800851229764,0.44717294718417466,8,5.869551685261169,0.2801937167660093,21
22,0 days 00:00:00.094563,0.07353591857191745,0.33976615419882994,9,1786.329679573335,0.07282412330761848,57
23,0 days 00:00:00.429800,0.13253547142666736,0.002452326559709074,6,4.4720639159141875,0.497128009113847,30
24,0 days 00:00:00.081807,0.04537725971544618,0.11817246892661615,7,105.67871082597303,0.13769521913237143,28
25,0 days 00:00:00.100027,0.13930506908496182,0.006229175893359007,4,186.93131067228546,0.007215046227343119,26
