,acc,roc,eq_loss,eod,spd
0,0.8716479017400205,0.9243167222464445,0.2789424631263829,0.09800128949065112,0.26271966033730393
1,0.8671443193449335,0.9248051236878605,0.2429600054669984,0.26456936565239814,0.29914465786314526
2,0.861998361998362,0.9221253731232457,0.3092880434045114,0.2692387904066736,0.25449526971618297
3,0.8701883701883701,0.9225610845671319,0.28922443982046003,0.24761904761904757,0.2545749612215438
4,0.8802211302211302,0.9278693268571263,0.3080841753731166,0.12199110413396119,0.2616838408576313
5,0.8531941031941032,0.9058133162280627,0.5164314535023387,0.28876484139642034,0.30439818358079496
6,0.8650696150696151,0.9229722490088932,0.2454031879934839,0.19532320524277635,0.271374893538852
7,0.8703931203931204,0.9212544987026725,0.2713584631673669,0.19919743178170146,0.2687932690715161
8,0.8759213759213759,0.9324105321691806,0.29236004585031294,0.08845315904139439,0.2811464366585437
9,0.8638411138411138,0.9205931148662108,0.29311456051975143,0.30163170163170167,0.2893502228477598
