number,duration,params_a,params_b,params_gamma,params_n_estimators
149,0 days 00:00:07.067622,0.4279725700193484,0.7779184231612079,0.16717008380614307,433
150,0 days 00:00:07.795380,0.28805903770523966,0.44951619134502563,0.9199642629625457,462
151,0 days 00:00:06.169870,0.14484691168471617,0.44406636287814594,0.5297036190206103,24
152,0 days 00:00:08.328537,0.47615573392448474,0.897845783388245,0.9073639063592481,13
153,0 days 00:00:08.326725,0.2837182644021684,0.8432509329407059,0.7150607990447012,277
154,0 days 00:00:06.752030,0.28596014617038784,0.32603626179032613,0.8590976697964902,13
155,0 days 00:00:06.708130,0.5183499333533125,0.9073846725691355,0.36392260144922883,26
156,0 days 00:00:07.404728,0.5279567823432076,0.8166676405856068,0.013471558244874227,399
157,0 days 00:00:07.133581,0.9124612373610075,0.7614808391055433,0.8308054575515027,303
158,0 days 00:00:09.644331,0.222149290005015,0.7824211551299945,0.631360896999451,360
159,0 days 00:00:07.821585,0.5413979972369929,0.9025036656564132,0.7017891728530945,463
160,0 days 00:00:06.042671,0.35284355034035153,0.9528904836333876,0.596293068980093,16
161,0 days 00:00:07.345132,0.9222260704101293,0.09231356883061438,0.9038463586328616,31
162,0 days 00:00:08.423489,0.6032620759344578,0.3322982984287696,0.351146217817234,437
163,0 days 00:00:07.362157,0.7475837746689479,0.6185892176289274,0.35326314498315725,94
164,0 days 00:00:08.427602,0.8978688520745851,0.519776616101265,0.3627176320501898,19
165,0 days 00:00:07.798687,0.36556818592454365,0.8517407690207434,0.9689008633965348,315
166,0 days 00:00:07.206201,0.7573721346531167,0.4236343022840091,0.16771928748446296,44
167,0 days 00:00:07.921996,0.10859392793487678,0.1254227181971857,0.6849390184284936,48
168,0 days 00:00:07.521553,0.12708417395705043,0.7378209504939877,0.48062223936334336,11
169,0 days 00:00:08.142380,0.551501243306816,0.49686497736079666,0.4207743617499009,47
170,0 days 00:00:08.544403,0.1227060837591481,0.20904961136582043,0.023919563459383508,13
171,0 days 00:00:07.912030,0.38137513898340203,0.03661997801346864,0.5705792878250378,32
172,0 days 00:00:08.355056,0.20623814524566764,0.9849573830699896,0.2660167401395045,31
173,0 days 00:00:08.324324,0.11616429047082988,0.6201487690390951,0.27003040828377567,21
174,0 days 00:00:08.223028,0.7391559702510313,0.4245951225770789,0.02721704426697702,202
175,0 days 00:00:07.412946,0.27138294974210275,0.8190219412209667,0.6804369037939575,11
176,0 days 00:00:05.788910,0.9535050208290237,0.8425032489632289,0.3146785653409696,160
177,0 days 00:00:08.138262,0.16918496954740236,0.7040188883096067,0.07820336179885923,136
178,0 days 00:00:06.542568,0.5440811332920674,0.46443110491531425,0.2854886480745136,206
179,0 days 00:00:09.910026,0.8474881385051423,0.4052076119494121,0.465942278788937,31
180,0 days 00:00:09.955579,0.2347512997187561,0.6240761474628534,0.9960341896563559,148
181,0 days 00:00:07.376118,0.3409315938500704,0.6171314572572615,0.00805109690476502,21
182,0 days 00:00:08.811565,0.8824733796276926,0.6454175118269481,0.8076344056861836,74
183,0 days 00:00:08.685025,0.3255146413997927,0.8228626672330217,0.6756902842265892,21
184,0 days 00:00:09.206879,0.12983343336078715,0.027946167772730332,0.5903427837809982,272
185,0 days 00:00:08.486948,0.46340981090191036,0.9840916272389175,0.6399908227469181,51
186,0 days 00:00:09.525733,0.5882284148850636,0.8570979035844969,0.14456510878213324,112
187,0 days 00:00:09.092085,0.12085548361534071,0.04098478422864415,0.33130951084542515,36
188,0 days 00:00:08.407462,0.7219196570887765,0.9915158235570326,0.8994730887978285,19
189,0 days 00:00:07.135082,0.7460249620122743,0.06311710364346622,0.6223728347229945,284
190,0 days 00:00:06.386922,0.4930316401837388,0.4574823009648474,0.594459926769598,38
191,0 days 00:00:08.646257,0.8259366596712042,0.12160939919256979,0.6351258503418149,122
192,0 days 00:00:07.578315,0.9073408849149874,0.8923250365234557,0.8750410824217351,448
193,0 days 00:00:07.165370,0.3752259896031265,0.9557977837280305,0.021388171808672585,21
194,0 days 00:00:08.454697,0.12186550691508108,0.21817142905070658,0.5895288418588196,349
195,0 days 00:00:06.947559,0.40532240882501425,0.045638037780120294,0.0938489213985122,261
196,0 days 00:00:08.645496,0.37318639610256854,0.3693670623562401,0.1614449910635296,134
197,0 days 00:00:08.159021,0.613875950205601,0.43563612721064227,0.6759800152552237,94
198,0 days 00:00:08.083190,0.8358128483131888,0.5964434141628634,0.6585652883520191,455
199,0 days 00:00:07.669249,0.7857027972730644,0.33416971238787246,0.9581444304949673,34
200,0 days 00:00:09.271887,0.8137906449330934,0.4701124041156123,0.990865554168838,104
201,0 days 00:00:07.080699,0.3459976818239089,0.1475881075627452,0.16242269945907606,35
202,0 days 00:00:07.236356,0.9413100239348391,0.8595493767454165,0.9870501016186836,12
203,0 days 00:00:06.861458,0.8424229283024414,0.04550980752644075,0.9900992832541875,32
204,0 days 00:00:08.899475,0.6614967307593503,0.4273684128613845,0.7257252187034352,424
205,0 days 00:00:08.447149,0.1651019121259415,0.4051794151937507,0.8945719595188177,140
206,0 days 00:00:05.953684,0.4025855496789241,0.7784842576711325,0.268081602417495,285
207,0 days 00:00:08.426697,0.2479738243265687,0.25536356387045817,0.23110158857289587,13
208,0 days 00:00:07.425748,0.5116319290217504,0.34800247360309033,0.9487209589320419,52
209,0 days 00:00:06.487359,0.18994113858019912,0.9258396575538457,0.6228829962822031,19
210,0 days 00:00:06.548376,0.4752039993050653,0.2990550051749542,0.17259333569783486,424
211,0 days 00:00:07.227378,0.46251450269152505,0.21452830674491125,0.4947216076744274,229
212,0 days 00:00:08.272940,0.10390963526156319,0.0927497628266138,0.6424257893696668,45
213,0 days 00:00:08.793878,0.7173569647864391,0.04323557122828824,0.2555194316932745,115
214,0 days 00:00:06.588000,0.2560329410584731,0.7400204370221901,0.5331866986893274,82
215,0 days 00:00:07.911486,0.36171806316005517,0.5954918091909246,0.02378831516537161,99
216,0 days 00:00:07.718612,0.3816339570788556,0.7886413248159322,0.017066558279456245,267
217,0 days 00:00:09.805252,0.7024382814303709,0.2437422820286064,0.31424515121441265,21
218,0 days 00:00:08.743287,0.4898632983410369,0.5114374043135086,0.7420639569680331,183
219,0 days 00:00:07.317661,0.3983874030602669,0.9725422560536202,0.31718596620021067,22
