number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators
0,0 days 00:00:04.614690,0.014996043878319867,5,0.13489999648252207,841
1,0 days 00:00:01.746222,0.2699077885481574,3,0.0025964553758109268,685
2,0 days 00:00:00.538158,0.045696921608299544,4,41.42644738425833,323
3,0 days 00:00:02.344097,0.10526725087937736,4,3.309998989867075,896
4,0 days 00:00:00.173257,0.1673825109552158,2,52.86017445570998,248
5,0 days 00:00:00.907071,0.021781091430757762,3,2.1053675877943716,395
6,0 days 00:00:03.486406,0.16654336084843363,5,0.017301707565070178,757
7,0 days 00:00:01.815930,0.029477356482867905,3,12.043528961391326,867
8,0 days 00:00:00.761377,0.1390652126931234,2,0.0010006975649638522,566
9,0 days 00:00:00.971415,0.03250235468081458,6,7.707069840303839,251
10,0 days 00:00:00.671688,0.28949564638002273,3,51.39532244510466,835
11,0 days 00:00:01.678488,0.24268497591404478,4,0.05265575248445905,483
12,0 days 00:00:00.571108,0.2438230967977174,4,10.124519036102297,213
13,0 days 00:00:00.935152,0.07139251835092791,2,0.0017990222892907508,548
14,0 days 00:00:01.904595,0.012448321202856858,6,26.85231277091452,848
15,0 days 00:00:01.076497,0.4858603360196819,3,82.22344607458474,971
16,0 days 00:00:03.257178,0.0277160686152837,4,0.07997916958495634,976
17,0 days 00:00:00.809234,0.09165294640036224,4,6.123966116477996,277
18,0 days 00:00:00.825482,0.017233888438265975,3,7.181346912598424,313
19,0 days 00:00:03.938595,0.04813446813566012,6,0.13312806082278145,582
20,0 days 00:00:00.732622,0.06108213340577262,2,0.06056189343980852,552
21,0 days 00:00:00.255226,0.23359122315332814,2,66.90750975644384,255
22,0 days 00:00:01.269375,0.4477095080538385,6,0.702157598390664,455
23,0 days 00:00:04.973288,0.06437468063623605,6,0.001937997288118604,920
24,0 days 00:00:00.526364,0.01592341880477184,5,59.88660129157733,523
25,0 days 00:00:00.809572,0.028301400193201397,3,34.96771098698835,653
26,0 days 00:00:02.177848,0.0604385704019612,4,0.019810111534770396,677
27,0 days 00:00:01.306144,0.12392238734260234,2,1.9634522861690762,894
28,0 days 00:00:02.899219,0.36864627432176655,5,0.037593304633477376,855
29,0 days 00:00:01.144847,0.21662604878568018,4,7.089908346523548,448
30,0 days 00:00:01.582843,0.05610307666882239,6,1.2597022404557927,256
31,0 days 00:00:01.368855,0.028414034935688236,6,0.013783311416665448,288
32,0 days 00:00:01.574425,0.46781130363819673,6,0.0032477611275680985,320
33,0 days 00:00:00.297214,0.03654398390778256,2,0.04497606995894028,217
34,0 days 00:00:01.137570,0.04194096499282785,4,0.09349844088889754,344
35,0 days 00:00:00.949911,0.13250465990484755,2,0.0013299805512991417,761
36,0 days 00:00:02.210915,0.031619091412580534,3,0.0031707878627741824,807
37,0 days 00:00:01.993826,0.025825772820371812,4,0.0043195200983683615,665
38,0 days 00:00:00.717131,0.3180546359180343,4,1.2755621601128364,234
39,0 days 00:00:01.020844,0.04711623272007439,5,3.625369314094404,218
40,0 days 00:00:01.517575,0.01823610490512796,5,0.023355423390402846,285
41,0 days 00:00:01.687960,0.0802426504618527,5,9.195848771467308,484
42,0 days 00:00:00.973591,0.03812626150505685,5,0.0015333737330882678,204
43,0 days 00:00:00.552858,0.12841102185919195,2,0.01065358149917062,396
44,0 days 00:00:04.902315,0.03298110410933386,6,0.001670534906927597,869
45,0 days 00:00:00.536147,0.07445355507660364,4,0.0064901338460503204,228
46,0 days 00:00:00.622063,0.02532472200857994,2,6.933832118124169,467
47,0 days 00:00:00.994615,0.011117447903090612,5,0.32903825254795716,274
48,0 days 00:00:00.659357,0.21243360027693436,5,55.76985305781498,611
49,0 days 00:00:02.960504,0.01002808699411018,5,0.22700416387889044,576
50,0 days 00:00:01.527133,0.19229861722002792,6,10.319728526277162,537
51,0 days 00:00:00.838995,0.17072240383508475,3,1.0108074456667346,425
52,0 days 00:00:01.346545,0.1595294192342889,3,6.806992201183525,605
53,0 days 00:00:00.582543,0.0776695704609306,4,66.45904212170458,629
54,0 days 00:00:01.378131,0.2262437866974403,4,20.732448257885974,696
55,0 days 00:00:01.606899,0.40168243732346526,5,0.7965065551056321,696
56,0 days 00:00:01.706245,0.3765107163656745,6,5.219826931708297,806
57,0 days 00:00:01.693191,0.029242882090097313,6,0.380731231605146,284
58,0 days 00:00:01.376637,0.05403640687073434,4,0.0015707660332921237,399
59,0 days 00:00:01.112536,0.12495694330592005,3,0.32506219942136116,476
60,0 days 00:00:01.539102,0.0771836204430479,4,0.5148755320085142,585
61,0 days 00:00:00.785127,0.340311828980975,3,11.38398979537292,317
62,0 days 00:00:01.419954,0.47220287192201044,5,1.2607512367009925,540
63,0 days 00:00:01.437759,0.05382167035552487,5,1.808569922085803,344
64,0 days 00:00:01.280549,0.35458234559997015,2,0.2727348494000739,984
65,0 days 00:00:01.375901,0.08177789635282125,3,0.0013364460952919018,849
66,0 days 00:00:00.453724,0.02838452492982288,3,66.00319459818805,325
67,0 days 00:00:02.077703,0.499714167705941,6,0.43812694455802537,815
68,0 days 00:00:00.738285,0.012136643094696814,2,0.00925084623668401,602
69,0 days 00:00:04.099413,0.01333521186816887,6,0.0016774473788295642,798
70,0 days 00:00:01.862310,0.4961474687905677,3,0.018850328657697406,669
71,0 days 00:00:00.380768,0.01517924871779875,3,52.60337263284892,378
72,0 days 00:00:03.252818,0.059958151856462256,4,1.9342163698740236,915
73,0 days 00:00:00.560893,0.028016755470633793,6,34.88924676570153,297
74,0 days 00:00:00.433191,0.04726224108163293,2,0.28081775420355376,247
75,0 days 00:00:01.189294,0.023812190719493916,3,0.035002216153589984,452
76,0 days 00:00:02.156846,0.2628678978423999,4,1.1922906361787726,716
77,0 days 00:00:01.131222,0.07419923448762879,5,0.0378751714609729,214
78,0 days 00:00:02.782003,0.08202641722888138,6,1.090753961454361,466
79,0 days 00:00:01.598935,0.021582221409447263,5,0.003212700191608002,317
80,0 days 00:00:01.152586,0.03270249960486037,3,28.60928459779948,712
81,0 days 00:00:01.264335,0.13832650812968955,5,0.03973465503206767,274
82,0 days 00:00:01.791943,0.056549397815690135,4,0.0012057685260974263,562
83,0 days 00:00:01.992626,0.01827519395557949,5,0.0015446158457632603,376
84,0 days 00:00:01.478300,0.2576050660992381,3,0.005037297570156323,629
85,0 days 00:00:02.007514,0.16598265540045462,5,0.7510947353525937,417
86,0 days 00:00:02.136828,0.07998210619392893,3,2.166926114748375,944
87,0 days 00:00:00.273992,0.14025006453592007,5,77.25295157142817,297
88,0 days 00:00:00.344167,0.16686162093506565,3,42.654696240828706,300
89,0 days 00:00:00.535588,0.4500497978754909,2,6.272641724944257,244
90,0 days 00:00:00.374828,0.02077785422466392,2,3.145426819429232,348
91,0 days 00:00:00.264011,0.011382173750378723,3,71.91160493027306,240
92,0 days 00:00:01.082386,0.4291357646007182,4,12.588632144080659,437
93,0 days 00:00:00.469459,0.10508769843481533,2,0.009770437246577161,383
94,0 days 00:00:01.576363,0.01623024833289928,5,0.027271427495510266,410
95,0 days 00:00:00.624140,0.3138985280256105,2,78.76825060850213,569
96,0 days 00:00:01.244180,0.029213709828317388,6,0.32159639412345054,242
97,0 days 00:00:01.387250,0.053432100124818416,4,0.00564610284116208,491
98,0 days 00:00:00.819187,0.38153304847329716,4,0.10549128964063009,230
99,0 days 00:00:01.205889,0.1656197280494366,5,0.0023395450257038923,440
