,acc,roc,eq_loss,eod,spd
0,0.7,0.7472,1.1754254498883587,0.42105263157894735,0.28387096774193554
1,0.62,0.7856173677069199,0.35328608192188315,1.0,0.625
2,0.77,0.8427579365079365,0.5470032191407341,0.21999999999999997,0.4193548387096774
3,0.68,0.7703993055555554,0.187412295533603,0.4835164835164836,0.3928571428571429
4,0.79,0.7703373015873016,0.3534636391847786,0.21052631578947367,0.15000000000000002
5,0.71,0.7945205479452054,0.48307910472615634,0.07002801120448177,0.25
6,0.73,0.8145635459068294,0.37419006493748186,0.22865853658536583,0.27586206896551724
7,0.67,0.7605276509386099,0.8823648660928936,0.2696025778732546,0.3133640552995392
8,0.63,0.689655172413793,0.3055292368095991,0.33333333333333337,0.24999999999999994
9,0.76,0.8146167557932265,0.2120408461842288,0.4,0.3988095238095237
